,Etiqueta,MAV,MAV1,MAV2,LogDet,MedAV,VAR,MADV,ZC
25,1.0,11.683008686012911,8.21377347062594,7.690083899622567,7.3758120389486805,9.806426805397873,91.61057781624744,5.048287831858461,62
26,1.0,11.693746883684435,8.372089298908705,7.292192200553411,8.205526990897143,9.850797716685433,83.8006269555497,4.3462948580722305,44
27,1.0,9.929390894936716,6.9795107565025605,7.068366194564395,6.79630867353149,8.493371424551523,51.53430064222266,3.918981004282034,48
28,1.0,25.47508084906823,18.88311251582512,17.814379167522738,16.100559492079924,20.527441568914238,454.9493063736802,10.763853960251978,60
29,1.0,34.248673093331874,28.208231045008038,28.585075214786965,20.250946787866614,26.301029163509035,1047.4237390629858,12.203197260685464,64
30,1.0,14.286500758918951,10.035479798043543,8.52491249189516,8.325700831571861,10.48244593133472,238.17528551324725,8.138492372172257,100
31,1.0,8.7318265671392,6.608532602906822,6.54151555716003,5.873780159779556,7.6826567689062895,37.49102956856744,4.89002408961958,80
32,1.0,5.946821273385327,4.391368644878923,4.30445807468049,3.9590873285876924,4.578481682115038,23.224308750027667,4.294008169029148,104
33,1.0,6.104785159147752,4.504317797474932,4.506532492218504,4.022094785772554,5.085164571896965,23.93864372022071,3.288074428104574,76
34,1.0,6.792170301360771,5.3415333798511195,5.193659903280085,4.387477900974808,4.973661614216472,35.7759355196639,4.135473298121765,80
35,1.0,6.253923383676854,4.768369031959577,4.507639790424478,4.080704538834119,5.3954346687914505,21.46117716243061,3.0701721173369387,62
36,1.0,8.333443873515147,6.312073757733041,6.264528508882578,5.525015056440525,7.2303498748740544,36.98990722051218,5.035950390669143,86
37,1.0,10.329309419223764,7.654581222402704,7.7230071697859595,6.926046738087033,9.298569871939572,54.89658157301155,5.646349432204307,76
38,1.0,32.56272878638085,24.602307527801234,22.828867080112424,21.32767454753237,24.304751363508107,810.1118523894265,11.541096883328283,44
39,1.0,24.081130662902723,18.47783097766002,18.586030744627518,16.15403413141584,18.172337327690197,422.16031305091195,11.400996918767412,66
40,1.0,8.587239951053679,6.812946404666218,7.121995987143416,5.558986454962351,6.712448604850398,48.349377084114124,3.982011103431463,68
41,1.0,9.08542352744048,6.355905634775579,6.379283386175728,5.987275628852526,7.581490521433313,50.91781049947624,4.392641610165213,70
42,1.0,9.664655321137275,7.298763075329742,7.335315843328752,6.632891827333103,9.552848568612037,41.72915507792182,4.6650984433626475,54
43,1.0,8.20516480275922,6.546196082302832,6.607867831555001,5.685714704087234,7.195182436568952,34.96629572608026,3.913405955982763,68
44,1.0,13.099408869536793,9.962938371706676,9.017567227033837,8.559775382264112,11.129158593410509,102.88776024437716,4.5866932258435735,44
45,1.0,7.358267881886978,5.819639631031556,5.918794998117836,4.663603078801484,6.173081186688722,32.299080982091155,3.902840518216315,76
46,1.0,24.37144840403635,16.730525023866164,13.671024379035895,14.20046451854337,16.376315663535713,939.6791441983576,6.5942966599816994,36
47,1.0,8.702551536466943,6.388980440814924,5.991409453142495,5.6090133808571245,6.847273403726357,45.687833390216674,4.016980536700067,68
48,1.0,19.412154172395947,14.324302443262422,13.820241681745324,12.482288312364739,15.975607590227439,226.13873413241313,11.143541075886766,74
49,1.0,14.274126286708777,10.66451710389662,10.43838722806221,8.856353494116297,11.787862193845122,135.4927318843537,11.32885855344062,110
50,1.0,8.126885295938319,5.826937808469378,5.643115578749945,5.251589077264114,6.884177762069028,42.66620319201401,4.489939087529082,80
51,1.0,12.589529310535008,8.898489322209466,8.832408329449448,8.533083740347823,11.298803787123983,82.47901662676297,5.574106308844635,62
52,1.0,10.065985664247568,7.6082067340464095,7.381739145778398,6.801838382161797,8.366856461489707,66.36882294943157,6.448800880667174,86
53,1.0,5.799799035533313,4.263245351188187,4.26682929374517,3.807888243457484,4.690248761791653,22.30283210726893,3.3886938464954013,66
54,1.0,4.7600787112196405,3.699302640274563,3.7254398428896605,2.8257238589202904,3.9386281928450515,15.929186454891177,3.3980996873496325,94
55,1.0,5.551202494546689,4.068447693182648,4.167123238184966,3.7827460278476996,4.475609700119504,18.022040598596924,5.04359412772451,126
56,1.0,9.939111171777355,7.100967179131332,7.4621714606227645,6.206542262694957,7.47804339864892,71.76573958222062,5.636386047701771,86
57,1.0,9.068313114288857,6.754782877828319,6.637065809622644,5.796972678791575,7.129512101046713,53.8449398275345,5.561222952666134,82
58,1.0,14.1021102974189,10.809146489799133,11.282167057466987,9.37330482826487,12.10058436781758,115.78781876165188,10.136209040571492,100
59,1.0,31.092494631128563,22.826560869774205,19.891502603492217,19.869311488254738,24.317015946496632,807.0472178841753,10.934142204483763,40
60,1.0,11.630292241307282,8.582358388894807,8.645524504482688,8.324347471441389,10.358411530720213,61.25566083897781,4.835141794040395,58
61,1.0,43.787682344872486,33.01935899467981,36.55120965401543,30.131693873876454,38.9966035464094,864.4674762568969,5.514720321394179,20
62,1.0,8.918351680613446,7.139306063208953,7.259518674928062,6.179592821920811,7.5016602196262685,42.493490545098766,4.490726748741018,68
63,1.0,6.028491863306323,4.633481383204922,4.692074250971605,4.206710541199566,5.4255372830801045,17.678280787059737,3.255433090293925,65
64,1.0,8.22111026774836,6.4555022626092375,6.417853278543196,5.6701546204719975,7.081893412098157,36.22536605393316,3.868438007794219,56
65,1.0,7.959084583860011,5.8002140064585745,5.708511211373586,5.120818199383137,6.767059179514682,36.5911833389743,3.9171511731217588,66
66,1.0,7.050084826746027,4.841085549255654,4.667135019727895,4.513790152843803,5.962421899503089,30.913899968960735,4.505714181617806,100
67,1.0,20.847900163054277,15.970997073424895,14.650914194123088,13.032114117173355,17.38813699138719,258.67963342199863,5.26013542519854,46
68,1.0,10.141535182839974,7.66034631616459,7.614751974660836,6.471473222531648,8.165431458624205,64.61036312412956,5.85413885783167,76
69,1.0,29.507268058476818,21.957908350381803,23.888144313234914,20.55321927599212,27.41286781945499,395.0395921605286,10.842771881036343,50
70,1.0,17.094633278188006,12.866286320192364,13.053380536607419,10.32940158550932,13.823383362218301,195.26027579956454,9.653860368160814,86
71,1.0,8.735266780972129,6.600145844885606,6.580623565423678,5.819054931021178,7.788901109006872,42.24564747234248,5.196502063411296,86
72,1.0,8.933881941644938,6.315900775271573,6.365713947133921,5.989000704193309,8.095238848961209,42.212969595457295,4.580776614433284,70
73,1.0,5.793256649458004,4.308697249730582,4.182405502547791,3.8464750307012485,5.222302881497631,18.202218692027344,3.087318547065157,72
74,1.0,6.793641376778395,5.141887166693329,4.869116591107808,4.578752122076818,5.570167828947655,27.71985710490161,3.462908164250023,56
75,1.0,5.592378683491115,4.303517225762518,4.382128085288416,3.691555559134573,4.920616744666925,17.777320053390934,3.1308149928138502,74
76,1.0,41.58819023957271,26.7172379779093,24.666847349912626,29.855554548277595,28.444432996656484,1300.1103844361892,8.494530770730789,4
77,1.0,6.34761826394868,4.71010999404075,4.590164048195584,4.056516742661805,5.398397063730548,26.980895918250443,4.138284711089067,94
78,1.0,5.328196789593239,4.1478935234498975,4.023858166148854,3.296533815701708,4.501462503432382,18.234593818256474,3.2681098845209715,94
79,1.0,9.810272682085817,7.3818686611308575,7.432217248830606,6.185800816396511,8.179800574442782,58.42836514829698,5.472641227605415,80
80,1.0,8.968186236906648,6.70127848096995,6.831690975304015,5.965336112434479,7.351123950874264,44.693104215286084,5.288956998688056,86
81,1.0,34.06115575482507,25.181893761407903,24.452726239323702,24.26318881862755,31.297334988231004,558.5005975378754,13.043945684157109,50
82,1.0,17.238779254868177,12.627951844497975,12.459130137513931,11.912282736800513,14.715071446662144,156.45438432609504,11.992381746600369,102
83,1.0,9.545137360786732,7.190318152712406,6.955463014773654,6.497616157215312,8.096448896636279,48.79755228267225,4.703432960128358,64
84,1.0,28.60666202421153,20.892869975550347,20.496923230105235,20.92382019092543,28.86383600975301,282.4701661854002,5.417826441688062,20
85,1.0,6.262119819024479,4.55148142191424,4.562878612411072,4.050361115566477,5.044452061011396,23.349001430849963,4.329106869637505,92
86,1.0,7.382363580207717,5.268986287626414,4.942251111009782,4.549879750462711,5.9229131052934685,39.34064685278726,3.5986495281562383,76
87,1.0,5.717220723417652,4.339576046417982,4.358380217757711,3.8432301276235026,4.656132411263206,16.731356812467432,3.2444025551070994,72
88,1.0,10.705064685611193,6.878722080487506,6.309398659005089,6.411553089862603,7.815946310568564,100.92907508982725,4.214164686598308,70
89,1.0,6.639133566383866,4.767177366398198,4.830953134578046,4.3237891789166945,5.712076191245675,27.96337094327975,3.8423803450814127,74
90,1.0,7.720398173090089,5.755228255088507,5.383599187817727,4.858902644416851,6.783902183105159,37.71702562553068,3.6612557887956294,72
91,1.0,8.957257151635856,7.106462963835233,7.081052530648034,6.031943442554081,8.37535968078501,37.11768817597929,3.8404848169661436,58
92,1.0,11.259936994371248,7.668704592401294,7.6639033881617,7.969883342427974,10.581913059961463,54.97772974385867,4.116614473391575,44
93,1.0,5.575763201570007,4.223412672508368,4.236393969161242,3.8171404925659855,4.8343777484047115,16.50303363972662,3.9356661915848625,100
94,1.0,8.843215428678088,6.569721569990942,6.345848314773041,6.314299656637282,7.425118101476662,39.632087216974405,3.7494447748934414,50
95,1.0,7.669149324496838,5.49795191471436,5.304993560464402,5.1743592467465325,6.03131519809037,44.650873094887196,3.8854714906377574,64
96,1.0,20.177086769022832,14.47224479872976,14.344559271355681,13.103850784614817,17.939057207974912,228.98934818738718,8.106623442009393,60
97,1.0,14.162026952758826,10.500047663500409,9.985117098779925,9.695116356057204,12.204522166120114,109.90490001115609,9.588219285380697,80
98,1.0,7.688101640924416,5.9663303388087146,6.064403703835212,5.249616800826837,6.378519887031128,31.223224984230473,4.338015420931577,76
99,1.0,6.313532457025162,4.784405389994056,4.702023348552806,4.276674628776062,5.573684810174751,21.038582369519208,4.075254276154797,78
100,1.0,6.979138922124704,5.132864247622529,5.037658509905714,4.786922028885152,6.324661459799117,23.98285957052184,4.0838320549195375,84
101,1.0,7.660170289205488,5.90173769250463,6.061569695263062,5.40075669089005,6.773177722690983,27.217176337474726,4.550980390264388,86
102,1.0,11.638721520306959,8.797873437268745,8.469891808188438,7.661011412514458,10.089945327231362,73.79505949748925,8.659364044376119,114
103,1.0,21.353494281260087,15.095857884769126,14.639224478936274,14.955276389555635,17.962280898145007,242.2279726495382,9.455787089188657,58
104,1.0,7.126134751814638,5.189895154762733,5.462005285971456,4.701860004307498,5.840086468840276,31.067753859897348,3.5761999329646676,70
105,1.0,5.855877052634738,4.460536782822095,4.417932047876708,3.7761668041782315,4.73568668105786,21.42990714336752,3.7619100861973567,98
106,1.0,11.787985570341151,8.340900727643893,8.102458008589307,7.382106512505751,10.064523079913872,92.07465579204722,4.22396803410425,48
107,1.0,8.51052977826611,5.914057295737914,5.501758440456306,5.138470875052261,7.170527165711889,48.99139669416844,3.2798036343042027,60
108,1.0,27.10856545049891,16.527432588890996,15.731861726493372,14.582441884266656,18.225056492675954,838.5424297493523,6.097278071540252,16
109,1.0,12.572759853116558,8.87614328538913,7.851415803398198,8.312372110815415,10.279375112115725,93.76301135923312,5.09840828220332,44
110,1.0,39.377332152078544,31.441546796125007,31.262490210507504,32.48155773248274,38.20343862742638,355.9419612881278,5.242868178829384,6
111,1.0,6.676341765375634,5.2263642621942585,5.230517486775808,4.454760138513536,5.214535468510586,26.995841665433115,3.9839254280176553,92
112,1.0,7.501243228702463,5.646286885330322,5.580714329013366,5.108116161307832,6.80244157609884,26.57479894233403,3.907986889693237,76
113,1.0,10.95451473337616,8.202739291506862,7.604879362898544,6.458215253295002,7.6691518930327796,125.90160329275186,4.835185250977365,80
114,1.0,7.410948070279799,5.554582706120614,5.328459933937405,4.564562091966099,6.0628475657248195,37.47871604248517,3.739729463870112,82
115,1.0,6.854111807054407,4.828182897327854,5.2126957598621395,4.388961531441129,5.667602957347852,33.076814142953594,3.5305206711352093,66
116,1.0,8.843215428678088,6.569721569990942,6.345848314773041,6.314299656637282,7.425118101476662,39.632087216974405,3.7494447748934414,50
117,1.0,10.410957272479807,7.586083289389983,7.718889038006142,6.553400564734731,7.89227256731947,74.51145695293029,3.758036178698515,52
118,1.0,8.223121186824615,6.180454185002379,6.458756205113582,5.8309618265294265,7.459350957014023,32.27633077813889,3.890899801083202,64
119,1.0,13.10362053743101,9.924196468720698,9.926903604868782,8.030851648007344,10.841979715306518,124.50778362625343,9.943538264662942,113
120,1.0,17.910893057846565,14.319814680892994,13.749676848530372,10.871559302228654,13.616894875477028,256.7247804873676,9.87722082051442,82
121,1.0,6.812067253973009,5.21959559096742,5.221125448450508,4.455544948427047,5.448602551548803,29.301759537072257,4.168115378185294,74
122,1.0,8.592800114175468,6.0441989340907885,6.094862487683307,5.744504604734012,7.512110719289538,40.44217479240911,3.82125810983599,65
123,1.0,28.12346182953477,23.661692251824203,24.264445831880412,18.01850853979961,24.994501961771487,580.9517856822004,11.148872803381142,68
124,1.0,6.455165640099583,4.864311118586936,5.070570622296973,4.200424533648033,5.4408332794969585,24.678719605194196,4.195123435004654,93
125,1.0,8.486424185500306,6.261899065688896,5.921921073018281,5.638438359914624,7.366866446657061,37.93246250385244,4.850498606893753,78
126,1.0,7.499731769002446,5.53813896209919,5.689855229887742,5.125815760431281,6.901578328919145,27.985053122698307,4.639981676811695,96
127,1.0,14.91318796388824,11.171301003013179,10.950292436387375,9.896307852552553,12.130769611154385,128.13157004945134,8.737977697694266,70
128,1.0,15.112709880755666,11.488777146861093,11.283033932206303,9.924173696693511,12.199303188422506,134.65397010453185,11.004846295348337,93
129,1.0,9.22004331721616,6.934344667177472,7.005970445405902,6.042249400362367,8.150650685809891,45.05231975682359,3.6081079538772696,52
130,1.0,8.231516126187056,6.008651836675749,6.005504161091148,5.228232644452487,6.339715746201575,44.76052422540524,3.7555482236882334,66
131,1.0,5.855877052634738,4.460536782822095,4.417932047876708,3.7761668041782315,4.73568668105786,21.42990714336752,3.7619100861973567,98
132,1.0,8.571767046038824,7.264958723491772,7.149212214727177,5.170420359333952,6.244917338949176,62.141039157103,3.458425189906426,84
133,1.0,7.7480355851517535,5.522842820731877,5.3950810801616615,4.82395962699613,6.725320489570807,36.095957347803555,3.9821911255188995,80
134,1.0,11.847422250225765,8.737033323146742,8.062224152214998,7.967387546704861,10.479027454911096,69.27128283206257,3.8131614566082908,32
135,1.0,7.537132458279524,5.369053746421319,5.148539300897534,4.574194877189807,6.086120744518997,39.200766156087774,3.4803280347533194,68
136,1.0,6.979077980054522,5.4393900131989765,5.447729095558062,4.897872529332605,5.712848343158115,25.992358756544323,3.9346799341201124,78
137,1.0,6.763376031996381,5.176724938208311,5.178424518581208,4.094551462187214,5.544195307108054,29.957979833900467,3.49220231879837,70
138,1.0,6.177983586919898,4.6594325583617735,4.676198647846028,4.123806179670995,5.279940698163411,20.35868060174381,3.652489425018014,84
139,1.0,10.13330403978324,7.658573059072676,7.390797721506681,6.762440064299743,9.233147353087766,55.33319991114849,4.2974655473334264,62
140,1.0,6.780544044897166,5.0888441220980285,5.09763952778682,4.490701791983918,5.501749888619908,28.45482434647909,3.88754293211043,74
141,1.0,9.167512709360114,7.000739606070183,6.986723121065292,6.337023884491304,8.182052724219428,40.70481353675789,3.8482616752744274,44
142,1.0,6.748625422593607,5.288569891351679,5.301903542255784,4.631266241462789,6.159537197922215,25.26572826235786,3.5228520225251603,64
143,1.0,12.117181437244719,9.137680497783641,9.162075201479574,7.999925324457681,10.620857137494617,87.98307699922002,8.740616615215027,102
144,1.0,14.556995746483437,10.34007818370767,10.784412641850778,9.085551522960671,12.429429366842687,124.4458702541798,9.80084832181841,110
145,1.0,7.353505840618372,5.514111800676792,5.442112814720107,4.754568394004794,6.13891867058515,30.68992831254918,4.655483658953867,98
146,1.0,7.965954297728058,5.933401579390904,5.883566624896284,5.551128363103299,7.032298762309395,33.90374491816684,4.155424390736599,66
147,1.0,8.51336026059796,6.543333604921697,6.581922676975952,6.000969263311929,7.590588615647439,35.48428152597773,4.357394736163722,68
148,1.0,8.208217609937943,6.027024338613679,6.297983305639275,5.3920975217192595,7.286040139906365,34.85324659802372,4.941867210120541,80
149,1.0,7.155195159220629,5.514175020207948,5.592924724696972,4.804192844729783,6.410623082567582,26.361605396681902,4.1683615294653364,83
150,1.0,9.637351602694098,7.156624342435736,6.371281156434678,6.36375052117928,7.89151660750462,62.7539824458077,5.211028286293183,88
151,1.0,12.348823932217837,8.871779326633517,9.010440103903365,8.236706805886511,9.972383168999569,91.87265789113965,10.083382434335672,120
152,1.0,6.707175474910006,5.18643921837305,4.948058821984987,4.094549991847778,5.310812514958911,33.08483872163296,3.2543932624557024,68
153,1.0,7.183045260690738,5.4447067087245555,5.50450017846221,4.617187336909797,5.4052147336881955,35.31500148328945,4.509840880705788,102
154,1.0,8.705443455833208,6.335758656274388,6.222190444079732,5.743674100675235,7.19184459579634,42.6306412183626,3.7091606048469443,58
155,1.0,6.501875315154396,5.023719557750231,4.935002196342386,4.458238837769689,5.0640253158919055,24.357063733628326,3.6984310592346987,74
156,1.0,7.997250357422061,6.229924364516144,6.3749962523671275,5.2062801561959535,6.920737923039518,36.10489757571918,3.579669133233091,68
157,1.0,7.718519341884691,5.7395534243855915,5.653955032822545,5.391971150178173,6.955889899918112,28.977610360240593,3.807396990611175,62
158,1.0,8.49958909690101,6.042616025278191,5.963441035473009,5.410653182355972,7.028516028588454,49.213509401970754,4.356437049292922,64
159,1.0,5.487941065799129,4.171590736469614,4.059031621438842,3.472329274324118,4.368321595998505,19.281977448836766,3.6742282474819303,96
160,1.0,8.44800170126168,6.432996941983444,6.102458272778318,5.4270428195425096,6.809270206777147,44.93075791544572,4.617128045785411,78
161,1.0,5.137314334675568,3.7260151783267177,3.5850390632317652,3.4548606368916825,4.427230045148061,14.593089568806125,3.249189321775922,92
162,1.0,6.652651376689124,5.0743068630145824,4.788336603977194,4.506182939710065,5.7099070980294995,25.993793021698107,4.004537428981531,82
163,1.0,9.081999885995309,6.714486572681491,6.959891304818314,6.4434527382588955,7.910564539526559,38.60254037887032,3.934183611904103,55
164,1.0,6.979077980054522,5.4393900131989765,5.447729095558062,4.897872529332605,5.712848343158115,25.992358756544323,3.9346799341201124,78
165,1.0,8.753336042903136,6.106035078260743,5.95078218976019,5.120612702812513,7.1206865375416895,51.914501167023886,3.3813825184944286,52
166,1.0,18.25426726938193,13.575120494280647,13.811617904360036,13.27545655274467,16.811831127687633,184.07468005787555,4.139825605236549,22
167,1.0,14.08894657433365,11.371956788770069,11.289974658670886,9.579559246892847,12.168364151857539,94.62133741624346,4.523584414510531,54
168,1.0,261.88992818324846,158.04918586979971,188.12082119582763,107.01182802375226,79.02100280286811,203904.09023913613,34.776390528261835,4
169,1.0,9.755218813509083,7.238723247456204,6.688971140996974,6.414654746798826,8.058141318367419,54.00275016882422,4.565029893980078,68
170,1.0,4.629421511331093,3.5353602317982546,3.5315844314986973,2.983445899453626,3.5791764343785686,14.14210853837198,3.7296488503577088,122
171,1.0,8.004003205908079,5.948502731754149,5.99880195288184,5.188400653968127,6.825647891348152,37.64462993049462,4.637021922975974,80
172,1.0,7.6217681686358025,5.694257432638469,5.864651542920957,4.938084761641263,6.291741384407503,34.89127444071113,4.895198070199358,101
173,1.0,11.400866534310737,8.684188494359065,8.854432371019271,7.727770477027768,9.388548365192651,70.98074006547877,7.963872046660281,98
174,1.0,11.592452667647535,8.23828084800544,7.331135992661189,7.790559824357481,9.822670694081397,84.07642897726814,4.1705881290288405,50
175,1.0,8.344704929211456,5.9357386882964605,6.382716471837467,5.298264373791964,7.383985220532897,37.709740977406334,3.250208962602141,54
176,1.0,15.570249762630345,12.572223087177022,13.017290348539726,10.788888620205912,13.59857707358674,124.06657242270764,3.923011474413237,23
177,1.0,8.49958909690101,6.042616025278191,5.963441035473009,5.410653182355972,7.028516028588454,49.213509401970754,4.356437049292922,64
178,1.0,11.612682167955512,8.31978167914768,7.903709416359926,7.516904807496528,9.742571392823084,86.02221731977993,6.268244480290999,70
179,1.0,7.880029820828801,6.004198278898973,5.807871559630391,5.2297498846901,6.9136258198537455,34.320254993714656,4.150567468958102,78
180,1.0,5.622124439495947,4.2985065192626015,4.3251420422980456,3.8321858407821408,4.8787037369331685,15.862838245701699,2.8776917570367475,64
181,1.0,6.351074161042479,4.776719985800047,4.8820431933606745,4.178282662626187,5.4056069930016815,22.57040324351092,3.5328207266793394,80
182,1.0,87.20203900148404,63.9317175840458,52.99564505477494,64.65545905886052,77.185803981893,4634.810972347305,6.219384001948074,4
183,1.0,6.100201290479586,4.484146980167507,4.525563426456736,4.064419666452655,5.012890716170953,22.275571689501863,3.5520921675795516,82
184,1.0,6.981262276778735,5.2678727532049745,5.403051247714485,4.787489500626615,5.844085138903887,27.103868504994754,4.006935123424738,80
185,1.0,7.2905240282657715,5.207384931176481,5.17514634706395,4.714949428210794,6.056157095416652,30.493043082810804,3.753414855475203,74
186,1.0,5.1707113622208825,3.9200519102153004,3.8448513264037882,3.226986606219558,4.060313209918504,18.78396244834264,3.7596034451436777,110
187,1.0,9.88590989234521,7.454212740476548,7.498235865211545,7.0206615264062275,9.340124803659844,44.818059691299574,3.3751587413330144,40
188,1.0,7.441802125319208,5.32439254072306,5.429146842126561,4.18088912696861,4.9170541313025655,59.59621345249555,4.618831553026585,102
189,1.0,8.734200071452626,6.339639642425846,5.875565939094771,5.84726818552461,7.5917268058958625,43.73441778537019,3.438471664765867,58
190,1.0,6.428532031138397,4.412354935527394,4.287394430249081,3.9696628384138606,4.833495186687548,40.31251246732869,4.702020071981661,106
191,1.0,7.527390641134122,5.561626775563442,5.179505053112576,4.930568166118724,6.571871937918912,34.912945198396116,4.692841278362062,98
192,1.0,9.074117110335404,6.613058019320092,6.100109885125818,5.706983199866214,7.96122364464075,58.05154892943983,4.5584316930729205,74
193,1.0,6.745119526600585,4.959072846023958,4.760584552005289,4.093994861870677,5.496489282005201,31.49927864658516,4.557848457913688,96
194,1.0,7.624273276465878,5.683673057958382,5.92494708859534,5.0977661714389075,6.462372482845851,32.740352136709085,4.5396035928188265,94
195,1.0,8.809721533234299,6.49732261729489,6.519439126719479,6.0210079053769725,7.393355364596118,46.04690809624688,3.1685957865917733,50
196,1.0,7.056280599938755,5.381767584701946,5.416451200842067,4.876159086215944,6.3330282775593405,24.049940594033973,3.235880886207316,58
197,1.0,5.484989393935362,3.9428855939088767,3.85395184352167,3.7971047902693846,4.654616934117688,15.61601094741647,3.150450638512135,76
198,1.0,8.722928245134613,6.947151576571934,6.896680095360654,5.152227483779621,6.7101526021073985,56.73624991527723,5.379323167726188,84
199,1.0,442.1389977076338,279.892073580626,288.93042137675275,218.56386069439125,244.0741768135275,242435.54904780452,26.05964420258225,4
200,1.0,4.874829130870423,3.5761324721332084,3.507625006350608,3.074603735041414,3.771274596717733,17.25871502698281,3.7896944080735824,120
201,1.0,7.690663862135435,5.494652767100703,5.721600037921581,5.469510950780276,6.183805905427108,32.642675250414534,3.508570296093676,64
202,1.0,5.900241007417068,4.368540812529031,4.411356710354534,3.925848996872248,5.014271552278629,20.764201782448225,3.5673284253700155,82
203,1.0,9.88590989234521,7.454212740476548,7.498235865211545,7.0206615264062275,9.340124803659844,44.818059691299574,3.3751587413330144,40
204,1.0,5.1707113622208825,3.9200519102153004,3.8448513264037882,3.226986606219558,4.060313209918504,18.78396244834264,3.7596034451436777,110
205,1.0,11.563343847638587,8.148806738757985,7.789392864943679,7.827570675994101,10.460709425346524,65.36187427737633,4.715400781754805,58
206,1.0,9.929390894936716,6.9795107565025605,7.068366194564395,6.79630867353149,8.493371424551523,51.53430064222266,3.918981004282034,48
207,1.0,5.842719802069082,4.305757014626432,4.223199013152916,3.8699530158530155,4.749992944997316,20.98805833844468,3.8971413388546323,92
208,1.0,6.981262276778735,5.2678727532049745,5.403051247714485,4.787489500626615,5.844085138903887,27.103868504994754,4.006935123424738,80
209,1.0,6.100201290479586,4.484146980167507,4.525563426456736,4.064419666452655,5.012890716170953,22.275571689501863,3.5520921675795516,82
210,1.0,6.711175806236038,4.9976986678337765,5.019436590447997,4.64441289606773,5.433425687071981,24.08217112623363,3.825921238006713,79
211,1.0,10.556174597679531,7.498444370677804,6.767014479389089,6.592546892684255,8.95825446350452,80.59431067542072,3.523076661162102,56
212,1.0,8.876671696603928,6.325219424431542,6.180243419498849,6.088120378986317,8.116013870582336,37.3338869331381,4.737338512971516,76
213,1.0,7.4639145957014,5.583210524191553,5.41129615130625,4.969154188946488,6.219363920172284,33.53119584468675,4.6126194154123485,80
