,EEG.O1__sum_values,EEG.O1__median,EEG.O1__mean,EEG.O1__length,EEG.O1__standard_deviation,EEG.O1__variance,EEG.O1__root_mean_square,EEG.O1__maximum,EEG.O1__minimum,Etiqueta
0,,,,,,,,,,
1,1854042.9521690002,4168.205078,4166.388656559551,445.0,7.337897047835993,53.84473308464018,4166.395118353657,4186.153809,4148.077147999999,5.0
2,1868618.4321995,4170.897461,4171.023286159599,448.0,12.445851651363206,154.89922332774023,4171.041854610062,4203.205078,4135.417175499999,5.0
3,1894344.1504642498,4171.025879,4172.564208071035,454.0,8.552315087022883,73.14209334771924,4172.572972707465,4194.792053249998,4150.81695525,5.0
4,1865556.9877999998,4164.102539,4164.189704910714,448.0,9.384589675895228,88.07052338491928,4164.200279646473,4190.833495999998,4137.756347999999,5.0
5,1859526.3665946252,4169.871582,4169.341629135931,446.0,6.635168721651637,44.02546396478422,4169.346908798765,4183.221556125001,4156.169801125,5.0
6,2256646.0266305003,4173.333496,4171.249587117376,541.0,15.19389975411364,230.85458973805453,4171.2772591397725,4207.05127,4134.102293500001,5.0
7,1859454.631372,4169.487305,4169.180787829597,446.0,7.174903108209317,51.47923461219171,4169.186961607986,4183.333006500001,4155.6416025,5.0
8,1860909.8934027501,4157.436035,4153.816726345424,448.0,22.01149971074673,484.5061195162034,4153.875046530232,4202.19592325,4114.37463325,5.0
9,1860101.149426,4180.256348,4180.002582979775,445.0,9.895662421509261,97.92413476047052,4180.014296369374,4205.8977049999985,4152.563721000001,5.0
10,1873185.571798,4170.897461,4171.90550511804,449.0,7.983241218307728,63.732140349687455,4171.913143364151,4189.038575000001,4154.679199,5.0
11,1866154.4897689999,4166.025879,4165.523414662946,448.0,8.528245188209372,72.7309659902163,4165.5321447650895,4187.628174499999,4143.012938500001,5.0
12,1867271.8615797502,4168.012939,4168.017548169085,448.0,15.561130749410989,242.1487902002642,4168.046596504845,4201.698852375,4134.487305,5.0
13,1861777.8188670003,4166.794922,4165.051048919464,447.0,8.915703812443244,79.48977447121499,4165.060591381546,4186.538574,4137.692383,5.0
14,1868417.998672875,4170.512695,4170.575889894811,448.0,11.649624165665417,135.71374320125565,4170.592160247162,4199.615234000001,4138.221069625,5.0
15,1865625.5141745,4165.1281739999995,4164.3426655680805,448.0,4.821881828800699,23.250544370918373,4164.345457189525,4175.128418,4150.3842785000015,5.0
16,1870462.5639809999,4167.692383,4165.840899734966,449.0,10.791872797504483,116.46451847751726,4165.85487822405,4189.743652,4136.410156,5.0
17,1850730.7717360002,4157.563965,4158.945554462922,445.0,11.522371932675119,132.76505495489934,4158.961515816401,4189.872315000001,4129.871582,5.0
18,1854025.89576325,4147.563965,4147.708939067674,447.0,56.14715232034249,3152.502713683741,4148.088951063558,4305.513182250002,4012.0512700000004,5.0
19,1868567.6938649998,4173.589844,4180.240925872483,447.0,22.428936519794984,503.05719340899316,4180.301096276756,4242.307617,4137.820313,5.0
20,1877066.7006805,4168.717772999999,4180.5494447227165,449.0,43.536780314232765,1895.4512401297654,4180.776137395011,4252.6279295,4096.217773499999,5.0
21,1878148.656506375,4170.833252,4173.663681125277,450.0,14.303627036103872,204.59374638796166,4173.6881911434875,4216.218505374999,4149.615234000001,5.0
22,1857096.9192055,4153.974121,4154.579237596197,447.0,7.5038436382609195,56.307669347468874,4154.586014169732,4171.666504,4136.4099125,5.0
23,1873797.049811,4158.205078,4163.993444024444,450.0,14.505723808468142,210.41602320755948,4164.018710080655,4201.410156,4136.282227000001,5.0
24,1874881.9209099999,4184.807617,4185.004287745535,448.0,10.62566975390727,112.90485771909978,4185.017776940289,4215.512695,4163.846191,5.0
25,1878360.8352155,4166.794922,4164.879900699557,451.0,11.861284449889103,140.69006880118104,4164.8967907164215,4189.230957,4133.2692885000015,5.0
26,1872996.7317075,4161.282227000001,4162.21495935,450.0,10.110290690794569,102.21797785236733,4162.227238608528,4191.474366500001,4135.897461,5.0
27,1880094.616225,4175.128418,4177.988036055555,450.0,36.458139543388484,1329.195938965187,4178.1471043229585,4265.641113000001,4093.461426,5.0
28,1867528.717793,4168.141113,4168.590887930804,448.0,17.123021636220013,293.19786995445867,4168.626055286044,4210.769043,4122.436035,5.0
29,1876769.83582275,4164.358886999999,4161.352185859756,451.0,15.168790631388172,230.09220921888956,4161.379832095238,4201.057983750001,4125.384765999999,5.0
30,1861309.2606225,4165.128418,4164.0028201845635,447.0,14.967374747154,224.02230682174326,4164.029719972208,4206.3138414999985,4131.153809,5.0
31,1874276.277367,4167.307617,4165.0583941488885,450.0,8.908202937361297,79.35607957321244,4165.067920544597,4184.871582,4143.332763500001,5.0
32,1875465.073007,4170.4487305,4167.7001622377775,450.0,33.413057387156776,1116.4324039574321,4167.834098752103,4238.18914825,4101.13787825,5.0
33,1871710.6364934999,4169.358886999999,4168.620571255011,449.0,9.76366911995259,95.32923468391579,4168.632005385596,4187.4362795,4150.512451500002,5.0
34,1881718.0766810002,4171.410156,4172.323895079823,451.0,8.2156132120472,67.49630044996451,4172.331983645898,4193.077147999999,4150.448976,5.0
35,1859300.4654737501,4169.294921999999,4168.8351243806055,446.0,8.97117693839146,80.48201565992677,4168.8447771876945,4189.95227075,4148.717772999999,5.0
36,1916233.46144,4256.922852000001,4277.306833571429,448.0,79.90488859677603,6384.791221663188,4278.053124931772,4402.94873,4152.05127,5.0
37,1861381.8007840002,4173.012939,4173.501795479821,446.0,20.956880768828015,439.1908515588735,4173.554411736457,4223.461426,4122.94873,5.0
38,1895636.665045,4218.077147999999,4221.9079399665925,449.0,26.576517555960887,706.3112854022972,4221.99158749024,4281.538574,4152.307617,5.0
39,1861583.332291,4164.487305,4164.615955908277,447.0,12.531343300247089,157.0345649086476,4164.634809292494,4197.8200689999985,4131.154053,5.0
40,1866155.899906,4168.461426,4165.526562290178,448.0,10.392477297248426,108.00358437382394,4165.539526247399,4189.102539,4138.205078,5.0
41,1868663.335469,4160.384765999999,4161.833709285078,449.0,8.990462974144076,80.82842448945554,4161.843419948194,4187.05127,4137.05127,5.0
42,1870971.2256160001,4167.436035,4166.973776427617,449.0,10.398885080111556,108.13681090936672,4166.98675186835,4193.589844,4139.230468,5.0
43,1857858.470708,4154.102539,4156.2829322326625,447.0,28.384767660791653,805.6950351571236,4156.379856053065,4217.820313,4087.3723145,5.0
44,1860933.3344790002,4164.487305,4163.161822100672,447.0,7.9044708372207415,62.480659216473164,4163.169326085092,4185.128418,4138.974366499999,5.0
45,1876102.5634980001,4158.846191,4159.872646337029,451.0,8.388973146064462,70.37487044539067,4159.881105105467,4181.410156,4135.897461,5.0
46,1868328.3942149999,4170.4487305,4170.375879944196,448.0,9.728467797216796,94.64308568148421,4170.387226997754,4191.410156,4150.063780999999,5.0
47,1868188.160298625,4169.5512695,4170.062857809431,448.0,14.629941876809085,214.03519931881212,4170.088521036583,4204.2142348749985,4133.846191,5.0
48,1864569.100112,4161.410156,4161.984598464286,448.0,12.935276299733495,167.32137295044706,4162.0046995680905,4194.615234000001,4128.97461,5.0
49,1876120.7046095,4170.064209,4169.157121354445,450.0,10.503031904416993,110.31367918520125,4169.170351067423,4192.563965,4142.259399625002,5.0
50,1856821.5444470001,4162.820313,4163.277005486548,446.0,7.471723320605111,55.82664937967427,4163.283710133434,4185.961425,4147.94873,5.0
51,1874780.510268,4168.141113,4166.178911706666,450.0,12.894198491218114,166.26035473093148,4166.198865237241,4198.846191,4136.153809,5.0
52,1854919.4892799999,4157.94873,4159.01230780269,446.0,9.343112068684881,87.29374312800509,4159.022802317558,4175.769043,4134.358886999999,5.0
53,1873420.512215,4182.6281739999995,4181.742214765625,448.0,11.967886792270722,143.23031427260798,4181.759340405326,4212.563965,4153.846191,5.0
54,1872960.21064875,4162.9487305,4162.133801441667,450.0,9.350836788482026,87.43814864482886,4162.144305433427,4186.939391750001,4137.323669749999,5.0
55,1855716.9775524999,4169.871582,4170.150511353932,445.0,7.847502867107832,61.583301249265645,4170.157895169764,4184.935546500001,4155.705078499999,5.0
56,1871074.364271,4168.077147999999,4167.203483899777,449.0,7.422151106907323,55.08832705376561,4167.2100936422075,4186.538574,4150.769043,5.0
57,1886631.2746755,4171.410156,4173.962997069691,452.0,17.155219299098142,294.3015492001494,4173.9982513719615,4212.820068500001,4136.9235845,5.0
58,1865554.4834195,4164.4230959999995,4164.1841147756695,448.0,14.24089575964,202.80311203693253,4164.208465586475,4201.795409500001,4125.896973500001,5.0
59,1866461.147967,4166.987061,4166.207919569197,448.0,7.869738689604718,61.93278704266139,4166.215352315352,4187.5637205,4144.487548499998,5.0
60,1864257.689952,4162.1794435,4161.2894865,448.0,9.472295090769595,89.72437428661779,4161.300267323872,4187.692383,4136.025879,5.0
61,1887959.7426820002,4167.94873,4167.6815511743935,453.0,10.794628932736547,116.52401379547298,4167.69553062759,4194.871581500001,4138.461425500001,5.0
62,1853324.1537974998,4154.871582,4155.435322415919,446.0,7.7161359654046615,59.538754236611325,4155.442486370872,4169.679198500001,4140.448730499998,5.0
63,1881187.43751,4162.436035,4161.919109535398,452.0,12.80702193777237,164.01981091458276,4161.938814318014,4196.218016499999,4128.012940500002,5.0
64,1873055.519554,4171.666504,4171.615856467706,449.0,8.59050767840169,73.79682217267838,4171.624701570716,4190.896728,4152.949464000001,5.0
65,1873016.5351689998,4170.641113000001,4171.529031556793,449.0,12.192226994779336,148.65039909222594,4171.546848774475,4204.743652,4146.282227000001,5.0
66,1873068.971204,4170.769043,4171.6458155991095,449.0,10.492427993500472,110.09104519879233,4171.659010735508,4195.57666,4149.936036,5.0
67,1878870.9283540002,4166.538574,4166.010927614191,451.0,14.522618113299167,210.90643686472507,4166.03624029337,4203.493774000001,4126.826781999998,5.0
68,1878872.6235465,4167.179688,4166.014686355876,451.0,4.876261541915301,23.777926625162188,4166.017540152642,4179.647704249999,4152.723878250001,5.0
69,1874579.8426645,4166.154053,4165.732983698889,450.0,11.205054553141261,125.55324753887172,4165.748053438228,4195.545043500001,4136.057739499999,5.0
70,1875761.68158975,4168.077147999999,4168.359292421667,450.0,10.310730851397357,106.31117068995728,4168.372044562331,4195.08025975,4140.849305750001,5.0
71,1863435.903826,4169.487305,4168.760411243848,447.0,9.470272470419172,89.68606066397923,4168.77116815191,4187.24365325,4150.833495250001,5.0
72,1849880.5759285,4166.987061,4166.397693532657,444.0,13.852805931744552,191.90023218257704,4166.42072298351,4201.538574,4128.140381500001,5.0
73,1876271.026876,4168.269287,4169.491170835556,450.0,15.971518580993251,255.0894057830127,4169.521760715662,4217.563965,4123.589844,5.0
74,1863305.7705380002,4168.461426,4168.469285319911,447.0,11.066483832119014,122.46706440655151,4168.483974986577,4197.94873,4144.743652,5.0
75,1863561.538092,4156.666504,4159.735576098215,448.0,14.365233754854826,206.35994083162046,4159.76038047842,4192.307617,4124.230957,5.0
76,1876497.1811739998,4161.153809,4160.74763009756,451.0,13.799292746982202,190.42048031691562,4160.770512999099,4189.743652,4128.333496,5.0
77,1873455.770034,4170.128418,4172.507282926504,449.0,16.37554881746398,268.158599073146,4172.539416790904,4206.025879,4134.615234000001,5.0
78,1897766.3273879997,4270.897461,4264.643432332584,445.0,53.09579004048811,2819.1629200235966,4264.973946914268,4363.205078,4150.320067999999,5.0
79,1883451.941367625,4167.307617,4166.929073822179,452.0,10.09526408789129,101.91435700426756,4166.941302756924,4192.548156875,4141.394347875002,5.0
80,1858635.393558,4168.846191,4167.3439317443945,446.0,21.551879360589563,464.48350397340636,4167.399660333864,4207.692383,4116.1542960000015,5.0
81,1874425.197825375,4166.730713,4165.3893285008335,450.0,8.148171923764014,66.39270569921617,4165.397298061053,4189.812560375,4147.94873,5.0
82,1870458.454098,4167.820313,4165.831746320712,449.0,5.7539372049122,33.10779335807282,4165.8357200502805,4176.666504,4150.641113000001,5.0
83,1860126.7883485002,4158.589844,4161.357468341163,447.0,13.76321680864192,189.42613692168348,4161.380228416492,4193.333252500001,4133.205078,5.0
84,1861424.228038,4183.205078,4182.97579334382,445.0,16.510265437278107,272.58886480938,4183.008376344132,4220.641113000001,4147.307617,5.0
85,1870208.706534,4166.922852000001,4165.275515665924,449.0,16.900745040282615,285.63518291663746,4165.309803194589,4203.077147999999,4124.358397000002,5.0
86,1869636.667008,4166.025879,4164.001485541203,449.0,9.239279866213787,85.36429244622344,4164.0117358002,4187.436035,4135.897461,5.0
87,1876916.540542,4162.563965,4161.677473485587,451.0,8.007940109387176,64.1271047955319,4161.685177956422,4176.794922,4137.820313,5.0
88,1879207.1823870002,4168.974121,4166.756501966741,451.0,13.004741873359574,169.12331119271187,4166.776796277106,4196.410156,4131.987671500001,5.0
89,1877762.947761,4166.282227000001,4163.554207895787,451.0,10.49355205856745,110.1146348058652,4163.567431508888,4189.871582,4129.743652,5.0
90,1866724.811009,4168.205078,4166.79645314509,448.0,16.820234822233594,282.92029947507956,4166.830402385243,4201.153807999999,4128.333495999998,5.0
91,1869632.133313,4163.333496,4163.991388224944,449.0,13.005303758246155,169.13792584425155,4164.011697766631,4199.679198,4128.397950000001,5.0
92,1860753.015957,4174.871582,4172.091964029148,446.0,16.32159972247082,266.39461750055955,4172.123889691447,4205.128418,4133.237364499998,5.0
93,1876461.5536542502,4171.089844,4169.914563676111,450.0,16.882580021082475,285.0215081682532,4169.948739477057,4217.05127,4123.41326825,5.0
94,1852492.8232630002,4161.538574,4162.905220815731,445.0,21.151415254586567,447.3823672719574,4162.95895486157,4207.179688,4120.0,5.0
95,1877716.023457,4164.743652,4163.450162875832,451.0,6.180564366479617,38.19937588819759,4163.454750339755,4178.077147999999,4148.205078,5.0
96,1862011.6627295,4168.205078,4165.574189551455,447.0,11.299767970895415,127.68475619607388,4165.589515712446,4193.333496,4135.641234500001,5.0
97,1880294.4921935,4170.128418,4169.167388455654,451.0,97.33881960148562,9474.845801410562,4170.3035331692045,4339.230957,3997.24365225,5.0
98,1871077.43067,4168.846191,4167.210313296214,449.0,12.884968688227433,166.02241809660137,4167.2302333396965,4200.1276855000015,4131.4108895,5.0
99,1874337.051271,4168.141113,4165.193447268889,450.0,9.857487923785737,97.17006816758163,4165.205111784996,4187.436035,4136.153809,5.0
100,1875227.4363064999,4177.692383,4176.453087542316,449.0,10.937460836881213,119.62804955831028,4176.467409245678,4202.563965,4146.025635499998,5.0
101,1863652.7534329998,4169.487305,4169.245533407158,447.0,9.08760411571621,82.58454856398222,4169.25543741135,4188.9418955,4151.922852000001,5.0
102,1858079.1015710002,4167.692383,4166.096640293722,446.0,11.143217733488042,124.17130145592236,4166.111542862012,4193.974121,4134.551513,5.0
