valorAbsMedio,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,FHist2,FHist3,FHist6,FHist8,FHist10,Decil 1,Decil 6,AH0,AH1,AH4,AH5,AH6,AH9,Etiqueta
0.006088766983117228,0.01209303815870123,0.4255513652366434,0.017542465065684854,0.49969979546721915,0.40721268994404614,0.3166906285212573,0.17973998536115438,0.13240973900890277,0.9893564806328919,0.18364434094784599,0.13022889637950166,0.129973585030358,0.31370884061847637,0.40457455608294474,0.2593742739291067,0.034121947130468,2
0.022629245903155227,0.05254237284315594,0.3057687141767449,0.06705175888794235,0.2626324595513236,0.28508467348886307,0.11135605956156687,0.1304794723251046,0.1674587315916973,0.9246296454291936,0.23736087694027594,0.024351150767611813,0.07115400804887322,0.053024380335374544,0.09637834013650325,0.08367783810957918,0.035612326388974366,5
0.018293518312840703,0.03821548368998111,0.294829674821806,0.04286638605767573,0.34998204110512227,0.38531511594239476,0.19579012982409885,0.05278524388242863,0.028656948181456414,0.9964052172452792,0.17435320963881584,0.48472249223578834,0.336042001444873,0.4641738880355815,0.6812351909870986,0.556763666986597,0.2245487214323405,2
0.009994845293573678,0.009691819938330643,0.21911840881601582,0.26443515806133644,0.19607305252403653,0.4062168808710591,0.1135380324781529,0.008804376063950145,0.00018464180652017547,0.9859252471665247,0.18364699512878735,0.08863359435924852,0.24890714585174542,0.282927298895894,0.33224289613717023,0.23649325958477246,0.06283643340604937,1
0.006520067355428383,0.017997460848678964,0.4558924471182645,0.09643962848297216,0.24807567051159257,0.5002345519032387,0.42692899329319545,0.1496865579664441,0.035576925625766906,0.9908666449027869,0.17807548535982498,0.0366807176252573,0.0,0.11559066791696569,0.5239032620933607,0.24194202482697866,0.01942781546119177,4
0.005324054855712429,0.018702747342526405,0.5446337520602491,0.30526594079382197,0.15223057353429775,0.49371176278714896,0.511164145135808,0.25283792734324634,0.21096950508028062,0.9903092944493556,0.1772191122601093,0.24483810109629447,0.3161053104502487,0.3336959504217183,0.2243878357263657,0.12107697444932329,0.01556973963762391,1
0.006764004370269735,0.0291111168562305,0.5677502525769064,0.37257970044347755,0.1494114844906925,0.3583490351758762,0.7077564525605412,0.13582423501287705,0.1257093098764299,0.9942888860305499,0.1766615371351403,0.13692642771733804,0.20032884739484644,0.5052306809889602,0.5954036277833509,0.4810426476457636,0.04810460945215058,2
0.007364571464792777,0.013011852032768004,0.35852609888551845,0.003506452847253705,0.33140791111689866,0.2554837087725287,0.3055169231796335,0.08216587695872578,0.06819024580112548,0.9878155370794763,0.18543242632288554,0.0657171509243871,0.14578051492543742,0.24548114900492435,0.3879789023376609,0.3285734333566478,0.10588336861743933,1
0.010409818913509453,0.010861009859869559,0.23150525941076552,0.05598636379448291,0.157255496162307,0.23480731239777894,0.1828297816808848,0.1285898053686913,0.0838316420808397,0.9823850542032587,0.18978285121234828,0.14665173187118927,0.2631460437531736,0.22491995205866613,0.30011946510333487,0.15667572142481062,0.025403600417822216,4
0.026296002331289463,0.03187265804726459,0.15172615597886638,0.12043898985130996,0.11336293088238775,0.19417759889884062,0.09105609338174388,0.08158373008211614,0.05244073811977127,0.9844328242557775,0.19038066167551498,0.04355080601202166,0.00887462093280857,0.066495657296513,0.21013748761967668,0.3343340426861575,0.21344993557150324,4
0.02735625605144389,0.006581069278451614,0.0474431248384814,0.08011303426351113,0.08157706660589968,0.053897042097697044,0.02578542787106397,0.0036530687060201063,0.0017304632626162983,0.993645927829868,0.17937294645925553,0.0763877621438928,0.061441456925399755,0.40237496093608616,0.5162673551996283,0.4403254323383324,0.12283832580354564,2
0.004957128661678454,0.013666829323647305,0.49153782273543956,0.08222631926809759,0.4101615460877899,0.5146612754949501,0.2698660194532293,0.1912936789750917,0.1668466027184731,0.9941873400606065,0.1736927175424807,0.19803821963509904,0.37418577368873546,0.49620196063994476,0.4735890066759601,0.3233921504631594,0.21051190985676593,1
0.009669617405106096,0.02407500089701062,0.38003629593432264,0.10958915571918676,0.49540893339927433,0.3041884035051518,0.39643427355693484,0.0696864973027341,0.03144437157424071,0.995591751559616,0.17610318958873605,0.4661854346847803,0.25396437175822306,0.48177623312013357,0.8121347955125426,0.5504029231067433,0.061179833181231796,1
0.006557287043214057,0.008489956487244498,0.3506014457888669,0.1062355850146488,0.3847103596065153,0.3461477997046667,0.22143242602601315,0.04590025967782182,0.04615119220926525,0.9712583444419616,0.19520867751059753,0.1243641292225827,0.10644148333030312,0.1307618650774802,0.2423654946677509,0.1436974533037819,0.1039264161957847,3
0.006235887255102541,0.02109231823029509,0.49508271144413063,0.12158625247851962,0.23328579696272353,0.44145831114556605,0.3793851620903129,0.2431200564370753,0.42872039365422476,0.9873540306534259,0.18384830055911155,0.1707268047552947,0.14730560895747788,0.28487564771333423,0.39809432438185416,0.2626017232231415,0.014461317850381654,2
0.00759895883736927,0.015114824976988763,0.3640059371869222,0.24108442808133224,0.2901397162343231,0.44397708558509885,0.24053024615182325,0.06648997629606103,0.048889531528606554,0.9912893370154329,0.17835685245604369,0.081432334267915,0.09814041303794369,0.446662382100831,0.305585574303793,0.08393891025423335,0.013889190821012767,4
0.15681196518502685,0.11939095525535665,0.07508846496063556,0.1335295505976759,0.022821993844299573,0.047300403676829014,0.024704148846986407,0.10247632087744478,0.04169958275607799,0.9811397769916101,0.17439206477244118,0.4559872202063408,0.7574359293417169,0.10141415587597345,0.05484637576373208,0.013003005794500358,0.017902720265810797,1
0.017777807650832592,0.05077063552175187,0.40800705339553034,0.09643962848297216,0.433158440671085,0.46648990107005245,0.24031939884950843,0.042804142200141615,0.09415077200623162,0.994701054923863,0.176149706954877,0.1933145089107276,0.13459242780275713,0.4647822817648627,0.646486782701275,0.532694750853215,0.15394823899288948,2
0.04123323931422903,0.1271550507157986,0.3565987203443963,0.16218726466404487,0.18459951401166913,0.29609288788696647,0.25311806926595803,0.28708114849924204,0.13402722136719847,0.9360133650018468,0.2615639351425862,0.1065297025445763,0.028418407259693242,0.025739843968069526,0.0890190145858184,0.17708433928959755,0.013557228949735774,4
0.031061497380036097,0.08303867099196967,0.25635720795793504,0.21072578801919917,0.09907833527975378,0.22609465301934212,0.4036416080957297,0.015955479068035877,0.15134168346602617,0.9818168237203002,0.18619657280193733,0.3155506647555848,0.4237421670047465,0.2394411116015715,0.22216785727063726,0.10202604251484651,0.025093487542414687,3
0.00762232032885968,0.017251664385164598,0.4203478690560468,0.18848631913647396,0.4162446943410643,0.54549799626584,0.2643549193586634,0.1390523218855505,0.0899100270816273,0.9560903273702493,0.21937699384230092,0.10450373130694321,0.08962992301257487,0.10072694064598862,0.11901854835849744,0.12478524735507578,0.17552453691254738,3
0.007353537702529976,0.01265846118887844,0.35633799025229607,0.08329010124675773,0.36871112225355246,0.3454349154605557,0.25802660216907525,0.09455793928351221,0.057587519476439517,0.9971622287572861,0.1720487970858953,0.4797149430509107,0.295626929638287,0.6992291548430603,0.5274300238689434,0.2991206637771102,0.11251783315707835,4
0.004483682294421069,0.01689978243865276,0.5944768099567368,0.2093846749226006,0.18447999279263444,0.47040762845443007,0.3362786282189286,0.5863851811233575,0.3641050874806282,0.9924126293244174,0.17955896373001384,0.253699849145738,0.25190950705248394,0.3714787827420915,0.5074718143304067,0.49229188361111104,0.1568883560133155,3
0.0033221969082274415,0.013306274833041812,0.6518116998780095,0.05598636379448291,0.35093259525485854,0.509353958311625,0.33039143219286415,0.3606120500441907,0.5180755130997013,0.9933382466413039,0.1768065626548224,0.4015791214509956,0.4421669961172742,0.4635357648472008,0.39789992979420613,0.28468315775715003,0.07041073769503425,5
0.003959126268405101,0.013049129590016768,0.5093383920071115,0.14541941114135526,0.22007823316277286,0.3251633360577732,0.4427004088463159,0.14883525887777896,0.13162102854027674,0.9993470088339219,0.1725218028291158,0.34589468572875776,0.6310429917025897,0.9999999999999999,0.7364450240907738,0.30032422548932525,0.07284193580152314,1
0.0027904740154981638,0.015330433502237301,0.7364702740950521,0.09534629700490493,0.40158525057976585,0.5823241134436338,0.37300830227393644,0.2947547806233233,0.5223175161059596,0.9837887629474504,0.18373627606805604,0.49028453099307884,0.5369643744169537,0.278491676188446,0.27079966341731687,0.1653188185405537,0.02990495009426332,1
0.016156803733108314,0.05339055821233481,0.47931957920448076,0.1646862698401581,0.3269110044739098,0.38016339496705226,0.4535079698101335,0.21818845997180475,0.05376096573604747,0.9906774708353328,0.17755994438176334,0.1842847558664917,0.2346974779157883,0.33551346087057443,0.47937828095845064,0.3164287194010691,0.1172732199352728,5
0.010862488084284097,0.020303501783408565,0.32550129958524743,0.08116730761221169,0.5039863032748194,0.2599001013613927,0.19804731908510362,0.054194491026465376,0.03827270641916213,0.8721823441449948,0.2597129352819395,0.01102506723064183,0.008167824244847372,0.021054323880578246,0.07977633464565491,0.05064888845072534,0.014600428703091237,2
0.0202898051491729,0.0422789617604471,0.27379564665982903,0.040929208136804784,0.2024306702145364,0.4206610227779995,0.16718639926206605,0.03363038916289491,0.005560025323167128,0.9913631200477425,0.17813175383561092,0.266153682830925,0.24156206688631526,0.41088216962584984,0.40947362774408713,0.27215191860956045,0.10048201631743536,1
0.010912638044973583,0.028955138942768226,0.3791437985943188,0.08222631926809759,0.3691670791682832,0.32661655288874886,0.27371054762521296,0.0634371921721438,0.051968322157752884,0.9482616983975402,0.2360884257105761,0.3893182981427601,0.22448983488625945,0.03793260233515608,0.135567355413667,0.20538799810136915,0.12154689471500682,3
0.008548972294443458,0.022372887972555173,0.4046377191940542,0.16343394670449862,0.41868112208662694,0.3044131331677645,0.24069348662477644,0.07272443424732629,0.057141858498889364,0.9749852139863027,0.20024014983541052,0.2832680831283448,0.2529991252844105,0.1372616725494116,0.29429905576640564,0.18384989501726617,0.12490473675485957,2
0.011800878777307296,0.015153268143895542,0.2245124450552422,0.22654607437297813,0.11250068059879319,0.37365683390999904,0.16118568794429303,0.06360887668322418,0.049968659410781276,0.982731198514322,0.18760697183624458,0.05407323449976511,0.20810591671101838,0.22499365648368697,0.3170988085415229,0.26088367866579665,0.07269634164968786,2
0.007033336125477686,0.005704605203207824,0.24494594892893198,0.0780185758513931,0.1264534065411851,0.2624023902365562,0.21892863330349915,0.015139944098186016,0.027244534486809496,0.9894689278233941,0.18064298471284893,0.14765135244505734,0.4121024305936508,0.2915659684210666,0.3673237738146908,0.3127495127988329,0.09793663415909674,3
0.01983158509395461,0.02564314707620433,0.18135727151749417,0.09974937343358403,0.11521362447019882,0.13901801168862338,0.10394339078708151,0.10048259020029776,0.07628871105557056,0.9887861969047594,0.17409481493433818,0.33093065319153275,0.3500588296644998,0.4750864820401268,0.3099447449836653,0.2817211544170865,0.15571987034140386,5
0.009431551389108707,0.008165883107855664,0.19224950700307794,0.1358882101916159,0.09412423648764956,0.14549270991572785,0.24895731892638875,0.030841754599319305,0.03559626892112837,0.9582568316507136,0.20678517315005854,0.0804317874084002,0.04847734187619747,0.10577834968510923,0.12133613353727216,0.07249955821663137,0.010101561285546255,3
0.010380110334742825,0.017374527172200917,0.28945131061037377,0.09425786835857786,0.21162964684478663,0.2529897743691695,0.2471215635137853,0.061165407728830265,0.0575020905167149,0.9579233023493876,0.2163617907143125,0.02022805093857477,0.0042680611221603765,0.010521693221189263,0.026720244428675842,0.0642364648075148,0.09082947670291858,4
0.017658065003072307,0.030938536416498793,0.23004977395795204,0.033554474421347624,0.15026658475123184,0.24483571000227305,0.15496689879400213,0.06898564106257357,0.1126477908570212,0.9769521746885258,0.19392787382497553,0.035438432225392114,0.029089269221760618,0.09320755293343481,0.22818847744310009,0.23637568487348953,0.16502910142695307,5
0.004687694725070963,0.01033156228811508,0.42336126575418254,0.16343394670449862,0.17993306777401177,0.3459409372716158,0.4334935398320564,0.15841381980533956,0.1278998439843887,0.9819185313774289,0.1864525671395152,0.3771760405246078,0.39110524575416017,0.21875118318592596,0.24067981907425431,0.2035429061854034,0.09180770682722514,2
0.013873834415943326,0.03189349520669457,0.3290687222375386,0.10734842910494385,0.3229216660959699,0.1891481399269325,0.3116836183135774,0.05861885498448115,0.044798139676883245,0.9706282579727012,0.19645318285439198,0.1757087095681359,0.1554559808884268,0.14733906225660245,0.1959340016187416,0.18500946595813078,0.1243284789660813,5
0.0037089597761821138,0.013396436660199258,0.5616762925968536,0.17533679190025941,0.373208850358422,0.47449903452120346,0.613247729994516,0.044185760056356195,0.10051051636603953,0.9962344652276177,0.17654954996306754,0.2774147656670605,0.17621093892856485,0.5214073116245738,0.7271253892129971,0.6103012460291904,0.08786650731493302,1
0.0047239581188832395,0.022323761615369902,0.6963178932096358,0.05498618611947975,0.30868516809731555,0.6136421526092107,0.3942173683328736,0.33257129981254396,0.42229265471265315,0.9830055307360781,0.1874049318062434,0.06628657983638139,0.008910162667809234,0.18048418237327266,0.3293457097751001,0.37589359328089184,0.08289492391856915,4
0.008431807887687458,0.029032173211258203,0.4915240516753314,0.11815982972136219,0.35076236102016706,0.3968733828308747,0.3683806582167074,0.19584717377003674,0.17131889965466854,0.9632367890379583,0.2093738267337684,0.1394855907170587,0.1391151971556382,0.11394317023477718,0.20317152575029226,0.21036881820069575,0.04589951682076137,4
1.0,1.0,0.09570747292937073,0.17406616342574877,0.0950093096677107,0.053137458651053134,0.038361444090269585,0.061977721169085086,0.06253102536676816,0.9856624297613527,0.18639320303657606,0.09198934261359208,0.19671346718185423,0.22448882644921658,0.29528877052368924,0.2691099303081334,0.14762829551173437,3
0.008328269210428625,0.0175885074607298,0.3529667487612127,0.17028831269349842,0.21523493987527775,0.38937408746071067,0.3110659622862789,0.09668485988785731,0.06477999433855056,0.9889167148738459,0.18218016476067955,0.28109766146813475,0.2840388227624823,0.3273826041758803,0.17139374813460578,0.04862020749130882,0.026471117437057427,3
0.024191575240999418,0.021937940869153228,0.10032776377861624,0.06807674686584586,0.052753064662051444,0.11786135281315895,0.07497018049804002,0.006832960743432145,0.0020161060099769547,0.9953474207408564,0.1773279886559074,0.0912065647435595,0.03657455664745599,0.45598678298526957,0.6204761303365686,0.5066248339428584,0.12186519207991908,3
0.21244065264108086,0.2577517486831529,0.1048847889576219,0.10846627474171222,0.06314984277462855,0.06336388073564185,0.02598274129643118,0.030239794369829962,0.10760774646751571,0.9757614330129064,0.19007715292941352,0.03668826763026567,0.04511506028981367,0.16359580713711955,0.23596724653578613,0.20804993317554615,0.10008463599957032,4
0.04486094858213631,0.08921419250622385,0.17060411624096566,0.04580502360506011,0.08271290790667693,0.11509540626674378,0.24979762861884716,0.036514730193676424,0.06047471205027738,0.9802571140457865,0.18286702777351665,0.06339577454522873,0.09382465274165205,0.23367196277955654,0.2678039084282216,0.18656344824238869,0.07932234548529433,1
