EEG.O1,EEG.O2,MarkerValueInt
-37.76747375346858,-37.76747375346858,5.0
-17.27029263028302,-17.27029263028302,5.0
-20.97825489966449,-20.97825489966449,5.0
-8.388616688187597,-8.388616688187597,5.0
-0.9973476851186487,-0.9973476851186487,5.0
-2.9200012691523463,-2.9200012691523463,5.0
-10.142693191861888,-10.142693191861888,5.0
-11.806036239499969,-11.806036239499969,5.0
-18.1607318782037,-18.1607318782037,5.0
-19.04911473852512,-19.04911473852512,5.0
-11.793596191791895,-11.793596191791895,5.0
-6.753694860368901,-6.753694860368901,5.0
-7.546786092769588,-7.546786092769588,5.0
0.5614392289728563,0.5614392289728563,5.0
4.094725875814701,4.094725875814701,5.0
1.364403460431749,1.364403460431749,5.0
-1.5724544328586854,-1.5724544328586854,5.0
-3.446905217573466,-3.446905217573466,5.0
-7.391575842556091,-7.391575842556091,5.0
-5.290660582950265,-5.290660582950265,5.0
-8.198559779982467,-8.198559779982467,5.0
-11.731435365414242,-11.731435365414242,5.0
-3.975121903913614,-3.975121903913614,5.0
0.8644534084157875,0.8644534084157875,5.0
-7.223346616899148,-7.223346616899148,5.0
-9.569044153717098,-9.569044153717098,5.0
-10.751209873697672,-10.751209873697672,5.0
-12.723424152109526,-12.723424152109526,5.0
-11.397337795434545,-11.397337795434545,5.0
-14.887725439822384,-14.887725439822384,5.0
-24.984243855403204,-24.984243855403204,5.0
-22.69152367929876,-22.69152367929876,5.0
-10.34921555200159,-10.34921555200159,5.0
-2.782705105280601,-2.782705105280601,5.0
-1.6227199021729168,-1.6227199021729168,5.0
0.970667799193996,0.970667799193996,5.0
1.3881007485122543,1.3881007485122543,5.0
1.1201156179092728,1.1201156179092728,5.0
7.483774247716637,7.483774247716637,5.0
11.172945588280406,11.172945588280406,5.0
1.2613485979844725,1.2613485979844725,5.0
-7.7770792667329705,-7.7770792667329705,5.0
-10.527103774660077,-10.527103774660077,5.0
-12.227270838753146,-12.227270838753146,5.0
-9.243765321230052,-9.243765321230052,5.0
-4.148037636151983,-4.148037636151983,5.0
-2.110820518661841,-2.110820518661841,5.0
4.477719950100333,4.477719950100333,5.0
2.3287154725637276,2.3287154725637276,5.0
-12.121127095457947,-12.121127095457947,5.0
-15.414194680628267,-15.414194680628267,5.0
-15.37926817440546,-15.37926817440546,5.0
-19.860821740820352,-19.860821740820352,5.0
-4.956260446194731,-4.956260446194731,5.0
16.011074789670296,16.011074789670296,5.0
14.202284878041155,14.202284878041155,5.0
3.154225550975311,3.154225550975311,5.0
-0.684185124572158,-0.684185124572158,5.0
-2.14405837187736,-2.14405837187736,5.0
6.577957082957866,6.577957082957866,5.0
12.316897538380328,12.316897538380328,5.0
2.6740554147036573,2.6740554147036573,5.0
-4.636006798524591,-4.636006798524591,5.0
-0.5321478559062971,-0.5321478559062971,5.0
5.937436018432011,5.937436018432011,5.0
9.993949940124992,9.993949940124992,5.0
9.755343713468163,9.755343713468163,5.0
10.248544494738505,10.248544494738505,5.0
15.377058102436061,15.377058102436061,5.0
16.871794200623278,16.871794200623278,5.0
10.668207421413088,10.668207421413088,5.0
10.124559016123264,10.124559016123264,5.0
14.413096071346008,14.413096071346008,5.0
19.85890193977832,19.85890193977832,5.0
20.10337186663791,20.10337186663791,5.0
14.072852718648647,14.072852718648647,5.0
15.765660123966274,15.765660123966274,5.0
18.268807017225928,18.268807017225928,5.0
4.430693035231189,4.430693035231189,5.0
-5.99961064814079,-5.99961064814079,5.0
-0.49318027051583435,-0.49318027051583435,5.0
