,EEG.O1,EEG.O2,MarkerValueInt
0,0.95429,-5.415,5
1,1.0002,-14.076,5
2,1.3908,-21.341,5
3,2.8092,-20.69,5
4,2.9825,-13.823,5
5,0.25367,-8.0421,5
6,-2.3977,-5.2545,5
7,-0.48915,-0.31759,5
8,5.7425,9.4601,5
9,11.28,19.138,5
10,11.81,22.22,5
11,6.8452,17.606,5
12,-1.3161,8.8232,5
13,-8.7663,0.013515,5
14,-11.439,-5.6578,5
15,-9.0501,-7.165,5
16,-6.7051,-7.0806,5
17,-8.5599,-8.6579,5
18,-10.607,-9.9868,5
19,-4.9867,-5.3584,5
20,7.9229,4.9691,5
21,17.433,11.354,5
22,15.047,6.0699,5
23,4.2754,-5.6121,5
24,-5.194,-11.699,5
25,-8.685,-8.5686,5
26,-7.7574,-2.9581,5
27,-4.2969,0.021951,5
28,0.72624,2.6124,5
29,4.3825,6.3528,5
30,3.5109,6.4575,5
31,-0.42475,-0.3971,5
32,-2.426,-7.952,5
33,-0.23256,-6.7018,5
34,3.9551,3.675,5
35,7.8186,13.847,5
36,10.803,16.059,5
37,11.075,10.897,5
38,5.3458,3.048,5
39,-5.532,-4.28,5
40,-14.108,-8.9897,5
41,-13.427,-8.9809,5
42,-5.6059,-5.0917,5
43,0.13135,-2.3828,5
44,-1.6935,-4.4546,5
45,-6.7437,-7.8217,5
46,-7.0452,-5.9762,5
47,-1.0646,1.2764,5
48,5.0333,6.7924,5
49,5.6845,5.475,5
50,2.5126,0.77662,5
51,1.1636,-0.65417,5
52,3.5194,2.0591,5
53,5.8021,3.8365,5
54,4.3374,1.1285,5
55,0.51813,-3.7799,5
56,-1.5171,-6.0918,5
57,-0.52158,-3.7988,5
58,0.89779,0.91171,5
59,0.64563,4.2463,5
60,-0.031967,4.4165,5
61,0.82847,3.0991,5
62,2.3361,2.9784,5
63,1.9819,3.9927,5
64,-0.19181,3.7501,5
65,-1.2351,1.9196,5
66,0.13914,1.1448,5
67,0.97242,1.9497,5
68,-1.8315,0.43137,5
69,-6.2589,-5.4057,5
70,-7.1797,-10.284,5
71,-3.6516,-8.0514,5
72,-0.90279,-1.6804,5
73,-3.395,-0.40679,5
74,-8.5891,-6.6277,5
75,-10.239,-12.163,5
76,-6.1013,-9.5716,5
77,0.76007,-1.225,5
78,7.2818,6.2703,5
79,13.226,11.341,5
80,18.227,16.022,5
81,19.523,18.918,5
82,14.837,15.846,5
83,6.0192,6.8325,5
84,-2.0727,-2.5909,5
85,-6.0876,-7.7784,5
86,-6.7054,-9.0667,5
87,-6.8042,-8.7362,5
88,-7.7954,-7.2739,5
89,-8.4116,-4.4935,5
90,-7.3112,-1.9742,5
91,-5.7016,-1.712,5
92,-5.6615,-3.0718,5
93,-6.4962,-3.4733,5
94,-5.4649,-2.3222,5
95,-2.2963,-1.9422,5
96,0.27609,-3.3189,5
97,1.309,-3.1417,5
98,3.1158,1.9777,5
99,6.2594,9.3435,5
100,7.5848,12.223,5
101,6.3076,8.7858,5
102,7.1995,4.7887,5
103,12.599,4.9194,5
104,15.502,5.5267,5
105,7.9599,0.50053,5
106,-5.813,-8.3189,5
107,-13.162,-12.72,5
108,-10.065,-9.722,5
109,-5.7856,-5.2073,5
110,-7.7706,-4.1473,5
111,-10.467,-3.2872,5
112,-5.2622,2.1465,5
113,4.8982,9.0294,5
114,9.3644,9.8866,5
115,5.348,4.1138,5
116,0.79851,-0.77548,5
117,1.4569,0.13606,5
118,3.1072,2.7993,5
119,-0.25496,1.1192,5
120,-6.7085,-4.0316,5
121,-9.5405,-6.7054,5
122,-6.4726,-4.5051,5
123,-1.1042,-0.98019,5
124,2.9314,0.2554,5
125,5.0411,-0.059538,5
126,5.7388,0.48224,5
127,5.3194,1.6743,5
128,4.5126,1.4267,5
129,3.7848,-0.43081,5
130,2.1091,-1.5324,5
131,-1.165,-0.37578,5
132,-3.7318,1.5255,5
133,-2.719,1.8759,5
134,0.3708,0.7845,5
135,0.80335,0.31834,5
136,-2.3293,1.3749,5
137,-4.1925,2.4907,5
138,-1.6716,1.9692,5
139,1.2404,0.12654,5
140,-0.28932,-1.0769,5
141,-3.381,-0.24096,5
142,-1.2439,1.7876,5
143,5.5069,2.4185,5
144,8.4029,0.10272,5
145,3.5127,-3.2277,5
146,-2.6087,-3.8427,5
147,-3.1492,-1.1915,5
148,-1.1157,0.51829,5
149,-3.2022,-2.3545,5
150,-7.9979,-7.3253,5
151,-8.0477,-8.3256,5
152,-2.0623,-3.4264,5
153,2.8771,2.8984,5
154,2.337,5.7111,5
155,0.6775,4.9742,5
156,3.048,3.5487,5
157,6.8448,2.2996,5
158,6.1032,-0.011438,5
159,1.2753,-2.7227,5
160,-0.98826,-2.2829,5
161,2.4856,3.2349,5
162,6.6852,10.138,5
163,5.1769,11.919,5
164,-1.4608,6.4044,5
165,-6.7625,-1.5077,5
166,-6.6006,-5.279,5
167,-3.1687,-3.8062,5
168,-0.5685,-1.641,5
169,0.41742,-2.9276,5
170,1.1964,-7.1024,5
171,1.3413,-10.605,5
172,-0.90719,-10.752,5
173,-4.6057,-7.1562,5
174,-6.0634,-1.2161,5
175,-3.868,4.3312,5
176,-1.1955,6.6019,5
177,-1.3451,5.0403,5
178,-3.1292,2.2332,5
179,-3.0372,0.98828,5
180,-0.45189,1.1654,5
181,2.1882,0.79588,5
182,3.8356,-0.24263,5
183,6.2075,0.3096,5
184,9.9783,3.6766,5
185,12.456,7.9122,5
186,11.0,10.067,5
