,EEG.O1,EEG.O2,MarkerValueInt
0,-3.2494,-9.224,5
1,-7.7926,-14.337,5
2,-10.117,-12.237,5
3,-6.1377,-4.187,5
4,2.0362,3.5229,5
5,7.8289,5.3844,5
6,7.8059,2.2985,5
7,4.1327,-0.76551,5
8,0.38092,-1.2527,5
9,-1.4368,-0.36779,5
10,-0.19383,0.7467,5
11,3.765,2.4627,5
12,6.7124,4.218,5
13,4.1134,3.9538,5
14,-3.272,1.1014,5
15,-8.9816,-2.1138,5
16,-8.4693,-3.4399,5
17,-4.418,-3.041,5
18,-2.1562,-2.317,5
19,-2.2909,-1.7426,5
20,-1.201,-0.83221,5
21,2.4826,0.78118,5
22,5.64,3.0242,5
23,5.2468,5.3849,5
24,2.2688,6.7501,5
25,-0.2323,5.9865,5
26,-0.91495,3.0783,5
27,-0.56012,-0.89928,5
28,0.0842,-4.9096,5
29,1.0114,-8.142,5
30,1.7614,-9.2852,5
31,1.1832,-7.2819,5
32,-0.98109,-3.3636,5
33,-3.2109,-0.73274,5
34,-3.674,-1.0039,5
35,-2.098,-2.0133,5
36,0.36415,-0.51918,5
37,2.4422,3.586,5
38,3.1054,7.2204,5
39,1.5171,8.0372,5
40,-1.766,6.8622,5
41,-4.0115,5.7483,5
42,-2.8173,4.8552,5
43,0.45707,2.5637,5
44,2.0579,-1.4783,5
45,1.2027,-4.7815,5
46,1.2841,-4.5592,5
47,4.1859,-1.4653,5
48,6.4322,0.64415,5
49,4.0709,-0.68605,5
50,-0.85619,-3.369,5
51,-2.9256,-3.6087,5
52,-1.4871,-1.1122,5
53,-1.4163,0.5405,5
54,-5.0164,-1.1695,5
55,-7.9857,-4.5591,5
56,-6.0609,-6.4942,5
57,-1.7941,-6.2714,5
58,-0.60198,-4.9585,5
59,-2.3037,-2.4501,5
60,-1.4973,2.09,5
61,3.8432,7.2709,5
62,8.8454,9.8483,5
63,8.4164,8.8016,5
64,3.883,6.7252,5
65,0.45137,5.9905,5
66,0.47521,5.6328,5
67,2.1482,3.7811,5
68,3.3408,1.2852,5
69,3.483,0.27977,5
70,2.0718,0.11313,5
71,-1.5131,-2.168,5
72,-5.9779,-6.9769,5
73,-8.2915,-10.719,5
74,-7.0921,-10.506,5
75,-4.3603,-8.0747,5
76,-2.6713,-6.9195,5
77,-2.2014,-6.9388,5
78,-1.6584,-4.7019,5
79,-0.81284,1.0192,5
80,-0.25563,6.6588,5
81,0.65268,8.1769,5
82,3.3195,6.2865,5
83,7.0104,5.216,5
84,8.4748,6.7522,5
85,5.9319,7.9927,5
86,2.0804,5.9104,5
87,0.99745,1.9532,5
88,2.4872,-0.14238,5
89,2.1279,0.044466,5
90,-2.3021,-0.78487,5
91,-7.0471,-4.1862,5
92,-7.0971,-7.096,5
93,-2.8664,-6.0122,5
94,0.70529,-1.8714,5
95,0.82318,1.4222,5
96,-0.65975,1.9372,5
97,-1.4152,0.8118,5
98,-1.7554,-0.71258,5
99,-2.3376,-2.6429,5
100,-1.9833,-4.5838,5
101,-0.087936,-5.2844,5
102,1.2139,-4.6337,5
103,0.10699,-4.0646,5
104,-1.3601,-3.878,5
105,0.064323,-1.9913,5
106,3.6145,3.0884,5
107,5.3846,9.3662,5
108,4.2433,13.117,5
109,3.223,12.666,5
110,4.1686,9.0484,5
111,4.6025,4.1341,5
112,1.9872,-0.15329,5
113,-1.8688,-2.05,5
114,-3.6886,-1.804,5
115,-3.978,-2.43,5
116,-5.7071,-6.0198,5
117,-8.5611,-10.057,5
118,-8.5046,-10.356,5
119,-3.811,-7.0349,5
120,1.8942,-3.9976,5
121,4.3585,-2.6659,5
