-3.5527e-15,0
-17.97,17.778
-30.303,25.783
-33.318,22.834
-27.534,13.983
-17.566,3.0923
-8.255,-8.0676
-0.8394,-16.057
6.253,-17.229
13.513,-13.226
18.932,-9.8831
20.528,-9.2348
18.704,-7.1415
15.316,-1.103
11.428,4.231
6.899,3.7118
1.7188,0.61979
-3.2278,2.858
-7.0205,10.787
-9.8753,15.34
-12.801,10.669
-15.763,3.1434
-16.799,2.6844
-14.063,8.4517
-8.6841,9.928
-4.0724,2.1071
-1.7988,-7.4315
0.17019,-9.6881
3.8049,-6.6923
7.291,-6.9643
7.4295,-11.716
4.9678,-12.967
4.4993,-5.849
8.4527,3.9679
13.712,8.3097
15.463,6.9586
12.379,5.2722
6.4858,4.4003
-0.15896,0.099818
-6.2503,-8.422
-9.9153,-14.111
-9.6562,-9.9679
-6.9159,1.2643
-5.2301,9.3552
-5.8029,8.4805
-5.859,3.3771
-2.9328,1.9925
0.67587,4.9327
0.10277,6.0648
-5.4821,2.6585
-10.659,-0.25146
-9.369,2.2215
-1.6379,6.8171
6.7591,6.337
10.771,-0.41215
10.375,-7.6542
8.3714,-10.785
6.3795,-10.58
4.6861,-8.8274
4.0861,-4.7056
4.8872,2.024
4.7116,7.4418
0.64497,6.3886
-5.7707,-1.5462
-8.8484,-10.465
-5.7814,-12.783
-0.83445,-5.7099
-0.11423,6.239
-3.8994,15.58
-6.9469,18.702
-5.4865,16.776
-0.97656,10.412
3.0033,-1.6525
4.6656,-15.985
3.9175,-22.233
0.92027,-13.995
-3.1757,0.81036
-5.3974,7.6216
-3.347,2.663
1.4581,-4.1212
4.5743,-3.7521
3.7058,1.6029
1.3164,5.3862
1.1004,6.5162
3.195,7.7834
4.6727,9.1773
3.9491,8.2797
2.3187,4.8592
1.0027,0.40283
-0.82804,-5.2996
-3.9148,-12.612
-6.7119,-17.964
-7.0686,-16.045
-5.0355,-6.983
-2.3853,2.2915
-0.13101,5.4953
1.7697,3.2866
2.7521,0.48292
1.7829,-0.46119
-0.38057,-0.26749
-0.81951,1.3691
2.2873,6.4829
6.6816,14.069
7.7844,18.101
3.8728,13.631
-1.4696,3.5068
-3.2235,-4.38
-1.0827,-6.4435
-0.16311,-6.6355
-4.5217,-9.5105
-11.145,-13.479
-12.565,-13.444
-5.6773,-8.0304
4.1205,-1.1825
8.8543,2.724
6.6628,2.8588
2.8265,1.3436
2.7905,1.0351
6.2267,3.9038
8.4202,9.1332
5.9076,12.175
-0.3093,8.2016
-6.233,-1.7892
-8.3691,-10.045
-6.1243,-9.5133
-1.8972,-1.5697
0.88171,5.6643
0.44836,6.3665
