valorAbsMedio,Varianza,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,FHist2,Decil 1,AH0,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9,Etiqueta
0.37716406972790484,4.9000688770750265e-05,0.04400663857074706,0.659931205731607,0.10356626702977034,0.2383132809871608,0.8601665790096975,0.1912518333394364,0.440768567473178,0.38626539334028787,0.24773642413971156,0.22018890183666473,0.5204953865230569,0.5271477558246748,0.3585623275179732,0.1900484621863745,0.40018034426069704,1
0.37594456311229063,5.575025201124395e-05,0.041642251760489885,0.5950818707107297,0.11653422372470118,0.18440551465644267,0.8409375216974029,0.07292174279034792,0.12832469399748506,0.10683267502015857,0.1588384581620712,0.0753230660175721,0.1274626313743141,0.251832386200491,0.29751181392881865,0.3225475521025106,0.11124162444058802,3
0.3813098608370842,0.0002656142389599326,0.043497933777118095,0.22258295500230252,0.03910126323040697,0.11890897424852678,0.854815338302803,0.05163243376431951,0.11663580660218935,0.25702993319515616,0.28068977553185553,0.16506811247622777,0.20808282991556162,0.4408405078117398,0.17024123622652132,0.28710438457061843,0.08493399063418473,4
0.359382806049827,0.0001552245610573601,0.027318109776225705,0.24566128823299024,0.060827755694776775,0.3729928483414258,0.0,0.05105184177529158,0.03263465662944722,0.024049692868874185,0.014022353579402092,0.006253420775156333,0.005176139385558507,0.0198917115140446,0.029979073455132246,0.04517984112212764,0.12892889832894291,5
0.38419787634478464,0.00015617853389635994,0.05303673527101191,0.40773864829794976,0.03910126323040697,0.34493723346768224,0.8403387139623781,0.011185048679712227,0.07026085060544057,0.21726471221163615,0.15708049425602386,0.14210249806658698,0.10490772966239766,0.12399406639954942,0.13829651942424062,0.09329240782702708,0.09704629243572654,3
0.3795202885929134,0.00023635082144826165,0.05367573730092859,0.3745216405043452,0.08389478418779844,0.8563064686233491,0.8273594882050856,0.1588515930382246,0.06927501732059148,0.12663343574709285,0.034361474498287324,0.04018498034936188,0.09325009086276395,0.32569994403730407,0.46038752935927635,0.3450770636107928,0.21761520790721323,4
0.3662618804699713,0.009896079745903232,0.19872473469404286,0.09687973767789938,0.16306623524933384,0.04434116652220758,0.8452107729807823,0.05088683742336032,0.2515190220907287,0.2077805459845862,0.41516488989549305,0.33495307230032145,0.12832681364152784,0.39262739424342347,0.3287412080657674,0.09436725808998332,0.04020972127327236,2
0.3726738131129599,0.0003307311150035405,0.051594873274061565,0.22876430892175018,0.035224478318389485,0.195451655170795,0.8449512185560861,0.03573414814726631,0.09525462274340561,0.17655475180556243,0.10958296223265176,0.06108713925487904,0.08353988220174507,0.1535081290742356,0.054832134917326684,0.04203272394534677,0.04321080559574098,1
0.3746831503486847,6.122949028397536e-05,0.051977859314457156,0.7084989247100144,0.15580775991401508,0.23472024525125718,0.8656176717275859,0.2974603232062466,0.3300671701822169,0.3110222323692769,0.2493477832975211,0.5175046689048001,0.4322017092149537,0.42446119852276737,0.21550559363209093,0.32518381978233574,0.8195804513746966,4
0.37565902370614523,2.5557076753058342e-05,0.035827820819351236,0.7672276636406995,0.017374770766037106,0.279472032859526,0.8719875077959562,0.18334026764352335,0.5828016294751255,0.8160033657136798,0.6230411457327795,0.35907022694990737,0.275983439868953,0.46842906726909284,0.3060834997696546,0.36324932495399875,0.13770363258086618,3
0.38258492409942946,0.0002932314281678541,0.037528205474253604,0.20118429893325598,0.07596453122550889,0.188471130959953,0.8662964054283417,0.2888621255211864,0.23637573834349895,0.2528341452791201,0.42750884279485885,0.4741019775154296,0.269717526731853,0.35289225279236935,0.4425786649906176,0.44104835496583006,0.26775747131957783,3
0.3818202382276086,0.0001883197452101134,0.05503237287830591,0.368734631828396,0.06806991984956673,0.25530457411299756,0.8720275094042451,0.38289616488362627,0.6270933357629808,0.9574194922965968,0.8856543281785594,0.3949671604041102,0.2672263695230361,0.502545604702783,0.32229507629082005,0.35329873964008673,0.2973380869144398,2
0.38621375059101215,0.0004068987066613104,0.052631010415522164,0.27026954963056526,0.052984784199791246,0.15208671977183,0.8765599344650186,0.09288249695632954,0.17314093885819154,0.41631238015731714,0.7826080634871172,0.5069367956093084,0.36351112990143997,0.36244291807157625,0.2764195544327852,0.9535284516896964,0.5175882064226507,5
0.38068277750411017,3.251369784224697e-05,0.033808082558643135,0.6315152585575564,0.09048148189614641,0.3484441685340136,0.7864261419157881,0.04139485600736318,0.03393651495033814,0.04177627143390447,0.0378264914801192,0.01946438589040682,0.048567221772390055,0.14421013129840576,0.20432857858304299,0.3736093994598745,0.0234646351573388,2
0.3769736431921835,3.70285165125367e-05,0.03498192080541915,0.6568376217136008,0.08322300656082765,0.3434172715196865,0.8549149622992109,0.06286691569572242,0.060782036007567396,0.3236318430082725,0.31606575031562173,0.11894422460700804,0.36341352371108987,0.2911006195012136,0.11587662265355453,0.21713427350040498,0.18352830325496436,2
0.377970468890668,0.0004553505529496623,0.04572449914068684,0.14941275397249207,0.04634342738519687,0.10168075229388226,0.8504820858529731,0.0422123245255757,0.14462120962887676,0.1246377092633045,0.16558595041659036,0.09989621865888955,0.12646250684196175,0.19743372973589485,0.2025907090370262,0.21025252482727372,0.10977296532930833,3
0.36503541136012974,0.000671453838164877,0.10925262886057145,0.49319028482068933,0.06680618650712011,0.22342650149583362,0.8593082941008214,0.06662814066603523,0.3356511588023666,0.1729500525803973,0.3727039883832816,0.2648423229566526,0.09613371721327585,0.36348624504173777,0.1453170875411704,0.12253545002044695,0.1598718639579192,2
