valorAbsMedio,Varianza,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,FHist2,FHist3,FHist6,FHist8,Decil 1,AH0,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9,Etiqueta
0.1765897752318537,0.0009951044550299193,0.09970988607885017,0.12765231448505798,0.16494054957529344,0.08877028084781341,0.2457516075230724,0.08787018260499194,0.0019105410079401112,0.8614045759565965,0.04312232100907228,0.25755881764638616,0.4513775091066417,0.21159133343021272,0.22270543182037594,0.23145784143797168,0.3147760595323638,0.2107762814209835,0.07920384326510155,0.059001356362326035,2
0.1411762876090803,0.00048421461721760543,0.16930139469917221,0.42696783395505344,0.086045689273438,0.3759154707935199,0.43120942293657255,0.3495694804597666,0.058456131921832556,0.785786724222084,0.36609463836090095,0.4736804773756333,0.21437068242989243,0.44003845791355906,0.3325484672833157,0.1301658230790578,0.25819341131236806,0.24434352755729996,0.21222202132812787,0.07266483211635523,4
0.17653094256631352,7.211895572803575e-05,0.06717075758426011,0.6499665996750469,0.1730815460661728,0.35459011203997737,0.8162879185461057,0.44477985110396984,0.6255127423410174,0.8631416033864028,0.19655321602873738,0.18913235880169765,0.36131184940612704,0.47112093842797065,0.4103925475641313,0.21217617419715235,0.36521630311277586,0.23908461432234293,0.32400807225871725,0.22768771254321926,3
0.1642124347224243,0.00024928282289851975,0.050888905492410985,0.2862407370679004,0.09453968290213324,0.3478273987285031,0.434962144307391,0.19084207362922123,0.07328975552077349,0.866117083636536,0.2633484958643525,0.468274824027843,0.3169789217696918,0.1650788726280823,0.3065537032059193,0.3234734794209951,0.18932794901047745,0.2815865683245833,0.6331330809681514,0.12530569086184684,2
0.18323470833158684,0.0018600427988554411,0.12623241852963135,0.09432389497414131,0.34245398525446824,0.06835553054935722,0.12921067059156882,0.08714966818125766,0.003915501471621307,0.8749826849865316,0.2757596370231034,0.30557014509941527,0.31210465396163134,0.4764023490004016,0.3132004128933241,0.14625092250669347,0.3050876505501934,0.24009731018924726,0.14599813303737486,0.03193957442193106,3
0.17431674563180533,0.0003955803073564392,0.09541574439573042,0.3110536184466124,0.16160201428412355,0.25930895589269376,0.2807117307064582,0.21129892615392462,0.015581266499757863,0.8792756311856342,0.05313175909307233,0.26977821679551245,0.27151299493720166,0.3040173241560002,0.18472638064549324,0.1766256823681336,0.4545929419789091,0.10097854706140229,0.179176148431343,0.1857464230069675,5
0.14168551250618222,0.0010212900375917316,0.10114095479324278,0.15449117769846038,0.11563126188663383,0.3006812880603219,0.13500114595395582,0.0939733415554337,0.02394274014870344,0.860945318288648,0.0755071314695352,0.2702270407876754,0.3375378302633153,0.18934371873872402,0.1268105695142338,0.18015415875707907,0.28553425450965747,0.08069102544743166,0.08570707296695655,0.017467770153400893,5
0.16607082672348206,0.0010767760665615271,0.12596549629456047,0.1990518083540894,0.19271701185718274,0.16996601456024096,0.26315652147228935,0.12915670418534222,0.09707450573157307,0.7038596864304392,0.041079100731452434,0.11721390022068782,0.198854114214138,0.08698743903973957,0.0694213054035616,0.17141708379555778,0.21012253665751288,0.11884047373344837,0.08179197876801952,0.0742820147645465,4
0.17418027692842664,0.0007613625319747167,0.10777264586898902,0.2051604332586631,0.1730815460661728,0.3287386721449198,0.35289105110642555,0.09357593195268923,0.0032572309654563232,0.8708889852227664,0.19711542644760413,0.2973946773854616,0.3230478760998116,0.4967642057240158,0.3797331155974562,0.17576195581698997,0.306239011946938,0.2434853554047955,0.2307094772878644,0.18844960361917096,1
0.2165134352559397,0.017467790344027984,0.09845523211121915,0.00326604371367813,0.1534460802751629,0.005042465922829316,0.004230430834045227,0.0,0.0014849834575330742,0.8471275788545594,0.14084875982735282,0.42812183718930474,0.6019446580832054,0.2686808921131635,0.22317372775908478,0.48431053795912826,0.5661016026560662,0.21348920901294302,0.2700746387117192,0.1709179265627596,2
