valorAbsMedio_EEG.O1,valorAbsPromWI_EEG.O1,valorAbsPromWII_EEG.O1,LogDet_EEG.O1,valorAbsMediana_EEG.O1,Varianza_EEG.O1,valorMediaDiferenciaAbs_EEG.O1,frecMedia_EEG.O1,Frecuencia_en_PSDMAX_EEG.O1,VarianzaFrecCentral_EEG.O1,PSD_max_EEG.O1,valorAbsMedio_EEG.O2,valorAbsPromWI_EEG.O2,valorAbsPromWII_EEG.O2,LogDet_EEG.O2,valorAbsMediana_EEG.O2,Varianza_EEG.O2,valorMediaDiferenciaAbs_EEG.O2,frecMedia_EEG.O2,Frecuencia_en_PSDMAX_EEG.O2,VarianzaFrecCentral_EEG.O2,PSD_max_EEG.O2,FHist1_EEG.O1,FHist2_EEG.O1,FHist3_EEG.O1,FHist4_EEG.O1,FHist5_EEG.O1,FHist6_EEG.O1,FHist7_EEG.O1,FHist8_EEG.O1,FHist9_EEG.O1,FHist10_EEG.O1,FHist1_EEG.O2,FHist2_EEG.O2,FHist3_EEG.O2,FHist4_EEG.O2,FHist5_EEG.O2,FHist6_EEG.O2,FHist7_EEG.O2,FHist8_EEG.O2,FHist9_EEG.O2,FHist10_EEG.O2,Etiqueta,Muestra
4168.026784313143,3126.0619791470435,3122.841349318542,4168.001995937453,4167.325340340415,206.85865022056535,5.286435771505668,4.6331582276333,10.595078299776286,19379.157897646797,4.366112489738217,4174.959152506921,3129.882476396326,3125.3961984110842,4174.897203552702,4172.422925468706,518.1868732257713,5.979761902195284,2.7722202116779995,16.03579418344519,51240.052961898546,11.572207935735799,0.8441370218697671,0.02657176563396915,0.035509734029512206,0.027393969797743264,0.027502425325264715,0.012198002211103814,0.010218993710607199,0.0075709158840507685,0.004830599498715584,0.004066572039266781,0.8983407104063342,0.023088643921486348,0.037296504180463076,0.014562908142697034,0.009889863715282691,0.008211816159054688,0.003716364995202236,0.0017926348557973245,0.0017234829188824477,0.0013770707047999731,3,0
4166.858908088424,3123.0096563419747,3125.2629802861647,4166.85064298426,4166.410790328593,68.89711447120004,8.08634197870904,24.93529955909556,15.394209354120267,1727.7146954695731,4.537302372532086,4164.473232233587,3121.152617368398,3123.309289034875,4164.461158164697,4164.400494552956,100.57404778207936,8.073297281918997,17.775267017812737,9.692650334075724,4756.643486473587,5.9381442041737085,0.12011416431589453,0.09344730573710787,0.12908678869604528,0.17279749635170719,0.15872470110911377,0.20028683619354976,0.08533876898790123,0.01836975120946393,0.012014421951315227,0.009819765447901245,0.33897402558059414,0.12312713509698982,0.10602317038356043,0.10488580851612886,0.10340463719037565,0.14327174727618258,0.0551974082913144,0.009274716786187572,0.009485074496031606,0.006356276382635168,3,10
4166.596203177628,3128.726144182894,3126.0001499743184,4166.579265081878,4167.278758452098,141.2132375317024,4.4840034594572495,5.013486179873788,10.784922394678492,13020.008983409718,5.244213614372109,4164.821054650491,3128.3692228256255,3125.638108682548,4164.781152434651,4163.565215346504,332.82038779059263,5.150060337283061,3.0311096790384466,11.068736141906873,33047.90002566075,7.039741090132794,0.8347340747004159,0.04772263201633689,0.027040787374161157,0.022211566330453267,0.021355147692449505,0.01646325595278619,0.014025355974084495,0.006380767642537947,0.004827898302417152,0.005238514014358268,0.9075250368650128,0.03296724013950997,0.011168062070885134,0.012003724950601303,0.01237264475377157,0.009004615247933747,0.006196851845200757,0.0032305961122023295,0.002600218074534899,0.002931009940346311,3,100
4164.674088336775,3123.068982144111,3123.286142750949,4164.662940196446,4166.253561680218,92.81372660720743,6.229850051744569,13.060522440225967,16.932735426008968,5643.73844742864,14.659907276696476,4164.794164841152,3123.3363045877286,3123.961193506261,4164.776851772828,4164.713838105945,144.23649905241962,6.966534397661145,11.50218607714762,10.331838565022421,9138.61729386359,9.973041479973997,0.48449591829048566,0.12549248672199126,0.13466331609224494,0.057156215773737036,0.07016369036836648,0.06752026000863062,0.031395675157787815,0.01169965975948771,0.010161425879825428,0.007251351947443446,0.5337297979910254,0.12788565669220442,0.12476154506374977,0.07212812835028323,0.05188506120348727,0.04616596190164424,0.021331463625528516,0.009271045000541695,0.006536830955557481,0.006304509215978475,3,101
4166.222548984367,3125.9470720327063,3125.783429953923,4166.184812031728,4166.7481695609395,314.72522456141644,6.40213176637332,4.48663700820186,8.609865470852018,29447.711115838647,3.343644076805097,4172.2794055592385,3129.292528578648,3129.5369743270835,4172.254998554589,4172.814414378951,203.585501113442,6.4884477015860185,6.818825800286815,8.609865470852018,17052.81986362657,2.9917359958762293,0.8676810007589755,0.023173852134813468,0.017051737499325415,0.024329939078028773,0.020918974236676033,0.028397546223093775,0.008084148604943373,0.0037502556421088458,0.002947370093054303,0.003665175728980599,0.7718427925657259,0.05731280641117473,0.032267780874069736,0.0302875452640257,0.03967895652637447,0.04388919901922247,0.013073450600294677,0.005045729293357685,0.0023178351200755522,0.004283904325679994,3,102
4169.867662052568,3131.9920591402843,3126.9335979843686,4169.851227343369,4170.024751135506,136.97896808887052,5.584020311074233,7.157641344982856,11.714285714285714,11567.3027431136,6.48518102694279,4169.719288930956,3132.3547035281476,3127.3130238100243,4169.701520986798,4170.606764195855,148.04102441570325,5.797781779839847,7.326159559956383,11.428571428571427,12180.131098378204,8.133676394008079,0.7667026155112998,0.05901028882261005,0.022662933435690924,0.034110494354566624,0.0393461337395031,0.0394075938055222,0.02029791928585152,0.007921930648098072,0.0047162117790284066,0.005823878617829306,0.7299805066837409,0.0836490764211748,0.046538834658773946,0.03187738479735574,0.04240078435220768,0.03189524119592004,0.016089279278678894,0.0073036324409987575,0.006070933576160819,0.004194326594988274,3,103
4163.882609383907,3121.2333595983087,3123.042938974801,4163.860593161235,4164.883430836291,183.23549547496683,8.685077778283597,12.428653063768408,10.547884187082404,12180.221873447912,5.382366905293711,4169.2206097838125,3126.7740609675684,3128.6795691134203,4169.176997669073,4171.858657230006,362.9832900381874,9.369437417097187,7.528396884254525,11.11804008908686,30254.84621813743,8.99922545777963,0.6099885537665274,0.04292845950448307,0.02650426065498931,0.0593080684195497,0.10260575899510295,0.11756712970069705,0.023730682615185357,0.007151309727030402,0.0056946498467745545,0.004521126769660674,0.7594015777508842,0.037356282531758246,0.017164471593315564,0.0365496967700266,0.05855871758445923,0.06754821689212202,0.014461265816722108,0.0045226282329558385,0.0022143251776796788,0.0022228176500774617,3,104
4167.07843368755,3126.0975543937216,3126.2398315119103,4167.060124808158,4167.8594134890745,152.55585382236288,7.178965200361393,10.2232966025695,12.515555555555556,11190.411174741772,3.005158605753713,4165.938068135581,3124.3666116486243,3124.300879618419,4165.920612102358,4167.034699753001,145.44258001681717,7.617380178914343,11.757937900812701,10.24,9689.957393321383,3.449298069025763,0.6358942612950036,0.055385550984780305,0.04918642977943142,0.09891905983963593,0.04665001226706385,0.06910887186746062,0.026711180350524572,0.007765904210439918,0.00425457658795224,0.006124152817707377,0.5649102925033497,0.08294033316339122,0.04940226870650215,0.1217298581545122,0.04679569349272326,0.10074341901342582,0.015279886871906416,0.00765285689261003,0.0058280861831874085,0.004717305018392045,3,105
4166.415702873547,3122.055608174319,3124.153610088452,4166.399743832315,4166.958677064639,132.97372694178432,6.1739130908063276,8.94747176649846,12.258351893095767,10229.033827747811,4.461052368880197,4171.484001680521,3125.571335726849,3128.049207984641,4171.463720620324,4169.9949129482775,169.27813592930409,7.299516876374448,9.593864116087977,11.403118040089087,12684.325088161318,8.863772602650789,0.6682878032022632,0.07216807581693095,0.0708047313084611,0.05327328918311432,0.05966274593520194,0.02770723774692596,0.02631299858492174,0.010474391718491126,0.004045928183317869,0.007262798320372023,0.6551670124738663,0.07342790376130191,0.03934493410596509,0.07697053828798914,0.0710313968305809,0.034990833123489704,0.03026112071102318,0.008333226756218046,0.004911797116197017,0.005561236833367729,3,106
4105.774173628989,3091.419678128573,3090.545853261303,4104.178305231334,4165.214895840655,12798.565171654236,6.982704894526262,0.7740798282341241,9.122494432071269,1372674.5180696633,25.685288651907978,4108.1740909145665,3094.821310573339,3093.4454559490705,4106.307371991258,4170.92349415128,14943.574929409275,7.563648531662042,0.7572277464096193,9.407572383073497,1603768.2813347029,31.655989098991256,0.9879409710163021,0.006292832970153555,0.00212647812348091,0.0012366914283813363,0.0007700258906310648,0.0007838175075437616,0.0002993044675949,0.00022671530915136285,0.0001927065984248344,0.0001304566883353405,0.9887904083018475,0.005849872582805466,0.001817890958899885,0.0010049589324923943,0.001263545039802014,0.0006739754766384572,0.00018729479374394916,0.00010277249359400115,0.00017567548325844558,0.00013360593691747738,3,107
