valorAbsMedio,LogDet,Varianza,frecMedia,Frecuencia_en_PSDMAX,FHist1,FHist2,FHist3,FHist5,FHist6,Etiqueta,Decil 1,Decil 5,AH0,AH4,AH5,AH6,AH9
0.08646771776442416,0.0,0.003229923585928396,0.42312272870467427,0.1695936639118456,0.3373171108926201,0.23634391040352332,0.7360760251656617,0.2408346980388552,0.13870434999632533,0.25,0.974286268063143,0.19803050387926505,0.06568472051660405,0.07244309752360771,0.0016758065747122118,0.0020160756535363695,0.02196837015264448
0.18349732685093015,0.5113960992983646,0.014584183566880477,0.3767086391829432,0.1775923650923651,0.07384047369058383,0.788672873286889,0.2700613088152676,0.14001639186225054,0.0007673252541490335,0.5,0.979927068963374,0.20147627170362514,0.10012261960465564,0.5508278328288,0.42002348891345126,0.20940708244285544,0.025023255980101952
0.08409315502477663,0.31764213649526235,0.003916060243862903,0.6007913096369543,0.0720489649861848,0.2041261695636653,0.40908936591853684,0.2574929261438186,0.47110377217283794,0.0031946397332593577,0.75,0.9819418032949058,0.20285019683956199,0.028140076459786455,0.25734094975437644,0.01806124967594534,0.0054321373202582904,0.03019018878030779
0.1439503743032593,0.35836359734106654,0.03477111684220836,0.44008659114924364,0.12811942959001787,0.25079305611070035,0.49116646444681133,0.3181970611304197,0.1334829891792361,0.002779375737099838,1.0,0.9338312010859641,0.16748870736184962,0.10706492964719781,0.268073680452403,0.29088513331232696,0.14338178420431769,0.1267367997959151
0.07966326875566912,0.296779134400154,0.0031998196625846976,0.4904748486461513,0.14933528106173843,0.13053677977312877,0.46320322335887054,0.6369266189349354,0.2390509195976171,0.004025871521927722,0.25,0.9851208709283134,0.17849021304693635,0.14147617401362111,0.4835672078106731,0.0814103957578063,0.012774862069829104,0.0733124418280312
0.1766120858899858,0.4968197277023374,0.011707597798636655,0.4645793105380237,0.023228903025742764,0.16605675479012827,0.4579878065910532,0.5519784054854668,0.1069003500523904,0.0332616214769121,0.0,0.9555697415512737,0.19151764052643952,0.02432996518961193,0.36332057935754586,0.04743779154837454,0.007926380218053985,0.02621836946260533
0.16070231383990966,0.48568062303274157,0.008942695968877102,0.42896037018693856,0.07510203616298428,0.0692529811832959,0.7591212379016042,0.2675828350431073,0.20745384599044678,0.04782405947372475,0.5,0.9907893356874461,0.21793466027042302,0.22358838142247864,0.5163626993519451,0.34186564345829595,0.336046474095957,0.11611104119685652
0.07626042030280569,0.0,0.003139658229736003,0.6318263532675742,0.2523837024958101,0.3556259997688495,0.0685350663767717,0.49207967634664485,0.4069152219819631,0.03502057081556971,0.5,0.9585143667348751,0.22401992906772578,0.1282136305949849,0.5268457330650854,0.350908224684255,0.2783468690702088,0.10726651862521851
0.07257553640698139,0.31290592264150957,0.002249754883980424,0.6639969446687267,0.1387751387751388,0.09736340897383569,0.29842075869103646,0.7684472641452044,0.2670103672046376,0.006887488951985627,0.5,0.9654429377757523,0.20894907182768158,0.012353583682494965,0.11695776260175525,0.25358682068411376,0.45761565471247695,0.12185065704745163
0.09264344655633816,0.33295294944990633,0.0058067358787879855,0.42550507867691223,0.01963143741667228,0.37558222717414524,0.31277847950852944,0.20409143410615901,0.12405349968331436,0.14311532701311172,1.0,0.944099220106793,0.1754148137402518,0.008271882483763666,0.10487633752268122,0.2866783711637419,0.304873215377559,0.020669097736281533
