valorAbsMedio,Varianza,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,FHist2,FHist3,FHist6,FHist8,Decil 1,AH0,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9,Etiqueta
0.35452662717563665,0.0018411080150564877,0.06180567237324311,0.062295226469350554,0.08825074687236883,0.04022950394987608,0.04395367666044124,0.05384821906570808,0.006888157094314668,0.9383745018438976,0.05859505055565701,0.2628224137771778,0.2055821026464518,0.25485234278194113,0.25759422402483245,0.14313005275915194,0.4138660317937864,0.1722710585868098,0.14079901916478013,0.15730078807802153,3
0.38525555312679316,0.0003375268028448213,0.05071038482075177,0.3271679226767499,0.18560119536135017,0.2935601647048707,0.38430119349294534,0.16799743712326892,0.00984783653767862,0.9385918524636345,0.342525617466408,0.4348843046681282,0.36738413118890995,0.13731028887793562,0.4901313198918892,0.5276488255192241,0.5506507935272555,0.2736496454514424,0.1857982655561294,0.6122527461542742,1
0.36172547226081786,0.00037444945620354034,0.03643773751207054,0.20329670796504223,0.1962225403636872,0.1341152056258885,0.1832865696442808,0.1797843490048365,0.005700371106728215,0.9352501918755856,0.14846181115933746,0.4282791643733368,0.42636858793614024,0.36495324989440175,0.3271802328987894,0.27328649649606124,0.26265781247611864,0.306242478085635,0.27723683531680915,0.283910001086495,4
0.3805928316064193,0.0001476972736737406,0.03915353661356413,0.4222438905171251,0.04595545804874507,0.22049131178525513,0.40352506476215544,0.2879830955169532,0.2728962387754782,0.8924813021818245,0.02685344925430565,0.07048144144279951,0.06738261438052988,0.047649912806383435,0.04000152803573433,0.05104244813864741,0.11785363306878334,0.1163509272771168,0.06336745528390861,0.058588202424621344,1
0.3839947425283281,0.00044381977944718505,0.05951227197288593,0.32515207837794824,0.08198300610778197,0.39692045704831563,0.3233556356382118,0.1502967254586186,0.05803502672622365,0.9477057012016381,0.33273493447865105,0.3041946664153899,0.23794385812369104,0.6503139431035188,0.7067296750399223,0.421953223158802,0.5261905564708512,0.22597436791235256,0.25598760282641814,0.6843750374091272,5
0.37292381280740194,0.0001892208678936144,0.04007106354446288,0.35980064694974784,0.2692859629358169,0.32015813338901683,0.33065705864976735,0.2016297130922082,0.06252444021092647,0.9234673114454095,0.035695461421551694,0.31275217710819886,0.22366868249275798,0.2865464463070585,0.26502535318644155,0.1859243491334701,0.23185422308110806,0.1288560757195497,0.17353118719744381,0.15505386426322823,4
0.3799485888915184,0.00029903228280886885,0.05960222392006177,0.46208127582262337,0.09089420242384533,0.6564491628399286,0.41586821394482953,0.25074152283342016,0.167485722380214,0.9469240649225732,0.15807184111611472,0.3545130136586321,0.27730333085377873,0.5882888186031713,0.46199935499352474,0.3191262087918899,0.2675914228425589,0.2746203852958863,0.6102240970618436,0.5431973110055892,4
0.38343784665430025,0.0009300208106360008,0.08253991730926516,0.28097276723495596,0.09000909034031729,0.26320216684583153,0.26393559071941464,0.1720702928590458,0.06427403021639493,0.9417380643768434,0.38868847514110977,0.41438120610861623,0.4167421458368911,0.27257634245859286,0.5706114681348133,0.5639121954856665,0.6143908156935906,0.29748050788254804,0.19160021872384514,0.6367509385911885,5
0.37145145329448415,0.00029017790412238793,0.031487667558371915,0.21590263959464523,0.036902365328632336,0.28486300995656605,0.14821159922468782,0.1552293000236466,0.045202303741651656,0.9053919256091305,0.02716902006686816,0.07626430914574055,0.1610675336835887,0.11475471871479202,0.07256980375922135,0.08029648070701156,0.14445311588318227,0.09997726662738327,0.0592415717802909,0.05885137270532366,3
0.3712619872596834,0.000666970987494928,0.049436562135380474,0.15747299574916296,0.1984762794838218,0.0676324404479958,0.13928962066948794,0.10821754791217963,0.03422300180268252,0.921970071717717,0.052598670013688814,0.14906722167394482,0.13117696653165897,0.28037635304771374,0.1934262175306908,0.11210611231299383,0.5173192762705855,0.2870185428483004,0.3166251903793719,0.29908084486347025,5
