Max,Min
4638.797722682833,3886.8348251771313
3440.275287426726,2917.717314980942
3443.060436276987,2913.2431841980333
4600.450638915428,3882.079881205623
4576.794922,3926.8588865
329564.78027219465,10.793912762041211
63.56807533847248,1.397268108149245
22.13255035250992,0.5505378152570111
35.28648648648649,8.205128205128206
32183277.024366587,468.0572771855309
5419.36170914394,0.6260413518288337
0.9928234215809576,0.221621004301665
0.5486259780446602,0.0036397558252228
0.2067189744082063,0.0013269093853102
0.1242798245905976,0.0006715997865806
0.1752339795507163,0.0004637082375092
0.1442241097745929,0.0003186628424047
0.0762154290378081,0.0002526807822266
0.0596456551875833,1.915413177326099e-05
0.0676223215388767,4.713320932034002e-06
0.0502125116121629,2.942458351539697e-07
4195.128174,3604.2948
4217.94873,3653.718018
4255.576904,3742.6281735
4271.294707607623,3828.718018
4319.8718260000005,3926.8588865
4516.794922,3997.94873
4749.102539,4046.538452
5040.256348,4099.358886999999
5785.0,4118.205078
0.0490019957656813,5.2677095279118814e-05
0.040286272015529,0.0
0.0515031956425495,0.0
0.081659686417091,0.0
0.1629983477292583,0.0
0.1607056702900393,0.0
0.0776326429413497,0.0
0.0614620664670229,0.0
0.0414898472270975,0.0
0.0274195617178316,8.090511800781359e-05
