valorAbsMedio,valorAbsPromWI,valorAbsPromWII,LogDet,valorAbsMediana,Varianza,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,VarianzaFrecCentral,PSD_max,FHist1,FHist2,FHist3,FHist4,FHist5,FHist6,FHist7,FHist8,FHist9,FHist10,Etiqueta
4162.356451885908,3127.118399486577,3124.501488337783,4162.316995211491,4156.666504,328.8855056763226,3.8232071968680184,2.104076311357413,10.308724832214764,33187.51767522946,9.950192460952321,0.9136667250119285,0.03686226578686087,0.02043341066039951,0.010476562908863214,0.007738670519796777,0.007297266870493074,0.003178693826977817,0.0002186924070807788,6.982374818188327e-05,5.7888259418248634e-05,1
4163.012280527559,3119.1691488298065,3121.662563826077,4163.003665951458,4162.469041876404,71.71488521897363,4.171868365761969,9.257115918034454,10.642696629213484,5124.203535281468,7.547247954979468,0.5975416977097684,0.14060267242357136,0.08474575642136188,0.05581522463340745,0.052759979882009644,0.039790149431935457,0.017157237766480333,0.005485447934746312,0.0032629719878545125,0.0028388618088644626,1
4175.027833032246,3126.0828632301977,3128.759799538588,4174.98487196367,4175.6411130000015,359.1210704706632,4.121031064310105,3.1520024554743657,10.355056179775282,34258.06517576931,17.552136965438038,0.8542333573748152,0.08501156315086048,0.02259482961754053,0.014938975281363285,0.008525421228114947,0.007084310311173614,0.0034576235676006374,0.0015669206418253915,0.0016794535517483796,0.0009075452749600309,1
4164.101325425072,3125.8349894882826,3123.8372814882423,4164.092225929766,4163.0771479999985,75.80771999176893,3.8688123243583394,8.647333810819553,9.534988713318283,5284.695508234946,19.934910678175797,0.5523259259305996,0.2547679508908478,0.052535630525592354,0.04699915899767841,0.04681259141597501,0.027245813267996532,0.01376503428562031,0.00330375117978027,0.0016531725118166195,0.0005909709940938859,1
4173.777325585183,3131.241272397559,3128.8781727264304,4173.763896680236,4174.3588869999985,112.08802686172841,3.8243967669593464,5.543135316857183,9.82392776523702,9490.096193188203,10.715350463744372,0.7107880027527842,0.1459091810413501,0.06404514796965742,0.02385446714574957,0.01594172376847889,0.027070607935753246,0.009946164958163172,0.0016660308675524162,0.0005428875167405098,0.00023578604377050549,1
4163.430112931561,3123.9990330715036,3121.634999924977,4163.4139743770875,4163.461426,134.36954584334535,5.135806084290889,9.391700053962893,10.112866817155755,8968.006695071379,43.535624674381204,0.4286096860246659,0.39468014682385116,0.055857178385430827,0.04046045290919395,0.029886403290658375,0.026721727279732238,0.010328068637112288,0.005536299421913895,0.004521203961830618,0.0033988332656107664,1
4160.569873217978,3122.9046210583124,3117.674582780138,4160.537826096663,4158.461426,267.0929010576248,4.157051363611951,3.3585856230484463,10.09009009009009,25172.952198799278,36.17541794167201,0.823974292724088,0.10837593703388182,0.023481890937978606,0.01862292937629944,0.009638795363400414,0.011003553190141542,0.0025577401595592007,0.0012510700628974776,0.0008909965662983614,0.00020279458545571007,1
4171.635159015805,3130.797499904994,3128.6315802774325,4171.628533433251,4172.307617,55.271781907969874,4.033077292774605,11.128135602044944,9.736017897091722,3356.990312027745,5.774964628348508,0.45053957148571894,0.23856563429888647,0.1008641073783934,0.085751005344496,0.06503188783494133,0.04022679009451533,0.011570893666365257,0.0025847363206372574,0.002675983642020433,0.0021893899340258774,1
4162.875902563344,3121.0637754004524,3120.832349258789,4162.864839479753,4161.9228520000015,92.12412815567986,3.6497841380090867,6.817189453812499,9.556561085972852,7072.175976925044,8.278023502765127,0.6101710565907952,0.2162409054031753,0.07653708449281325,0.040606908509157706,0.031578244068084904,0.018000277099102523,0.006006158794339961,0.0004110868295025849,0.0002513020478523678,0.00019697616517576168,1
4164.469450519758,3122.8086795343365,3122.8017255784507,4164.458492553004,4165.961426,91.24992410821008,4.4521837743771195,9.029836871450353,10.331838565022421,6301.307718892834,34.169837698255144,0.49643883369765157,0.29795967799508033,0.06991749378898966,0.046938272031039514,0.03373433403654351,0.037782084923402355,0.010013320895768467,0.003087729225567705,0.0022645926914492613,0.0018636607145082794,1
