valorAbsMedio,valorAbsPromWI,valorAbsPromWII,LogDet,valorAbsMediana,Varianza,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,VarianzaFrecCentral,PSD_max,FHist1,FHist2,FHist3,FHist4,FHist5,FHist6,FHist7,FHist8,FHist9,FHist10,Etiqueta,Decil 1,Decil 2,Decil 3,Decil 4,Decil 5,Decil 6,Decil 7,Decil 8,Decil 9,AH0,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9
4160.476397595076,3125.601878215884,3123.0005608201027,4160.43953398394,4157.436035,307.1413926664875,3.3511091901565435,1.870596524234196,13.172259507829978,31297.134183137583,3.5461299790966354,0.9291791420891788,0.0281165108579418,0.0166189794199486,0.0116269309764957,0.0045570162598404,0.0071305075842344,0.0024102784116693,0.0001726374536652,0.0001096479155973,7.834903142821415e-05,1,4156.153809,4162.692383,4167.307617,4168.974121,4170.769043,4173.589844,4179.166748,4191.2822270000015,4200.384765999999,0.0023725115003694723,0.004067162572061953,0.011862557501845733,0.016946510716924802,0.04507771850701998,0.024064045218033223,0.008134325144123907,0.008134325144122788,0.006778604286769922,0.023725115003694723
4162.394427301226,3118.4874827326853,3120.7710618334404,4162.386450895301,4162.820313,66.36268735522442,3.5417117441989707,7.289846178787354,12.6561797752809,5314.256292495426,3.4364004683011347,0.6929790309293975,0.1050307235289847,0.0632028164579956,0.0322696362852608,0.0554050058756863,0.0304124392003081,0.0123955329199493,0.0037654439223214,0.0024832691549652,0.0020561017251302,1,4149.102539,4158.179491999999,4163.333496,4167.94873,4171.025879,4175.9488282,4181.2822270000015,4185.999999999999,4192.05127,0.0025476889337776366,0.005350146760933037,0.006369222334444093,0.014012289135777003,0.022419662617243204,0.021910124830489937,0.02063628036359886,0.012738444668888186,0.004585840080799746,0.0028024578271554005
4171.233692732732,3124.2313919744984,3126.6939739354416,4171.215713472545,4173.717772999999,150.00866458524604,3.5398828483423745,4.853733198454602,11.21797752808989,13466.774239757524,8.389191096090876,0.7864197179634697,0.0890289481169926,0.0370210745837503,0.0321304456620378,0.0213808261800432,0.0189230335186583,0.0062930624211603,0.0041820727570682,0.0018198545434723,0.0028009642533465,1,4164.5384766,4169.102539,4171.2822270000015,4174.641113199999,4181.666504,4184.615234000001,4186.3845702,4189.743652,4197.05127,0.00789179768688608,0.007891797686884753,0.009137871005868093,0.03821291511544196,0.018275742011736186,0.024090750833652246,0.037797557342448024,0.01869109978473019,0.011630017643830162,0.011214659870838114
4161.7034077428125,3124.190167260312,3122.0625694562464,4161.697449133283,4161.538574,49.59037653488908,3.5086110458906963,10.365014481616278,9.82392776523702,3344.0776725692185,9.811412756470803,0.4909059866800345,0.248129952289638,0.0688172977331228,0.0619319637596361,0.053432789696488,0.0350693198113095,0.0180463317981866,0.0096691454755424,0.009466017232074,0.0045311955239686,1,4163.845947,4169.743652,4174.935791,4179.102539,4181.691385466367,4184.487305,4188.3974610000005,4194.102539,4199.294921999999,0.0022137643150181747,0.004704249169413622,0.012175703732599961,0.018540276138277217,0.03154614148900899,0.022414363689561536,0.019923878835163573,0.007471454563186341,0.0024904848543954466,0.0019370437756409031
4173.136827896159,3131.1978332855533,3128.8368494287715,4173.127980989852,4174.102539,73.84103649910195,3.1622923408577965,6.115383652837203,10.112866817155757,5926.2138206453565,10.022175451882555,0.6543683586036686,0.2033912227422551,0.0640725010562174,0.0276551013311137,0.0255084511605758,0.0141805388993713,0.0098954436772493,0.0004755962924526,0.0002495931649864,0.0002031930721093,1,4158.666601399999,4164.256543,4167.563965,4169.399902599999,4171.494456348993,4172.6521486,4175.4360354,4179.4360354,4185.256348,0.010067149185164524,0.010546537241602984,0.015340417805964988,0.02732511921688046,0.06136167122385995,0.03547471617629404,0.017257970031713976,0.020134298370329047,0.013422865580221982,0.003355716395054841
4162.492912783293,3123.53331336456,3121.352553179858,4162.478506842649,4161.153809,120.02066867352826,3.381381830699796,4.444808338482124,9.246049661399548,10557.686629970254,18.30347235528614,0.7405854632916353,0.1655039454970655,0.0427959535825353,0.0192965018391315,0.0150627122257666,0.0118808555416483,0.0041249303913021,0.0004668976390816,0.0001332740541535,0.00014946593768,1,4144.3974124,4150.6411130000015,4153.205078,4154.615234000001,4155.897461,4158.000195,4163.589844,4168.0512692,4170.6411130000015,0.0045045045045045045,0.009418509418509418,0.012694512694512695,0.027436527436527434,0.057330057330057325,0.01678951678951679,0.028665028665028663,0.020065520065520065,0.004095004095004095,0.000819000819000819
4163.160068279273,3125.96297146509,3120.8608752628643,4163.137033463823,4160.512695,192.0289098523444,3.2747021824324323,3.468907371852058,10.09009009009009,17872.022627131308,25.347624097121844,0.8070135696420959,0.1366648138298632,0.0211173682777168,0.0139750802419949,0.0084606215492565,0.0083691144855635,0.0025450497359066,0.0006638109818553,0.0006321314694691,0.0005584397862781,1,4131.666504000001,4144.871582,4153.3974610000005,4161.025879,4169.4870605,4172.820313,4181.4101565,4189.743652,4205.256592,0.0017518002258233446,0.0033576170994949425,0.004525483916710575,0.01197063487645952,0.015912185384562048,0.011678668172156324,0.008759001129117242,0.00379556715595058,0.00189778357797529,0.0014598335215195405
4170.611936115279,3129.64041940775,3127.5202356662644,4170.606325685121,4171.2822270000015,46.78128271163281,3.395229620277408,9.738380681857448,10.881431767337808,3249.005458847823,4.172159491718107,0.5491048236531466,0.1932883282408057,0.0832218545598759,0.0547506627572381,0.0403142566512012,0.0491675457443917,0.0148548554748018,0.0059401530965535,0.0058918358705247,0.0034656839514611,1,4108.0000972,4123.3332034000005,4139.487305,4150.0770508000005,4164.487305,4186.205176200001,4213.282226400001,4232.563965,4239.3846676,0.0021592572171025156,0.008255983477156465,0.006477771651307381,0.0092721045204988,0.005080605216711671,0.0031753782604447946,0.004699559825458296,0.004318514434204921,0.008764043998827633,0.004318514434204921
4158.306738248123,3117.116302289221,3116.678927251286,4158.294045160606,4158.205078,105.609875621197,3.267335444923323,4.607067959489152,9.556561085972852,9429.416187380391,10.048445420201348,0.778425872026957,0.1105282418292986,0.0404634964685607,0.0242034686630006,0.0200024589275848,0.0130213127784399,0.0074838016824499,0.0022783093273634,0.0018638967837011,0.0017291415126438,1,4166.025879,4167.563965,4168.974121,4170.0287505964125,4170.0287505964125,4171.025879,4171.9228520000015,4172.94873,4174.871582,0.01099288534304624,0.00699547249102659,0.019987064260084075,0.06096054599325642,0.12591850483852965,0.10892950021741403,0.061959899206260625,0.030979949603130313,0.007994825704030388,0.01099288534304624
4166.265212059595,3125.303773352229,3125.1283871789574,4166.248835625441,4167.436035,136.51862098641084,4.003731516499468,6.500793239201848,10.33183856502242,11189.262615865107,27.151544897571064,0.6324028874898463,0.2436928498160413,0.0344989882446555,0.033425740333054,0.0201204874217473,0.011149377600599,0.0053716590449174,0.0124920301151241,0.0046485770338891,0.0021974029001249,1,4154.9229492,4158.4872068,4165.205176,4167.1540044,4168.589844,4170.6411130000015,4172.743555,4175.461523399999,4181.871582400001,0.0015310733036416147,0.014800375268538652,0.0280696772334296,0.010207155357612862,0.029600750537071216,0.05971185884202297,0.03878719035892888,0.016331448572177224,0.017352164107941867,0.009696797589730227
