Max,Min
111.61840265765768,1.5825154269754766
86.74729326576576,1.1245633016348775
91.6997913744826,1.0525280917068207
22.34453339446033,0.0
62.424,1.0642
23676.696180302733,2.0983296905878634
55.975168018017975,0.9309760833787464
18.024861069614,8.142831401613625
30.72,8.43956043956044
1825216.1640009324,189.0885229257226
5043.115948148923,0.1754796398146615
0.5610320666835171,0.0106051202124602
0.863550887301497,0.2014191899029933
0.4216152739870445,0.0420742452954176
0.3085216929187295,0.0197143931512638
0.2168688880917382,0.0049450803657025
0.0063846464834426,2.3043189848953705e-06
0.0026271675596976,6.674800465795253e-09
0.0016849315983181,1.953793336629294e-09
0.0012517052816798,1.957215701575431e-09
0.0009963348205232,5.87254293730571e-10
-2.97759,-117.332
-1.75978,-76.05239999999999
-1.00388,-39.2671
-0.3523079999999998,-18.839
8.04985,-1.2453
27.89200000000001,0.4155259999999999
51.34209999999995,1.06846
83.48520000000002,1.76324
165.825,2.74402
0.0195407489751962,6.0955650497367657e-05
0.0372988329952102,0.0
0.1152950400073789,0.0
0.150385946233697,0.0
0.1816443591207536,0.0
0.1934924615336985,0.0002365021595485
0.1538798316134139,0.0
0.1098521898444443,0.0
0.0531765946720424,0.0
0.0223768673127731,5.360303809155175e-05
