valorAbsMedio,valorAbsPromWI,valorAbsPromWII,LogDet,valorAbsMediana,Varianza,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,VarianzaFrecCentral,PSD_max,FHist1,FHist2,FHist3,FHist4,FHist5,FHist6,FHist7,FHist8,FHist9,FHist10,Etiqueta
4.719600200672646,3.2184560852017934,2.8050805294445897,2.4814980712863806,3.2729999999999997,26.621436137373706,2.7850911121076276,10.038301167811488,8.896860986547084,2711.2886208994437,11.770577587572946,0.25751613832744824,0.5149399398416014,0.15554023549391635,0.05641498660044763,0.015155874685458051,0.00020203934521052447,8.788308931675371e-05,5.981301689328523e-05,4.597898391615319e-05,3.711061579141836e-05,1
4.565235025675676,3.2791412549549555,3.088605755064524,2.764612686705477,3.8207500000000003,15.45947244936185,3.1331549027027035,12.26600394541963,10.666666666666666,1725.5013178032755,5.434575592758745,0.22026664478936459,0.398220188218269,0.21669070937663018,0.1049975057017259,0.05915495304327949,0.00018879954017574806,0.00015971252887844349,0.00013054085265529683,0.00010497261891278357,8.597333010883005e-05,1
5.315974826013516,3.7503089645270276,3.4585388992218573,0.0,4.016500000000001,21.782446382776303,3.4185312612612626,12.096542354025697,10.378378378378379,2317.9687324812276,15.724837923974357,0.10822499585665228,0.6026701300288181,0.1546762172962428,0.1081678788997945,0.026055247312320232,5.32050611988128e-05,4.823803593320896e-05,4.163770434243682e-05,3.420645162950532e-05,2.8243353068993764e-05,1
4.846447703619907,3.489871510180995,3.3836971262873403,3.0044687964557526,4.0709,15.116880216795227,2.947356018099547,11.457703424486839,9.556561085972852,1916.2350007478126,23.278716491104866,0.15280991071188182,0.5744046746482836,0.12911475572640968,0.10097508257667107,0.04187632208715265,0.00036186228207753116,0.00017323320865162916,0.0001151277134485235,9.747674066403798e-05,7.155430475882359e-05,1
4.293435776018099,3.2632960316742086,3.184435614944411,2.6141987075759006,3.4693,12.21520086681728,2.747156520361991,12.361552134900684,9.846153846153847,1369.090380915089,11.833835739663165,0.09732458030875145,0.5555804240926159,0.23770938000893388,0.0897861801437368,0.019110280914150166,0.000132246449473448,0.00012190025691109419,9.253603900812495e-05,8.168437560840443e-05,6.078741081247262e-05,1
6.440499407239819,4.936496061085973,4.834346656968531,3.8064201848924104,5.18215,28.044742139733867,3.9832525746606335,12.06176790398188,10.135746606334843,3154.4730162631067,49.75771648728445,0.03503392492997563,0.7591601654903948,0.10253592915050194,0.07636329531167484,0.02687854314672521,2.365451322350451e-05,2.919549790177565e-06,8.767049826247277e-07,4.391735379125856e-07,2.520291936749213e-07,1
5.196314948081266,3.776988615124153,3.5996562111857893,3.304033564403072,4.3779,16.0892504202779,3.253542979683973,12.427776667457088,10.112866817155755,1907.4359270389757,34.604363327740664,0.0496268789408772,0.6627927855619324,0.16305328608596903,0.09412037220357054,0.03037385376015994,3.0336769794268652e-05,2.7537959610764485e-07,6.869350198555244e-07,8.30276632625855e-07,6.940864477977952e-07,1
4.541365161434978,3.190225905829596,2.869504020732369,2.6051320917645984,3.471,22.35985890653405,3.0697350179372176,11.207432827602975,9.47085201793722,2205.3145816248925,8.561528221279797,0.20727927241824146,0.5198375584897805,0.11996498626228781,0.11691525125041258,0.03597988548821608,1.9170522759378182e-05,3.6474479124444925e-07,7.679900713603323e-07,1.3528657797549216e-06,1.3899676592212964e-06,1
4.517414631065756,3.16026062845805,2.880189559831552,2.512380123203469,3.0971,27.680834562693615,2.9560849419501127,11.654855412796083,10.739229024943311,2331.39158028083,9.943156042214964,0.13235516346576331,0.5760856810149927,0.17467041990255333,0.0773853984835731,0.033647004393142,0.0028189632954971986,0.0011936271330057627,0.0007980561165217966,0.0005890434765080465,0.0004566427184426594,1
5.348035137078644,4.044485625842697,3.978053756278247,3.236085630421813,4.4604,18.12110055403046,3.1761491910112363,11.601761529620457,10.355056179775282,2243.033842217152,34.59022388063128,0.10986260707652946,0.6371463201239506,0.135673611952277,0.08674814167014855,0.030554181546234464,9.576089852762345e-06,1.8563179224949018e-06,1.3888884437294074e-06,1.2956007854588883e-06,1.0207338558295418e-06,1
