,EEG.O1,EEG.O2,MarkerValueInt
70615,4181.794922,4164.3588869999985,3.0
70616,4181.666504,4165.0,3.0
70617,4182.179688,4170.384765999999,3.0
70618,4176.794922,4165.897461,3.0
70619,4169.102539,4154.102539,3.0
70620,4164.871582,4151.153809,3.0
70621,4163.7177729999985,4152.94873,3.0
70622,4166.410156,4152.179688,3.0
70623,4168.846191,4151.9228520000015,3.0
70624,4168.7177729999985,4156.025879,3.0
70625,4166.9228520000015,4157.179688,3.0
70626,4171.410156,4154.487305,3.0
70627,4179.615234000001,4157.05127,3.0
70628,4176.153809,4159.3588869999985,3.0
70629,4167.05127,4154.487305,3.0
70630,4166.666504,4153.461426,3.0
70631,4170.512695,4156.2822270000015,3.0
70632,4167.563965,4150.256348,3.0
70633,4164.102539,4143.974121,3.0
70634,4172.436035,4155.769043,3.0
70635,4183.0771479999985,4166.538574,3.0
70636,4183.589844,4160.769043,3.0
70637,4181.538574,4159.487305,3.0
70638,4186.794922,4170.384765999999,3.0
70639,4183.333496,4174.743652,3.0
70640,4171.794922,4171.666504,3.0
70641,4168.0771479999985,4172.436035,3.0
70642,4168.974121,4173.333496,3.0
70643,4168.461426,4171.410156,3.0
70644,4169.487305,4172.94873,3.0
70645,4170.512695,4175.512695,3.0
70646,4166.9228520000015,4173.0771479999985,3.0
70647,4165.256348,4167.307617,3.0
70648,4168.589844,4167.05127,3.0
70649,4169.487305,4170.6411130000015,3.0
70650,4168.846191,4172.179688,3.0
70651,4170.256348,4171.666504,3.0
70652,4169.487305,4171.666504,3.0
70653,4169.487305,4173.7177729999985,3.0
70654,4171.153809,4173.461426,3.0
70655,4162.563965,4170.512695,3.0
70656,4157.692383,4176.2822270000015,3.0
70657,4168.0771479999985,4183.974121,3.0
70658,4171.794922,4173.974121,3.0
70659,4165.897461,4161.538574,3.0
70660,4167.307617,4167.05127,3.0
70661,4169.3588869999985,4172.436035,3.0
70662,4166.538574,4171.666504,3.0
70663,4167.94873,4177.692383,3.0
70664,4169.871582,4177.307617,3.0
70665,4168.974121,4162.307617,3.0
70666,4169.102539,4154.615234000001,3.0
70667,4174.3588869999985,4162.820313,3.0
70668,4184.102539,4176.410156,3.0
70669,4185.512695,4187.436035,3.0
70670,4174.615234000001,4186.666504,3.0
70671,4167.307617,4175.6411130000015,3.0
70672,4169.102539,4169.487305,3.0
70673,4168.461426,4171.538574,3.0
70674,4165.769043,4167.94873,3.0
70675,4165.6411130000015,4156.410156,3.0
70676,4168.0771479999985,4152.179688,3.0
70677,4176.2822270000015,4160.0,3.0
70678,4185.512695,4171.2822270000015,3.0
70679,4186.025879,4176.666504,3.0
70680,4184.3588869999985,4174.615234000001,3.0
70681,4184.615234000001,4172.820313,3.0
70682,4178.846191,4172.692383,3.0
70683,4169.487305,4168.974121,3.0
70684,4166.794922,4167.05127,3.0
70685,4167.436035,4165.769043,3.0
70686,4167.05127,4157.692383,3.0
70687,4168.846191,4156.2822270000015,3.0
70688,4172.05127,4168.0771479999985,3.0
70689,4173.589844,4172.436035,3.0
70690,4175.512695,4167.05127,3.0
70691,4175.0,4165.384765999999,3.0
70692,4173.205078,4168.589844,3.0
70693,4180.384765999999,4172.563965,3.0
70694,4183.846191,4173.846191,3.0
70695,4175.0,4172.307617,3.0
70696,4176.153809,4173.205078,3.0
70697,4185.769043,4174.871582,3.0
70698,4184.230957,4172.820313,3.0
70699,4180.769043,4171.025879,3.0
70700,4185.0,4173.0771479999985,3.0
70701,4186.410156,4173.589844,3.0
70702,4185.384765999999,4171.410156,3.0
70703,4181.538574,4170.512695,3.0
70704,4174.230957,4169.615234000001,3.0
70705,4169.230957,4165.256348,3.0
70706,4170.128418,4165.6411130000015,3.0
70707,4178.974121,4172.05127,3.0
70708,4182.05127,4166.025879,3.0
70709,4177.563965,4157.179688,3.0
70710,4181.410156,4164.102539,3.0
70711,4187.179688,4169.230957,3.0
70712,4178.846191,4165.0,3.0
70713,4170.256348,4165.256348,3.0
70714,4176.2822270000015,4169.102539,3.0
70715,4184.3588869999985,4174.743652,3.0
70716,4186.153809,4184.102539,3.0
70717,4184.3588869999985,4188.333496,3.0
70718,4184.615234000001,4186.025879,3.0
70719,4181.666504,4184.487305,3.0
70720,4173.7177729999985,4187.563965,3.0
