,EEG.O1,EEG.O2,MarkerValueInt
0,13.93,-5.7256,5
1,21.222,-11.484,5
2,21.791,-15.032,5
3,20.475,-12.846,5
4,19.685,-4.6234,5
5,16.165,3.922,5
6,6.1239,5.6679,5
7,-8.0563,0.564,5
8,-18.522,-3.2904,5
9,-19.559,0.76608,5
10,-13.116,9.6717,5
11,-6.099,14.94,5
12,-3.107,13.311,5
13,-2.874,9.0324,5
14,-1.6067,6.2248,5
15,1.5014,3.6728,5
16,3.2552,-1.358,5
17,0.98053,-7.8148,5
18,-3.2291,-12.031,5
19,-4.3251,-12.41,5
20,-0.40956,-10.678,5
21,4.6295,-9.2783,5
22,5.7792,-9.0469,5
23,3.2111,-8.8785,5
24,2.0729,-6.6483,5
25,5.7358,-1.2218,5
26,10.934,5.4279,5
27,11.312,9.1454,5
28,5.5777,8.2044,5
29,-0.20722,6.0784,5
30,-0.46036,7.239,5
31,1.4189,10.563,5
32,-3.1781,10.341,5
33,-14.796,4.9421,5
34,-21.926,0.46717,5
35,-15.102,2.3554,5
36,-1.0312,6.5675,5
37,4.8233,4.5554,5
38,-1.3516,-4.2784,5
39,-7.244,-11.364,5
40,-2.3193,-10.977,5
41,8.1791,-7.2597,5
42,12.359,-6.6684,5
43,8.3081,-8.8657,5
44,4.0414,-9.2185,5
45,4.2527,-6.277,5
46,5.3493,-2.1014,5
47,3.5421,2.0971,5
48,0.68579,5.9564,5
49,-0.16534,7.4305,5
50,0.13692,4.9754,5
51,-0.73598,1.595,5
52,-2.3932,2.3955,5
53,-3.0274,7.7296,5
54,-2.7773,12.152,5
55,-2.9964,10.98,5
56,-3.5598,5.3314,5
57,-3.4023,-0.23195,5
58,-2.7638,-2.9938,5
59,-2.5927,-3.9258,5
60,-2.4726,-5.5372,5
61,-1.425,-8.8757,5
62,-0.13006,-12.171,5
63,0.13553,-12.267,5
64,0.27875,-8.0136,5
65,2.1648,-2.0321,5
66,4.7108,1.9343,5
67,4.7683,3.312,5
68,2.6551,4.8712,5
69,2.6746,8.2185,5
70,5.9257,10.873,5
71,6.8289,9.378,5
72,1.0153,4.3341,5
73,-6.5192,0.099536,5
74,-7.0243,-0.74546,5
75,-0.62624,-0.4878,5
76,3.1662,-2.4804,5
77,-1.2736,-5.9234,5
78,-8.1167,-6.9543,5
79,-8.9887,-4.5703,5
80,-4.3177,-2.4911,5
81,-0.81018,-3.8269,5
