,EEG.O1,EEG.O2,MarkerValueInt
0,-16.754,-31.816,5
1,-27.374,-50.116,5
2,-26.804,-50.075,5
3,-16.013,-36.392,5
4,-3.5385,-17.517,5
5,2.6407,-0.066003,5
6,3.7275,13.157,5
7,6.6472,22.385,5
8,13.147,28.496,5
9,17.402,30.561,5
10,14.902,26.484,5
11,8.6778,16.989,5
12,4.3283,7.164,5
13,2.6592,1.69,5
14,0.54771,-0.41049,5
15,-3.1382,-3.433,5
16,-6.1436,-8.1777,5
17,-6.7534,-11.13,5
18,-6.0881,-10.676,5
19,-5.9841,-10.003,5
20,-6.5871,-12.008,5
21,-6.877,-14.771,5
22,-6.394,-14.806,5
23,-5.6642,-12.318,5
24,-5.4507,-10.26,5
25,-5.8771,-9.6831,5
26,-5.7908,-8.6689,5
27,-3.1165,-4.8396,5
28,3.0377,2.8821,5
29,10.295,13.395,5
30,14.309,22.426,5
31,13.127,24.727,5
32,9.3605,20.001,5
33,6.8597,14.426,5
34,6.1009,13.08,5
35,4.6337,13.194,5
36,1.5618,9.0938,5
37,-0.946,1.5379,5
38,-1.2896,-3.6305,5
39,-1.1743,-5.1549,5
40,-2.9593,-7.9505,5
41,-5.9596,-14.053,5
42,-7.673,-18.663,5
43,-7.6808,-17.973,5
44,-7.6884,-14.918,5
45,-7.9843,-13.063,5
46,-6.8232,-10.133,5
47,-4.0169,-3.2358,5
48,-2.1924,3.5515,5
49,-2.6298,3.8047,5
50,-2.2226,-0.86977,5
51,2.5422,-2.0972,5
52,9.7489,3.5933,5
53,13.397,10.78,5
54,10.689,13.935,5
55,5.2138,13.961,5
56,2.0912,13.475,5
57,2.3755,11.374,5
58,3.571,6.3544,5
59,3.527,1.5031,5
60,1.782,0.16056,5
61,-1.5244,-0.080548,5
62,-5.639,-3.7458,5
63,-8.4761,-9.2879,5
64,-8.0088,-10.409,5
65,-4.7363,-5.8579,5
66,-1.47,-2.1397,5
67,-0.33362,-4.1691,5
68,-0.82675,-7.9572,5
69,-0.99083,-6.4947,5
70,0.26563,0.025311,5
71,2.1798,4.5453,5
