valorAbsMedio,LogDet,Varianza,frecMedia,Frecuencia_en_PSDMAX,FHist1,FHist2,FHist3,FHist5,FHist6,Decil 1,Decil 5,AH0,AH4,AH5,AH6,AH9,Etiqueta
0.096223993780656,0.331033753326557,0.005224499212971,0.516838673267849,0.239841986455982,0.293769850269698,0.206232780574575,0.610290187073907,0.281655282912222,0.157823927378357,0.985601256946987,0.183203857755279,0.042868907316521,0.353746812945693,0.418029922318759,0.324964459224183,0.140055599282501,1
0.122168183579802,0.391135676743904,0.005836372752533,0.505549233408307,0.110619983985997,0.186052604257819,0.504886605463069,0.379095870381785,0.148346130076786,0.002808539666954,0.963642662054563,0.212241569914311,0.093299251944962,0.37364020455237,0.360295297240932,0.273031213161611,0.07315823041511,5
0.239408709855907,0.635420925999942,0.017006729096505,0.421007166485902,0.080274594474893,0.155774586005257,0.76799912249648,0.104519185822011,0.136578958715136,0.073909820917213,0.950092312923914,0.17740021709878,0.059464890544573,0.249906897979538,0.338073966038574,0.316134898163636,0.148919255000407,3
0.104587066951636,0.354765485194565,0.004954190087096,0.600930881278766,0.107273315762704,0.113237846275527,0.469030694328041,0.407672336140365,0.39934820512791,0.029118726487662,0.969877834759343,0.181990805816647,0.064015210884058,0.281198180912158,0.389070957650189,0.317702302053031,0.183087132070377,2
0.170774519374047,0.492522356915416,0.012326517380522,0.350694675548443,0.135567910524018,0.215519745575946,0.733363340637873,0.192811866030382,0.073987483687001,0.020470771036596,0.9154466576241,0.236161453461325,0.020459818073927,0.113679035891097,0.328066433416448,0.265157703307363,0.022183966268988,5
0.147439095089215,0,0.009102759337772,0.430278668844323,0.108383846809773,0.328720745224021,0.322910272384246,0.461194994769909,0.235016974288177,0.014950538894077,0.96854967146076,0.179271568563696,0.261024453566607,0.512429995381154,0.570185051075024,0.715465986043287,0.272958602139953,5
0.089642510310876,0,0.004041538090882,0.75325241570199,0.134393652912172,0.168360218717341,0.287349451392014,0.290644222668684,0.531295296489289,0.020627862476869,0.966155702409195,0.211314147937311,0.058331972270196,0.399038941285357,0.421588952575211,0.292192602792648,0.346851326345691,3
0.096437290512221,0.341745446120032,0.003864988620973,0.545733984877336,0.003467887363019,0.331757523195885,0.222892349324606,0.461714465165717,0.327043799602319,0.004397950617637,0.94482120838471,0.170957285564932,0.017849727190619,0.122955921887512,0.208293039067041,0.180360857417684,0.030050443905207,2
0.129782939418029,0,0.006696903857292,0.367611531445006,0.041434839174002,0.271558331372824,0.520097267031927,0.40972068556436,0.115747774751707,0.015561451938965,0.968695657930358,0.213200506230335,0.012017830646735,0.321047269688979,0.311936968321657,0.160427472345451,0.028478963759495,2
0.106594116288521,0.345609938877645,0.006421047661902,0.448693777900984,0.096465132049531,0.146250559525325,0.657349551946672,0.277253179971077,0.15995199192901,0.051024255929564,0.944068541866934,0.194648565097119,0.047710626654775,0.279925088236207,0.131400597477054,0.075613014446741,0.024439878019971,5
0.026751880689543,0,0.001002522868869,0.596581829730821,0.119114349775785,0.151224340662479,0.359277047221018,0.660243676763147,0.269151466617846,0.000971744198983,0.930358008298582,0.193036181462565,0.05879628526852,0.263590072793583,0.189808180944733,0.142221853315252,0.062147502811315,3
0.080650042906486,0.312217178968043,0.002536336350953,0.73458120400613,0.147398555963371,0.065262343977994,0.413496520783507,0.453622553518636,0.334432537913939,0.063100264536626,0.978140181155621,0.162784066750371,0.325027961992091,0.449017310243868,0.420381002260432,0.298791124460544,0.134844458723949,3
0.102907348525687,0,0.009258665728977,0.28564171100625,0.056364234604975,0.402614950451899,0.419062685419027,0.35154963367545,0.121633196783759,0.071952937194905,0.916894327746244,0.157993887218684,0.013401508229053,0.270735221211756,0.058517734484301,0.005169318936286,0.014826088925181,3
0.150015516829599,0,0.012104934142613,0.37790719954301,0.122533651032522,0.231588236231788,0.585073272886435,0.343409686838218,0.156970600929063,0.02861814615995,0.858956165384901,0.220072132820433,0.003038974702215,0.017654945064832,0.267071893775259,0.068124247376305,0.015494437235617,1
0.102959557821184,0.323205467893448,0.005661803802955,0.485714739499952,0.226807726964486,0.29723374468951,0.26068523750174,0.665752231626395,0.131120708720723,0.189199920403864,0.961999617438798,0.184972062288341,0.051108981261341,0.074791016842502,0.004516720583306,0.002493727910752,0.014244272573579,2
0.167122711410132,0.45286933049392,0.015174850289267,0.268500059388569,0.081321958662783,0.362888395979804,0.673868162575292,0.097539616070049,0.084826175081374,0.0524309589558,0.950607707876545,0.216812149528035,0.01496179809277,0.085565855688188,0.003427896602829,0.003785153974431,0.010397869332165,2
0.110836131605683,0.344134910383523,0.007123567214939,0.450534972418636,0.170900690176973,0.151421488976235,0.609552270244244,0.285511075302656,0.235615711658605,0.067803181242288,0.960940954221918,0.182357972877659,0.039487280582161,0.21415961050887,0.365182648392396,0.403242195757875,0.107614861160826,4
0.164697367888002,0.48942572659004,0.008533932507483,0.441006003482327,0.042394923012901,0.28308958320289,0.425750326828849,0.408561029074409,0.171467898125136,0.017303728818552,0.982609492465321,0.159090386125687,0.09600240878266,0.517037056841023,0.503639579732442,0.374317723207886,0.066717950336301,2
0.134466765181279,0.370150188747151,0.015245083046231,0.277180171147883,0.147398555963371,0.493359474057567,0.367184072435095,0.227967732625465,0.174577351836509,0.142745483064016,0.940632807793657,0.20148537584601,0.048481291083945,0.220444457329017,0.285629215288147,0.304331073245052,0.139905245161756,2
0.135128789634706,0,0.012518260577907,0.315886212718069,0.106167764675488,0.299055738235883,0.593515160142278,0.13072352593159,0.200948438649265,0.087148998041039,0.948607884872074,0.185697592404544,0.317110863530729,0.207427900201234,0.129666698171859,0.05466897035428,0.04825895943442,3
0.228247722926878,0,0.052943378405343,0.147601489328369,0.017349525451377,0.528466910169396,0.448743003436768,0.106601943354812,0.122080870937626,0.100882829936862,0.946544214563178,0.198994042289242,0.226924677136358,0.198659591752681,0.046536874557878,0.002335771573116,0.013233604960346,2
0.160276258501695,0.399082589118499,0.020579202400243,0.270634610754946,0.198103065612429,0.500888023775116,0.377477329374563,0.162398315701532,0.148537200974888,0.199148071849874,0.977856308897614,0.185027387461295,0.156686793940912,0.261152579054384,0.449088401514255,0.265772534117985,0.081240534969873,1
0.079481448890227,0.28847163842563,0.003930229294412,0.568913367656912,0.135567910524018,0.394159568303448,0.153132662237663,0.488354866695715,0.430718143802444,0.012128782649816,0.986637447306376,0.194977574796532,0.07847192621696,0.36202444502481,0.413972990505396,0.246140189947518,0.054534944930284,4
0.227564256703008,0.625725983566655,0.017378964912115,0.325300261838866,0.174670688998504,0.308922218857963,0.550308440541449,0.316932842519704,0.077091721264003,0.031858811231716,0.933869174521424,0.155134586236738,0.045438798561609,0.244542697035826,0.252079642694123,0.215917541360131,0.131447588001789,5
0.138725487867351,0,0.009089003227958,0.540507247933757,0.208408134706917,0.290025125828335,0.285391122267245,0.442599780415621,0.272153470353289,0.138758831554806,0.939697309772487,0.152475876523818,0.03341744309797,0.211956739858212,0.32028469096338,0.239673765851872,0.054393101004497,1
0.102907348525687,0,0.009258665728977,0.28564171100625,0.056364234604975,0.402614950451899,0.419062685419027,0.35154963367545,0.121633196783759,0.071952937194905,0.913350933006844,0.179660245411662,0.062977484579251,0.429530682490075,0.225292669934525,0.110170812593442,0.021027658168918,3
0.085191634423784,0.325373388575294,0.003137243190161,0.615505632462945,0.24267937627726,0.096494878626479,0.410197032642542,0.617023893492165,0.251084281280343,0.002894160524062,0.946667466862987,0.205844709342751,0.022512694056283,0.187611073625319,0.197148564878035,0.15055576817098,0.024323970039323,2
0.047125126420602,0.203515810505321,0.003027167547389,0.40589657339592,0.234243378352252,0.328247913884674,0.347612913061177,0.439293521731251,0.207237657875806,0.002497102054442,0.930029625846086,0.206080766748871,0.069633619431683,0.262899746359461,0.219841253415072,0.054815246911026,0.01081447164164,5
0.130793221774152,0,0.006461612759839,0.543978950938753,0.109499391541027,0.178814357849795,0.445466914634968,0.437364866857792,0.180807275475928,0.011318547205928,0.964165373751494,0.192177840917617,0.131471219480698,0.347734033318605,0.351751368852947,0.405867779149851,0.333372773698953,2
0.095823052606955,0.340024828377105,0.006395040375142,0.214765987093835,0.033185427806239,0.664803015207106,0.136953463249276,0.320561503874117,0.144048113515648,0.069214144666061,0.951155853970327,0.234181552606436,0.069875413062794,0.284883962334232,0.313079226870643,0.27106691198733,0.425602909648864,1
0.153707930628507,0.449514260638726,0.009641039433817,0.419109924659537,0.041434839174002,0.329169359785435,0.436820638073436,0.218327550271536,0.310446574972094,0.320258068083759,0.947882830353618,0.191383079301082,0.179690599317364,0.493422368424038,0.44537113732703,0.23741488472719,0.133920110158562,4
0.104285813236052,0.327017024656885,0.005634711444184,0.552291572293751,0.069369137656175,0.312586212775133,0.321251545557785,0.337869272911339,0.209186716709056,0.006563112779592,0.958429046220571,0.190765998529331,0.030471685011007,0.032025543912539,0.268882913347596,0.388124169203675,0.044064870934094,4
0.12192828614391,0.368394168530455,0.007874070824001,0.493332986878094,0.212423071219368,0.346898968892717,0.244365752497573,0.356143299125358,0.258999986178729,0.197135913460048,0.978327106551657,0.188542186694946,0.089227999076082,0.147114278577755,0.015461181788309,0.002134069389925,0.025597660635166,1
0.134535183127114,0,0.005551005683518,0.646319687986483,0.173408362065769,0.290313543265805,0.232968887152725,0.388384448774815,0.278707617030572,0.021736964953876,0.971212617969436,0.193403998819463,0.051583217438164,0.129283806042566,0.022327850242181,0.00352212453445,0.020824364114611,4
0.114503706155751,0.38181140135376,0.005173040976579,0.577168234930994,0.173408362065769,0.079129720486097,0.635169808459329,0.368997444772297,0.128919576455369,0.03201748103409,0.948907000347371,0.22710933474731,0.139959403480767,0.342766149747233,0.465803739533829,0.317118091577123,0.122010843958685,3
0.057624978936406,0.258806711215179,0.001938806488074,0.665290328735411,0.18770494849,0.13332395334123,0.357295801983938,0.489442686990174,0.449605330390222,0.008599395564932,0.975779050349305,0.156378652286791,0.026734772496277,0.05323457086731,0.230476221194249,0.316336878681014,0.135254159529494,2
0.313011194957119,0.770000772288543,0.030755360928379,0.214695402981141,0.02941924446294,0.353649823093716,0.697435952161748,0.013751912676541,0.065381600973488,0.067197612662927,0.975751438349984,0.207135246537174,0.280138627504389,0.427191602415384,0.246388146490701,0.087898524641424,0.025069826344788,5
0.196700618020218,0.562026990485537,0.012529413174029,0.426653962806386,0.133224672862626,0.421422807907352,0.270746233458773,0.306958456456559,0.142739211449609,0.028359516571751,0.980686582380095,0.1609472309901,0.059012036835804,0.085183899092649,0.015117196477299,0,0.019649741984506,4
0.095897208897301,0,0.005546785550437,0.294709394781003,0.045301240154181,0.269181218053615,0.651659431299121,0.191352879496866,0.166922766087118,0.145644254263195,0.936363835911208,0.226673136277006,0.054531130851537,0.18787699662463,0.037000402172545,0.001857118433706,0.022053575401306,1
0.116342626617346,0,0.014852800434822,0.291593812119488,0.019173742621455,0.453193976367148,0.41854338466764,0.127219539736979,0.261670675667286,0.069942471771642,0.905118724628754,0.084923640256317,0.045561205486767,0.347904494033782,0.337752370740291,0.169524144847048,0.014975838957977,2
