valorAbsMedio,valorAbsPromWI,valorAbsPromWII,LogDet,valorAbsMediana,Varianza,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,VarianzaFrecCentral,PSD_max,FHist1,FHist2,FHist3,FHist4,FHist5,FHist6,FHist7,FHist8,FHist9,FHist10,Etiqueta
4160.476397595076,3125.601878215884,3123.0005608201027,4160.43953398394,4157.436035,307.1413926664875,3.3511091901565435,1.8705965242341958,13.172259507829978,31297.134183137583,3.5461299790966354,0.9291791420891787,0.028116510857941868,0.01661897941994866,0.011626930976495711,0.004557016259840437,0.007130507584234495,0.002410278411669388,0.00017263745366524782,0.00010964791559733295,7.834903142821415e-05,1
4162.394427301226,3118.4874827326853,3120.7710618334404,4162.386450895301,4162.820313,66.36268735522442,3.5417117441989707,7.2898461787873545,12.6561797752809,5314.256292495426,3.4364004683011347,0.6929790309293975,0.10503072352898477,0.06320281645799568,0.032269636285260854,0.05540500587568632,0.03041243920030819,0.01239553291994939,0.003765443922321485,0.0024832691549652266,0.0020561017251302894,1
4171.233692732732,3124.2313919744984,3126.6939739354416,4171.215713472545,4173.7177729999985,150.00866458524604,3.5398828483423745,4.853733198454602,11.21797752808989,13466.774239757524,8.389191096090876,0.7864197179634697,0.08902894811699265,0.03702107458375034,0.03213044566203781,0.021380826180043267,0.018923033518658358,0.006293062421160397,0.004182072757068288,0.0018198545434723649,0.002800964253346551,1
4161.7034077428125,3124.190167260312,3122.0625694562464,4161.697449133283,4161.538574,49.59037653488908,3.5086110458906963,10.365014481616278,9.82392776523702,3344.0776725692185,9.811412756470803,0.49090598668003455,0.24812995228963802,0.06881729773312283,0.0619319637596361,0.053432789696488056,0.035069319811309556,0.01804633179818669,0.009669145475542453,0.009466017232074048,0.004531195523968611,1
4173.136827896159,3131.1978332855533,3128.8368494287715,4173.127980989852,4174.102539,73.84103649910195,3.1622923408577965,6.115383652837203,10.112866817155755,5926.2138206453565,10.022175451882557,0.6543683586036686,0.20339122274225513,0.0640725010562174,0.02765510133111373,0.025508451160575877,0.014180538899371339,0.009895443677249328,0.000475596292452691,0.0002495931649864064,0.00020319307210937699,1
4162.492912783293,3123.53331336456,3121.352553179858,4162.478506842649,4161.153809,120.02066867352826,3.381381830699796,4.444808338482124,9.246049661399548,10557.686629970254,18.30347235528614,0.7405854632916353,0.16550394549706554,0.042795953582535365,0.019296501839131588,0.01506271222576661,0.011880855541648328,0.004124930391302149,0.0004668976390816257,0.00013327405415355462,0.00014946593768007767,1
4163.160068279273,3125.96297146509,3120.8608752628643,4163.137033463823,4160.512695,192.02890985234438,3.2747021824324323,3.468907371852058,10.09009009009009,17872.022627131308,25.347624097121844,0.8070135696420959,0.13666481382986326,0.021117368277716833,0.013975080241994928,0.008460621549256536,0.00836911448556356,0.0025450497359066696,0.0006638109818553025,0.0006321314694691594,0.0005584397862781473,1
4170.611936115279,3129.64041940775,3127.5202356662644,4170.606325685121,4171.2822270000015,46.78128271163281,3.395229620277408,9.738380681857448,10.881431767337807,3249.005458847823,4.172159491718107,0.5491048236531466,0.1932883282408057,0.08322185455987595,0.05475066275723816,0.040314256651201245,0.04916754574439176,0.014854855474801889,0.005940153096553509,0.005891835870524771,0.0034656839514611375,1
4158.306738248123,3117.1163022892215,3116.678927251286,4158.294045160606,4158.205078,105.609875621197,3.267335444923323,4.607067959489152,9.556561085972852,9429.416187380393,10.048445420201347,0.778425872026957,0.11052824182929867,0.040463496468560727,0.024203468663000653,0.0200024589275848,0.013021312778439981,0.0074838016824499975,0.0022783093273634897,0.0018638967837011616,0.001729141512643808,1
4166.265212059595,3125.303773352229,3125.1283871789574,4166.248835625441,4167.436035,136.51862098641084,4.003731516499468,6.500793239201848,10.331838565022421,11189.262615865107,27.151544897571064,0.6324028874898463,0.24369284981604133,0.03449898824465557,0.033425740333054045,0.02012048742174739,0.011149377600599008,0.005371659044917403,0.012492030115124193,0.004648577033889144,0.0021974029001249756,1
