EEG.O1,EEG.O2
4164.230957,4170.384765999999
4176.153809,4179.3588869999985
4181.410156,4181.025879
4162.436035,4169.3588869999985
4159.743652,4168.974121
4159.102539,4168.333496
4166.794922,4176.666504
4163.333496,4175.6411130000015
4170.128418,4176.666504
4160.384765999999,4168.461426
4159.3588869999985,4170.6411130000015
4155.6411130000015,4167.563965
4168.7177729999985,4172.436035
4169.743652,4171.410156
4172.05127,4176.153809
4173.333496,4181.153809
4172.692383,4182.436035
4168.7177729999985,4180.384765999999
4174.871582,4185.6411130000015
4181.794922,4190.256348
4169.230957,4178.0771479999985
4164.871582,4174.871582
4167.563965,4176.666504
4172.94873,4176.666504
4166.025879,4170.0
4171.025879,4175.256348
4156.2822270000015,4165.128418
4152.179688,4162.563965
4159.487305,4169.743652
4174.615234000001,4178.333496
4157.94873,4166.153809
4161.410156,4170.256348
4168.333496,4173.974121
4160.512695,4171.410156
4154.3588869999985,4167.179688
4166.2822270000015,4169.615234000001
4158.333496,4165.128418
4157.563965,4171.2822270000015
4174.743652,4182.563965
4161.794922,4171.666504
4152.179688,4163.205078
4165.769043,4166.794922
4184.871582,4180.256348
4179.3588869999985,4179.3588869999985
4191.538574,4189.871582
4174.487305,4183.589844
4154.871582,4172.436035
4151.410156,4171.025879
4168.974121,4188.974121
4159.871582,4182.820313
4156.025879,4174.3588869999985
4166.153809,4180.512695
4183.846191,4191.2822270000015
4181.025879,4186.410156
4165.769043,4174.615234000001
4153.589844,4163.0771479999985
4158.205078,4165.769043
4168.589844,4175.128418
4168.7177729999985,4173.974121
4174.3588869999985,4177.436035
4171.153809,4178.0771479999985
4178.205078,4186.794922
4177.820313,4183.333496
4181.153809,4177.307617
4166.666504,4167.563965
4176.538574,4179.487305
4186.410156,4182.307617
4187.563965,4179.615234000001
4169.743652,4170.0
4174.615234000001,4172.692383
4178.589844,4175.6411130000015
4173.333496,4174.487305
4164.3588869999985,4167.179688
4173.461426,4175.0
4182.05127,4185.6411130000015
4176.025879,4182.94873
4176.153809,4178.589844
4182.436035,4178.7177729999985
4195.897461,4189.871582
4191.153809,4189.102539
4198.846191,4190.512695
4165.083939506727,4190.6411130000015
4202.563965,4192.05127
4180.512695,4177.436035
4190.512695,4184.615234000001
4195.384765999999,4192.692383
4187.692383,4187.94873
4174.743652,4176.538574
4180.897461,4183.333496
4184.3588869999985,4188.461426
4165.083939506727,4170.78360382287
4165.083939506727,4170.78360382287
4192.307617,4190.0
4189.487305,4186.794922
4188.846191,4189.3588869999985
4175.128418,4181.538574
4165.0,4173.7177729999985
4188.461426,4191.410156
4176.666504,4183.205078
4152.436035,4160.897461
4154.743652,4159.871582
4185.897461,4185.128418
4173.461426,4181.410156
4163.974121,4177.307617
4169.615234000001,4176.538574
4174.743652,4176.538574
4163.205078,4167.820313
4168.333496,4171.025879
4171.153809,4177.563965
4176.2822270000015,4183.846191
4180.769043,4183.589844
4180.6411130000015,4183.7177729999985
4176.153809,4184.615234000001
4182.94873,4188.205078
4190.769043,4191.794922
4169.743652,4177.05127
4161.794922,4168.333496
4168.461426,4171.025879
4191.9228520000015,4184.102539
4183.589844,4176.410156
4174.615234000001,4176.2822270000015
4174.487305,4180.384765999999
4182.820313,4184.102539
4161.2822270000015,4165.512695
4160.897461,4163.333496
4163.461426,4166.538574
4160.128418,4167.307617
4160.128418,4166.794922
4166.2822270000015,4171.153809
4167.179688,4174.871582
4180.6411130000015,4182.05127
4186.153809,4181.410156
4165.769043,4166.410156
4154.487305,4160.769043
4155.0,4163.205078
4177.820313,4178.7177729999985
4187.692383,4185.6411130000015
4185.897461,4188.205078
4166.025879,4173.461426
4165.384765999999,4170.384765999999
4167.94873,4173.846191
4179.487305,4179.615234000001
4165.769043,4165.256348
4172.179688,4170.384765999999
4176.153809,4174.743652
4155.769043,4162.563965
4132.05127,4151.9228520000015
4148.0771479999985,4165.0
4158.205078,4167.179688
4146.2822270000015,4156.2822270000015
4158.205078,4165.897461
4169.743652,4174.102539
4161.410156,4167.307617
4146.153809,4156.794922
4146.025879,4157.692383
4134.3588869999985,4151.410156
4144.615234000001,4158.333496
4152.307617,4159.615234000001
4156.538574,4159.743652
4150.6411130000015,4157.820313
4166.794922,4171.538574
4165.0,4170.6411130000015
4156.538574,4167.436035
4150.6411130000015,4162.563965
4154.230957,4161.410156
4140.256348,4153.333496
4135.384765999999,4152.820313
4153.333496,4162.563965
4158.461426,4165.512695
4146.025879,4159.3588869999985
4145.0,4157.692383
4160.512695,4170.128418
4158.846191,4169.487305
4167.563965,4172.05127
4167.692383,4175.6411130000015
4167.05127,4178.461426
4156.538574,4166.538574
4164.615234000001,4170.384765999999
4156.2822270000015,4167.563965
4155.897461,4165.128418
4158.0771479999985,4165.128418
4163.205078,4167.692383
4160.128418,4163.974121
4176.153809,4179.871582
4177.436035,4182.820313
4155.128418,4164.615234000001
4150.256348,4163.589844
4165.512695,4175.0
4165.512695,4170.769043
4153.461426,4160.6411130000015
4169.230957,4171.794922
4165.256348,4169.230957
4150.769043,4159.615234000001
4144.743652,4154.871582
4152.307617,4163.333496
4141.153809,4158.461426
4160.128418,4165.6411130000015
4162.563965,4163.7177729999985
4149.871582,4157.436035
4144.871582,4155.128418
4160.769043,4168.846191
4149.615234000001,4165.769043
4141.538574,4157.692383
4151.2822270000015,4161.666504
4147.94873,4163.589844
4133.589844,4156.538574
4128.974121,4152.94873
4143.0771479999985,4162.436035
4150.769043,4166.410156
4160.897461,4171.153809
4159.615234000001,4171.153809
4154.871582,4168.589844
4143.461426,4157.692383
4153.589844,4161.410156
4154.487305,4160.0
4163.846191,4166.794922
4160.128418,4166.025879
4160.897461,4172.307617
4152.563965,4169.743652
4161.666504,4171.153809
4167.307617,4173.974121
4162.563965,4172.820313
4154.615234000001,4163.846191
4155.128418,4159.871582
4162.05127,4164.487305
4160.897461,4165.512695
4161.666504,4169.615234000001
4159.743652,4167.692383
4166.153809,4170.6411130000015
4160.256348,4171.410156
4164.230957,4172.692383
4158.333496,4163.846191
4158.205078,4165.769043
4158.7177729999985,4165.769043
4168.461426,4173.0771479999985
4154.230957,4168.333496
4158.589844,4166.025879
4166.794922,4161.410156
4170.769043,4167.179688
4166.2822270000015,4170.769043
4167.179688,4173.461426
4153.333496,4165.512695
4144.871582,4158.205078
4167.05127,4172.94873
4165.769043,4175.0
4141.025879,4157.820313
4137.436035,4150.512695
4160.769043,4166.025879
4151.538574,4162.692383
4156.410156,4165.384765999999
4160.128418,4166.410156
4148.589844,4163.589844
4136.153809,4159.230957
4158.205078,4168.205078
4152.179688,4161.2822270000015
4152.436035,4166.9228520000015
4165.897461,4176.538574
4157.436035,4167.820313
4136.666504,4152.692383
4150.0,4157.307617
4154.615234000001,4158.333496
4139.743652,4153.0771479999985
4150.769043,4158.333496
4164.3588869999985,4162.05127
4156.538574,4162.94873
4138.589844,4156.794922
4146.025879,4158.974121
4148.205078,4156.9228520000015
4147.94873,4156.538574
4134.102539,4148.846191
4141.538574,4156.153809
4135.897461,4152.820313
4140.256348,4156.538574
4146.410156,4160.0
4148.846191,4157.94873
4133.974121,4149.230957
4135.512695,4154.230957
4140.256348,4156.538574
4141.794922,4152.820313
4143.7177729999985,4149.743652
4145.0,4149.3588869999985
4147.563965,4149.3588869999985
4147.05127,4148.589844
4152.436035,4162.307617
4147.692383,4168.205078
4157.94873,4170.0
4158.974121,4165.384765999999
4156.025879,4166.410156
4144.3588869999985,4157.94873
4160.6411130000015,4167.307617
4153.7177729999985,4162.436035
4139.102539,4150.897461
4139.615234000001,4147.692383
4160.0,4158.0771479999985
4147.436035,4151.410156
4136.410156,4144.615234000001
4155.769043,4153.974121
4166.410156,4162.692383
4149.3588869999985,4156.794922
4146.153809,4155.0
4166.794922,4167.307617
4159.743652,4160.6411130000015
4155.512695,4156.9228520000015
4157.436035,4161.2822270000015
4159.743652,4164.3588869999985
4152.436035,4158.7177729999985
4162.692383,4165.769043
4146.153809,4151.9228520000015
4143.333496,4150.6411130000015
4157.307617,4164.871582
4160.6411130000015,4166.794922
4145.897461,4153.333496
4159.230957,4162.436035
4158.461426,4160.256348
4145.512695,4152.563965
4149.3588869999985,4160.769043
4160.769043,4166.410156
4160.6411130000015,4163.974121
4153.461426,4161.666504
4149.743652,4156.666504
4149.102539,4151.153809
4167.436035,4165.0
4168.0771479999985,4168.589844
4168.461426,4167.94873
4160.769043,4162.563965
4160.256348,4164.743652
4148.461426,4160.128418
4154.3588869999985,4164.487305
4166.794922,4168.589844
4191.2822270000015,4184.102539
4186.794922,4183.589844
4175.0,4175.384765999999
4172.563965,4170.6411130000015
4179.102539,4175.0
4175.256348,4175.256348
4172.05127,4172.179688
4180.897461,4173.846191
4178.974121,4174.871582
4177.563965,4179.871582
4176.666504,4176.2822270000015
4180.769043,4173.846191
4174.230957,4173.333496
4194.102539,4190.128418
4195.256348,4186.410156
4177.563965,4174.487305
4161.666504,4168.333496
4177.179688,4179.102539
4175.384765999999,4173.333496
4180.897461,4175.0
4188.846191,4184.487305
4180.256348,4180.0
4155.897461,4163.7177729999985
4155.6411130000015,4167.436035
4166.410156,4172.692383
4164.743652,4167.820313
4168.0771479999985,4175.512695
4172.05127,4179.871582
4170.384765999999,4176.410156
4152.692383,4167.820313
4154.871582,4167.307617
4162.692383,4164.487305
4177.94873,4178.0771479999985
4176.794922,4178.846191
4177.94873,4168.974121
4165.128418,4157.436035
4168.589844,4171.410156
4175.0,4182.436035
4174.102539,4178.0771479999985
4153.0771479999985,4162.436035
4155.897461,4168.846191
4170.0,4178.7177729999985
4167.94873,4173.333496
4161.538574,4167.692383
4173.0771479999985,4175.897461
4179.487305,4181.666504
4160.512695,4171.538574
4158.0771479999985,4171.410156
4150.256348,4164.615234000001
4148.0771479999985,4162.179688
4152.692383,4163.333496
4174.3588869999985,4175.384765999999
4171.538574,4173.846191
4171.666504,4173.0771479999985
4166.666504,4165.6411130000015
4173.205078,4169.615234000001
4174.487305,4172.307617
4173.974121,4172.05127
4164.615234000001,4165.384765999999
4168.974121,4167.692383
4176.794922,4175.128418
4168.461426,4171.9228520000015
4158.461426,4162.179688
4169.230957,4167.820313
4179.487305,4179.487305
4170.0,4173.0771479999985
4187.692383,4181.538574
4188.974121,4183.7177729999985
4170.0,4175.384765999999
4153.0771479999985,4167.692383
4171.153809,4179.615234000001
4169.615234000001,4175.384765999999
4168.0771479999985,4171.794922
4168.974121,4169.743652
4176.9228520000015,4174.615234000001
4169.3588869999985,4171.2822270000015
4167.05127,4169.487305
4167.436035,4171.666504
4172.94873,4180.769043
4182.94873,4185.769043
4180.0,4182.692383
4160.6411130000015,4174.230957
4160.128418,4171.410156
4184.487305,4185.128418
4172.307617,4180.769043
4167.820313,4174.487305
4191.538574,4185.512695
4165.083939506727,4170.78360382287
4186.538574,4187.307617
4187.436035,4187.563965
4190.0,4194.615234000001
4192.820313,4195.769043
4182.820313,4185.0
4183.205078,4185.6411130000015
4173.205078,4178.589844
4169.230957,4174.743652
4165.0,4171.153809
4162.307617,4170.769043
4156.153809,4169.230957
4157.307617,4166.025879
4170.512695,4172.179688
4170.897461,4177.94873
4178.205078,4184.102539
4176.153809,4178.589844
4175.384765999999,4177.307617
4177.307617,4176.153809
4190.897461,4186.794922
4173.974121,4179.871582
4173.589844,4175.6411130000015
4182.692383,4179.230957
4184.487305,4188.333496
4172.820313,4182.692383
4178.333496,4179.102539
4171.666504,4172.436035
4174.743652,4177.563965
4185.256348,4184.102539
4184.102539,4181.9228520000015
