Max,Min
460.5780073795351,2.6681999237155805
359.664632789162,1.950070826697344
349.4793147962225,1.9567388326413715
327.6210204873352,1.6455411731972351
406.53998514349365,2.1001724610862222
183372.394666845,4.773190551999088
88.05536841781006,2.6592772829410127
25.274255308373885,0.5503102238691455
30.476190476190474,8.552338530066814
42229103.33789092,576.456074995494
5419.361709143943,0.637124042247311
0.992826982809889,0.2032973394313321
0.5486548752110822,0.0036397688809218
0.2067189744082068,0.0013269141448958
0.1243202675809211,0.0006716021955896
0.1980346089850739,0.0004637099008173
0.1528911679682466,0.0003186639854392
0.153603096516741,0.0002526816885853
0.0596456551875799,1.91541317732579e-05
0.0676223215388798,4.713320953279829e-06
0.0500993868883355,2.8973911874477e-07
-3.977205277372839,-644.7650585289579
-2.4862919745423024,-491.24224667919896
-0.3946421369466156,-392.44896601312337
8.985181877447355,-283.23617239653817
71.98491357361297,-161.49575312517612
131.4237231488988,-26.32270866952392
344.2906182925966,0.6770424274713984
483.6157532948995,2.4555272012605416
796.6429718996523,4.087276343320714
0.0133691174601137,1.843601179277921e-05
0.0337968773099449,0.0
0.0582551437842472,0.0
0.1170087111491453,0.0
0.1326000611828629,0.0001935781238241
0.1095055614032162,0.0001060070678084
0.1048701254314616,4.609002948194803e-05
0.0772579998735162,0.0
0.0403982705339956,0.0
0.0252252111785042,1.84360117927792e-05
