Max,Min
4247.233276494515,4060.466694058137
3170.019528849733,3046.2705316646616
3168.2738762512035,3039.974046165561
4241.316545339038,4060.384819996289
4219.615234000001,4062.8846435
52362.41268913185,13.288521483960812
25.345486142572685,3.0066775528292053
24.887452153428608,0.5376533582640748
31.49206349206349,6.1195219123505975
5372823.977316617,610.2280512727788
267.66132228099843,0.9548983982704142
0.9881115893635248,0.1066099836070377
0.6105392400830928,0.006203135860279
0.1741891044646276,0.0018397479470297
0.1228383593886701,0.0009268983276771
0.1749863540063489,0.0008475104614272
0.1430921786306671,0.0006046931756618
0.1062905904223635,0.0003302031575472
0.0571391134217453,3.085424991157903e-05
0.0696328874490167,9.85103077460358e-06
0.0490056320151686,1.5715471234577337e-06
4246.358984400001,3604.2948
4296.8203124,3653.718018
4353.158458103371,3742.6281735
4450.230663800001,3828.718018
4576.794922,3926.8588865
4734.4872068,3997.94873
5030.0769536,4046.538452
5260.9232424,4099.358886999999
5785.0,4118.205078
0.0313725075242369,5.200357015180229e-05
0.0356113575842561,5.200357015180229e-05
0.0431951914098779,0.0
0.0796901295726223,0.0001402247204192
0.1256480897054904,0.0003388764076798
0.1534036396983678,0.0
0.068037128347551,0.0
0.0658830419388337,0.0002011953579689
0.0419255721429043,0.0
0.0260159100085692,0.0001235242841303
