EEG.O1,EEG.O2
16.025182000897026,10.68312212973293
3.9949954303252273,3.20545426970402
-9.124555377833836,-5.664430629930672
-19.895969859950256,-14.752165062646572
-19.624637820549065,-15.576068983055427
-14.072559748064773,-9.876940635187838
-8.980500934704214,-2.412861291208222
-9.595795348216498,-1.4997725120884215
-10.276257886752289,-4.5608215114849795
-7.418405787412001,-4.857911123944967
-0.3582586116295654,2.3919195440863823
5.319078152365954,9.989078892217211
8.234845596653134,10.14044901011086
8.835864756741682,2.2058385660599935
9.841611105963661,-4.5937352095903226
10.083509803492783,-4.891652410576514
8.878885628846835,-0.7474766073492369
5.274565774915513,1.19830130527028
1.3111714922418103,-0.010336604420197126
-1.9757839401983655,-1.7602914328965287
-3.3188762192153165,-1.3381283030398081
-3.9566613573163587,-0.4467409736923966
-4.462346724642634,-0.3582539174957223
-5.541856793308234,-0.6756733811451693
-5.834424720501566,0.9728924021593868
-5.679633025691629,3.401708202567371
-6.2015704868034645,2.9040418051215218
-8.823548120458575,-3.229796108791793
-10.671685326238988,-10.267669297856559
-8.282321342327183,-10.501838593707426
-1.5683912236067679,-1.6785465175151377
3.6014298259446944,7.527906828808086
3.5727790001964683,7.8473131329628005
1.002732110361977,0.16765103871622333
2.1630236200955744,-4.810751045100311
6.9544936443960275,-1.5278351410265913
9.6115792250027,4.308164225575251
5.921660162603178,3.7663827260453493
0.019014393776300653,-2.3194185601530966
-1.9620215689696678,-6.327832909543192
1.1991320812650232,-4.31795865843489
4.557003530824981,-0.6197079467812316
4.84549431704292,1.0036793286037078
2.8720909742716567,2.1516722565172897
1.2764355273652646,5.822272944788998
-0.24955386440087596,9.267053861961225
-2.763489616230281,7.802613726881042
-6.12169659842759,1.4222462229629742
-8.338204176866236,-4.213538997348778
-9.00593179965335,-5.774294468255951
-8.495976632914598,-5.234699813590645
-6.861633541093103,-6.158372730854322
-2.940009335385876,-7.770630969913675
2.2859680748049445,-7.18941659844684
5.98683525696284,-3.7192137517012096
5.738472932117099,-0.4250634926418675
2.793569855686405,0.6235692446758918
-0.3543496019719524,0.6809862110074092
-1.9964100000915201,2.9466370034290623
-2.072741319834268,7.595830299785709
-0.228756599861911,11.201221145467272
2.783578944512863,9.789628494018217
4.971326419769453,4.109388005856225
4.32823061980731,-1.0270205500246607
2.0022689463530066,-1.7206100167553529
0.2626492369039628,-0.20981185852703765
-0.19979036166014597,-1.617722398349891
-0.9832055015703874,-7.2896735281577465
-2.335347885910618,-12.088614552561847
-3.137737402828135,-11.055891541470974
-2.6853177002349518,-5.0071610982100765
-2.020547450732453,0.8899595068033304
-1.2144741868637772,3.921643474940936
0.4146335011349933,4.952827471428801
2.3816387310808698,5.279314067380846
2.0448636524477393,4.257845580965041
-1.174565474345641,1.882383529792964
-4.309071842224316,-0.5072932753124191
-3.885371519230257,-1.598691110307863
-0.835234419369322,-1.5783506721964717
1.3930708311159217,-0.4428414802984664
1.3254089079838123,1.63867275910395
1.3108500385655335,3.330116241958918
2.9370004928159794,2.821117779820872
4.252225187520489,1.1837360339054634
1.8463648370022347,0.7407778136834771
-3.429998914196736,0.9356263952322728
-6.54619020958107,-1.2992635810303401
-3.819249112858938,-4.715242350205366
1.645059424121119,-3.797932499995241
3.6782810248246016,2.3413968648380727
0.5022396656806689,5.3632335375572495
-2.8908969892069765,-1.2443682140133152
-2.0658104031045337,-11.548398488904708
1.2427259717453234,-13.714660676365686
1.8992819397168481,-6.354464581557789
-0.8174969068954737,0.7338924183886295
-2.7128170702038235,1.4029271638875587
-0.4279797625644459,1.2855929622023998
4.039548821980737,6.612759335892603
6.506731287646613,13.214776879298352
4.9088560554240175,12.226467226574174
0.633467757630137,3.909128466384523
-3.8529409092790488,-2.48917447546408
-6.211004648541683,-1.289937894189926
-5.345062401967278,2.5652880695397777
-1.8037600523975996,1.9619322731713114
1.9105284360578092,-2.5193569432562493
3.4114349028165862,-4.326636578281081
1.9462920732217908,-1.3524635015832387
-1.1396134514021834,1.0099746190298713
-4.001790678009052,-2.5451667754467118
-4.971283355100695,-9.223129290995779
-3.3333312402121713,-11.567115474056939
0.43215897245336554,-6.706490899933798
4.004960969065594,0.41372028657369064
4.796085359601236,4.043637767226329
2.1916990830817475,3.7811739249238276
-1.05006028940758,2.9450830542086104
-1.6102301261906697,2.8658129213817363
0.8069639690860879,2.5068580871339625
2.732932566469157,1.5931495540163896
1.343822707652735,1.4276880257803395
-2.1176054910186632,1.8182675573090803
-3.626345395688707,0.9965949968946131
-1.4900829146905998,-1.1027693911995424
2.095728945768996,-1.5111697343247235
3.7942520944524505,1.1899634437186968
2.739979534183072,3.7449842284358645
0.13821991694894087,1.955820905766731
-2.417317619046186,-2.7012505533200053
-3.9313182076758544,-4.2802124898478695
-3.6473469417785376,-0.22637029435219258
-1.8438607720001552,4.469868825502995
0.257138579983352,3.761808693626105
1.6439981956213816,-1.4230648104589547
2.674768363371951,-4.100768712029718
3.348131629392543,-0.5825175031012568
2.167299268163913,4.455909394474977
-2.0245431380548693,3.2532111433466917
-6.719007606872497,-5.149003013884492
-7.258671273364129,-12.81243108089169
-1.9741635018935564,-11.21903249724187
4.930104607831513,-1.5478616774116052
7.518035936229162,6.058122800661202
4.105778946788586,4.189549884173316
-1.040094500157715,-2.5567555587781534
-2.5772051301562886,-3.808812257563051
0.34896584832142147,2.72596163456076
3.2279066510465473,8.353686770706911
1.762718388453603,6.185456241448387
-2.8894339197913563,0.5884508107321125
-5.3834989131496975,-0.14042551434656936
-3.25784698601317,3.529090042949604
0.25916836348006567,4.39235293947208
1.3221515919987796,0.808140415944159
1.101803746267642,-0.7385562412746682
2.595783445079327,3.017620257798212
4.272253047426851,6.2933286093389365
1.4216616685234702,3.136339731564915
-5.2210591820916665,-3.528318219208444
-7.9749033724159535,-7.349200951553476
-1.9872594413583458,-8.081236868200437
6.712661166331342,-9.722928876315617
8.065866749205771,-11.548801552946301
0.9686281693507294,-8.560539850949835
-5.184294158645169,-0.3425869946945701
-3.1060134042492784,6.55416366358437
3.243433894587577,7.097533411646997
4.587433320676069,3.624530001209222
-1.226253762578635,1.4768707568392192
-7.424556834229911,2.0249888703034697
-7.781560636463817,2.7591656245937006
-3.7256111356468606,1.695377783640125
-0.14679152808467988,-0.1892024216025705
1.633219033153126,-0.3139575773313217
3.6005262505380533,2.741342081757594
5.593550979008388,6.676991476238523
5.023575383373345,6.70933737341878
1.8513861617824232,1.240475112693539
-0.017654911540006868,-4.422832670964019
1.5494656954773616,-3.895043724020678
3.322442254519267,1.2329223313833673
1.2901318938500084,2.5699575608491196
-3.03345884635245,-3.3186703767405503
-4.612212216985879,-9.550473371338704
-2.048704790667755,-8.264975418127218
0.5576409542643233,-1.3813573391092855
-0.31058575500359975,2.893932972451571
-3.0347451899069187,1.462190464226804
-3.761810032441226,-1.030075866784717
-1.9015816552420726,-0.40001796282161384
-0.11152005502904783,1.8526167792959125
0.03251003360600935,2.4575101568610163
0.04187373049306853,1.2801966440152475
1.5420410486101925,-0.0647815347835341
3.4383385689046855,-1.1598171404457296
3.2830617768595243,-1.940970662625178
0.8669492683461938,-1.0230638471364617
-1.3697525204552299,2.090032517446927
-1.4803679978300048,4.638411127442976
-0.3368962359539175,3.3843384456266263
0.11225361863309669,-0.4217717823781324
-0.3737961924588391,-1.9339475029301445
-0.4359090473654674,0.8879165312974998
0.45752606936517815,4.1890506999970905
1.3894411865005736,3.201774675328374
1.6312838585404454,-1.5802897820484876
1.5427648162152392,-5.202473167342406
1.3972387719109054,-4.434692007674308
0.7552748329588355,-0.9115069834192486
-0.5093412286299794,1.6325426992445806
-1.565547548703079,1.3198351252518647
-1.7532952866230902,-1.0298247316431541
-1.392293175730519,-3.102521322329608
-1.0115881149516954,-2.6166314288792374
-0.6237557241074585,0.7240537571608722
-0.32296791043569595,4.024390465258385
-0.508770264384663,3.6919925868958856
-0.9826665744958707,-0.015194718144118546
-0.935188849493181,-2.837517473447447
-0.5362167979214094,-2.2346943351150497
-1.0995898204708086,-0.9170188610960162
-2.627485540789772,-2.2813317452622517
-2.7508781417400927,-4.418653517486143
0.1274002578038511,-2.4975584591269957
3.8747889685138057,3.5747047461709367
5.089808697461015,8.180168976354677
