,EEG.O1__sum_values,EEG.O1__median,EEG.O1__mean,EEG.O1__length,EEG.O1__standard_deviation,EEG.O1__variance,EEG.O1__root_mean_square,EEG.O1__maximum,EEG.O1__minimum,Etiqueta
0,,,,,,,,,,
1,1865267.048834,4165.064209,4163.54251971875,448.0,8.45479911051748,71.48362799920716,4163.551104181856,4187.436035,4137.307617,4.0
2,1865861.1528420001,4166.410156,4164.868644736607,448.0,9.515965198640242,90.55359366173222,4164.879515844822,4190.897461,4136.794922,4.0
3,1848453.0781410001,4153.589844,4153.827141889888,445.0,11.61522357689637,134.9134187412893,4153.843381510653,4182.692383,4118.333496,4.0
4,1869204.6193859999,4169.4230959999995,4153.78804308,450.0,226.7951297730399,51436.03088877001,4159.974896285211,4539.743652,3689.2307130000004,4.0
5,1869626.7924990002,4153.846191,4154.726205553334,450.0,20.8116841904772,433.12619884415864,4154.778329744012,4206.666504,4116.666504,4.0
6,1881861.537604,4171.410156,4172.641990252771,451.0,9.29193612350111,86.34007692322484,4172.652336212248,4204.743652,4145.897461,4.0
7,1864537.566414,4179.807617,4180.577503170403,446.0,13.731146246639995,188.54437724661562,4180.600053149276,4220.897461,4149.871582,4.0
8,1858288.333745,4126.538574,4157.24459450783,447.0,235.90240584176462,55649.945081932616,4163.932343788321,4747.436035,3767.179443,4.0
9,1876264.87256,4168.974121,4169.477494577778,450.0,9.355182790625342,87.51944504601258,4169.48798981789,4199.230957,4139.615234000001,4.0
10,1867698.844244,4169.358886999999,4168.970634473214,448.0,7.399237885398625,54.748721284718314,4168.977200683794,4189.871582,4148.333496,4.0
11,1882800.510266,4165.384765999999,4165.487854570796,452.0,14.936488336476506,223.0986838256987,4165.514633903072,4203.461426,4128.717772999999,4.0
12,1870382.176773,4167.05127,4165.661863636971,449.0,8.869835235162718,78.67397709893407,4165.671306780762,4189.102539,4135.128418,4.0
13,1872648.458499,4159.230957,4161.441018886667,450.0,11.658502151796151,135.9206724234355,4161.457349816879,4195.128418,4131.153809,4.0
14,1871721.663095,4170.128418,4168.645129387528,449.0,14.293600219798943,204.30700724343637,4168.669634520539,4199.615234000001,4116.025879,4.0
15,1871002.81495,4168.589844,4167.044131291759,449.0,8.818159481385594,77.75993663915065,4167.05346162846,4199.743652,4136.410156,4.0
16,1882076.798357,4165.640869000001,4163.886722028761,452.0,9.542528784047517,91.05985559437539,4163.897656492413,4188.589844,4137.692383,4.0
17,1866368.465824,4217.820313,4175.320952626398,447.0,125.47724589341844,15744.539236997396,4177.205955740991,4388.461426,3841.1538090000004,4.0
18,1863882.6919,4160.128418,4160.4524372767855,448.0,24.831536284474417,616.6051942471695,4160.526539758711,4218.333496,4108.077147999999,4.0
19,1857565.7651550001,4166.922852000001,4164.945661782512,446.0,8.559930254375788,73.27240595977793,4164.954458095181,4190.0,4133.077147999999,4.0
20,1863241.153823,4158.653808499999,4159.020432640625,448.0,10.864148780628588,118.02972872763361,4159.034622223159,4187.820313,4132.436035,4.0
21,1875792.050787,4168.846191,4177.710580817372,449.0,57.50471534290714,3306.7922866687795,4178.106328153951,4389.615234000001,4085.512939,4.0
22,1865175.1279409998,4169.102539,4163.337339154017,448.0,17.824622004894856,317.71714961738195,4163.375495525677,4195.512695,4099.871582,4.0
23,1881761.282234,4171.025879,4172.419694532151,451.0,9.511814355269136,90.474612329104,4172.430536501727,4201.025879,4144.102539,4.0
