0,0
19.633,-3.7197
23.242,-11.226
12.649,-20.59
3.3237,-25.561
4.825,-21.794
11.167,-10.433
11.148,3.3548
2.5016,13.475
-7.9943,15.624
-14.855,10.297
-18.611,3.99
-20.536,4.359
-18.221,11.817
-9.2787,17.731
3.3942,13.675
13.35,1.4113
16.773,-9.3085
14.846,-12.252
10.933,-10.12
7.6749,-7.8461
6.2028,-5.3431
5.5416,-0.55843
2.7126,3.581
-4.1249,1.15
-12.094,-7.7406
-15.372,-14.994
-11.467,-13.806
-4.0334,-6.4077
1.3184,0.19987
2.2877,3.4119
0.30349,6.0987
-2.1212,9.916
-2.774,12.196
-0.037892,10.6
5.8511,7.2625
11.797,5.7625
13.546,6.1042
9.1606,5.7179
0.73145,4.2763
-7.4263,3.6916
-12.226,2.969
-13.352,-2.5048
-11.444,-13.479
-5.9264,-21.772
3.4314,-17.893
12.91,-3.7812
15.813,6.8977
9.304,3.7009
-1.3277,-8.1965
-7.7891,-13.793
-7.3468,-5.33
-3.9268,9.6452
-1.5651,17.66
-0.064735,13.953
2.3776,5.6616
5.2838,1.6988
6.3391,2.612
4.1243,2.0484
-0.8363,-3.6208
-6.476,-10.38
-9.7034,-11.85
-8.0614,-6.7827
-2.3756,0.71459
3.1654,6.6471
4.9441,9.8906
3.3495,10.148
1.3192,6.8165
0.51835,1.2487
0.5486,-2.7346
1.0697,-3.0768
2.3659,-2.4016
3.6874,-3.8309
3.28,-5.4632
0.95486,-3.2458
-1.1471,1.0717
-1.5192,0.58103
-1.4618,-5.9876
-2.7661,-9.9764
-4.5102,-4.4539
-4.1931,4.4144
-1.5143,5.2426
1.0425,-1.5386
1.5195,-3.7298
0.64142,4.5006
0.1516,13.802
0.35796,13.253
0.18536,4.9164
-1.028,-1.7486
-2.5004,-4.0742
-2.6346,-6.4124
-0.56001,-9.4368
2.7803,-8.3643
5.3056,-2.0968
5.8297,3.5552
4.8882,3.9696
3.1603,1.4342
0.28898,0.44101
-3.3054,2.0279
-4.5976,5.3449
-0.76728,10.167
5.7827,14.057
8.0399,10.896
1.8073,-2.4389
-9.1142,-19.313
-16.79,-28.097
-16.694,-23.895
-9.8038,-12.139
0.5084,-0.78594
10.219,6.9013
14.426,11.054
10.15,11.525
0.95702,8.94
-4.5906,6.7597
-1.7027,8.2832
5.3142,12.049
8.7155,13.11
6.3738,8.8884
2.1853,1.4528
-1.0641,-5.9389
-4.6814,-11.866
-9.1174,-15.687
-10.613,-16.199
-6.2125,-13.103
0.61516,-7.9657
3.8137,-1.9952
3.0387,5.1265
3.0106,11.886
4.4424,12.928
2.0507,5.0809
-5.3666,-5.3436
-9.3569,-7.2201
-2.9203,1.3732
7.0856,9.2472
7.5775,6.2823
-1.773,-2.9644
-6.9494,-5.8029
0.56924,1.0946
11.426,7.9947
11.532,5.9898
0.97165,-2.2352
-7.7067,-7.8546
-6.655,-6.9435
-0.80116,-2.7915
0.67502,-0.46285
-4.6472,-1.8902
-10.798,-4.3592
-9.8479,-2.5169
-0.00058782,5.5274
11.204,13.472
13.583,12.253
5.9571,1.6364
-2.1758,-8.4611
-3.2759,-10.786
-1.2397,-9.1596
-2.8569,-9.486
-4.7707,-8.294
1.5075,1.3549
12.951,15.373
14.755,20.262
0.66776,11.063
-15.662,-0.85754
-16.891,-2.6967
-3.7752,3.2089
7.4492,4.083
6.4845,-5.2037
-0.95751,-15.781
-4.6481,-16.824
-3.1069,-8.3478
-1.633,0.67857
-2.5137,3.7408
-2.6773,2.6152
0.38795,2.3473
4.5929,3.8054
5.8673,3.5198
3.0709,0.049414
-0.43975,-2.5579
-0.12768,0.28824
4.4345,6.7666
8.1113,9.9019
5.7014,6.2774
-1.3016,0.30412
-6.0581,-2.104
-5.09,-1.2157
-2.2884,-1.4284
-2.215,-3.4435
-2.9733,-3.3177
0.051179,0.39098
5.4399,3.2809
6.3327,1.2112
0.30805,-3.6574
-6.4831,-6.0709
-7.6579,-4.9319
-5.1792,-4.0839
-5.4644,-6.5033
