valorAbsMedio,frecMedia,Frecuencia_en_PSDMAX,FHist2,FHist6,FHist8,Decil 1,Decil 5,AH0,AH4,AH5,AH6,Etiqueta
0.006724390064617609,0.4405585037219858,0.1176630456503841,0.40218730960008464,0.14712704837771792,0.34320078598932646,0.9503780076526024,0.19726673080004298,0.1739263614080567,0.2644331236062667,0.3372876433437527,0.30095900825284794,3
0.011044023923236484,0.34907817042015654,0.07590210531386998,0.45760961331722905,0.20086334685211543,0.09680069610650656,0.9753562313320623,0.16903819017586202,0.12415859922083493,0.49088799724176496,0.4706826000562637,0.33193920908595065,4
0.017560468900992943,0.11643534993065283,0.047092547092547066,0.24221781502378323,0.049014904152926544,0.011261023572128737,0.8866990605505283,0.16108709745503844,0.09275033888333828,0.16569034575702882,0.08841388897095086,0.0507658848814,1
0.012666084415023333,0.275169888384426,0.12631883220118512,0.17499311749244106,0.24382745812242715,0.055936632876313654,0.9844163332974519,0.191376192342438,0.058740034080683685,0.5323806076176475,0.25427444513437125,0.05302582372508444,3
0.009780194289647659,0.3140579265927196,0.030565635345047082,0.18504815702669664,0.18116751011714455,0.07735302956414278,0.968390308294714,0.20621094230708398,0.04110981048720761,0.15377365553526076,0.4662261335418267,0.35426783999359124,4
0.013692601122407149,0.3091129244385818,0.0514075644430681,0.2914254236836502,0.2626895969815103,0.14477328463402475,0.9641292188050701,0.2019313558851805,0.21278839103317818,0.30966587246323923,0.4038720749049091,0.4256101756541084,5
0.01061508395084439,0.2932298777878675,0.05313221905150145,0.3940334027105903,0.11080021952630932,0.06061462757281938,0.966722056227969,0.20068316694165347,0.02648112954891672,0.4003759234562479,0.10623488059821246,0.013501713926134178,2
0.010286052009123584,0.37016003611889914,0.07527088465621184,0.28938393932851625,0.23771750733239186,0.07284257469739931,0.9784195086818919,0.18058668948192225,0.16286857394394155,0.442301310970345,0.5637101145017651,0.42974868124478527,2
0.08807921589558552,0.0,0.06808468024594921,0.006246795201410719,0.002607455745858073,0.0,0.9840879392035805,0.17028546649688364,0.29653923799805176,0.5798482577496585,0.5109840901473418,0.3653558532718246,1
0.015311364923636859,0.26456272524625546,0.1033228619617435,0.10125985288485127,0.29436498069687855,0.12884353599105222,0.966576691483467,0.19708439806697042,0.16927311315381552,0.445308301094342,0.4448438586986919,0.21976448428408776,1
0.010769567218549853,0.43679008017253107,0.1183881111177873,0.2449276477872471,0.5076961700170366,0.1910238966910042,0.9705501214095954,0.19274656541216356,0.22514029106558772,0.36510098941041086,0.44087256247764134,0.48542972215708,1
0.003369499549902645,0.7057607084930725,0.09682949788699952,0.34716608159626583,0.4893752265075892,0.5991316393863516,0.9750982247497141,0.19097099543356968,0.06408243580097316,0.44161610077396274,0.4948010988462217,0.25722923218413113,1
0.008496042137457655,0.4285450584901154,0.07590210531386998,0.5467711412929865,0.35661026623917513,0.10172343355464793,0.965264754255543,0.1932354536598368,0.02545847850082692,0.2651608666131345,0.31231651266012717,0.035352452633614015,5
0.008458778007388885,0.3367744704037129,0.026528258362168378,0.2036179130221612,0.17903023405118118,0.19606633655062009,0.9724159335074333,0.16872589406215285,0.037282109075052784,0.39035099793419736,0.2611109963813998,0.060920422791108035,1
0.010478421305803929,0.2902183482789572,0.06089847583568664,0.42778947219342545,0.13432972774479607,0.038758814063019266,0.9651748089975425,0.2045509583231885,0.352652448862284,0.45882811523807887,0.33730772515432483,0.29454147514507695,1
0.02955109993497338,0.1714290085057767,0.04823319702212442,0.2476162575846456,0.14747205414910475,0.05060102641779517,0.9738896495106644,0.19134408969655103,0.11278625444195699,0.5339044307296698,0.4065341326032517,0.31236686919553697,1
0.011037009221812971,0.27278367488650845,0.045400710619818374,0.1042456175273786,0.22728725933840802,0.05658402034078729,0.9897686026188957,0.16595863283565981,0.7218248553188992,0.40512327090660927,0.13645037213253983,0.0663771331233066,3
0.0023356501579308983,0.7116776335349728,0.08310449486920074,0.45154242797513877,0.487465063535832,0.9100989545388964,0.9340079825935867,0.1726887871366279,0.09228517344769364,0.2561439334485903,0.12323403873812179,0.04420312257675844,3
0.006056243164848836,0.47636004461476933,0.02393855650863147,0.3406248915908895,0.2888403858890395,0.4578433519462306,0.9726693849454657,0.15383833238552805,0.030503005743682567,0.37626099330657525,0.07465719108245822,0.010984394841603233,3
0.029115631122593272,0.12549053922729758,0.1183881111177873,0.13847011830631095,0.04900061163844842,0.055892156498647844,0.9728105291572918,0.14782668392736686,0.31017097893735596,0.3616477576678888,0.41800855013861343,0.24483560027889179,4
0.034646594466461934,0.3163787442659411,0.20370414778222745,0.08738849496657182,0.1801918635507424,0.24822501032488248,0.9318485157348965,0.26690894223104017,0.030314640868746037,0.13478295809992966,0.20668901747186819,0.03276486347801679,1
0.019355270947330024,0.20799810724201248,0.0,0.1646650873310107,0.1673559356029121,0.08646816035145671,0.8876376081508128,0.10436347490616685,0.009468208250934222,0.1481929843212371,0.07309674274224057,0.020667020992732883,5
0.013524459751202738,0.246983791217194,0.01778124937411124,0.17376809887022865,0.20294818641274012,0.011362684377794514,0.9433075483172157,0.17419947356376497,0.08024023789465166,0.24616767446068294,0.30915487060911506,0.20945307140211394,2
0.035569108190208885,0.09383969195132841,0.08245708906647442,0.10250795615585757,0.07642887545945268,0.0016251455321425752,0.9663813064091116,0.16349693846841284,0.030831304765356553,0.32161126215233937,0.31253922392436245,0.06656281431782153,1
0.015162456042112776,0.2180710845814577,0.040442936871034035,0.11283212642984233,0.28820408723898927,0.012786814274996679,0.973949835611171,0.21961221794272437,0.11912057614509798,0.3667286363956925,0.5435265524710381,0.3565470646358144,2
0.02048409487670333,0.5619773107339114,0.07181692308316984,0.22111689231505513,0.6309064904774166,0.095598412724582,0.9192471997450344,0.23474937597284265,0.12198234146768411,0.20199766890942034,0.25620579723166037,0.17141103506444152,5
0.03315978942028295,0.30171362140301283,0.21180876845120067,0.13579800219637567,0.26466854623415537,0.05669154706862155,0.9691291960211854,0.21913006758155654,0.05024848276868967,0.16183534037859004,0.40944610701163536,0.23887977146496087,2
0.042543656151175696,0.033636109613144075,0.0975092739798622,0.028664840420492416,0.025762336078234343,0.001473315194301318,0.9763899821632085,0.141552420517142,0.04427931223407454,0.3845510257462178,0.4527113134282435,0.15575428529316457,4
0.01179371112966774,0.3597283090350778,0.05911796536796532,0.7753539735857045,0.11780494970593726,0.06923860180549667,0.9423338532179928,0.2341381113346177,0.043452706926117725,0.16211652110091235,0.28635249147684205,0.3580190063727337,1
0.013265400829660844,0.20666441739641042,0.11049295380606378,0.20142579282721726,0.14871460464581612,0.0968984843268372,0.9231449934398445,0.16273197474110512,0.12148306124993383,0.18892218161307653,0.13488971834716212,0.06195603554030087,1
0.015028520303816538,0.2824599994758424,0.06808468024594921,0.188982207690219,0.38863159460367047,0.03371666986730184,0.9128862730674125,0.20915622002740014,0.03144807945865542,0.15086542955063048,0.22635663668189654,0.19886849161246997,5
0.012154313688704,0.18655954738414135,0.13840337843496148,0.10737752263467691,0.1786356348027757,0.010458154007701025,0.960934035425187,0.1802370226991875,0.5569563248998023,0.39262308758546394,0.22149488766933345,0.14036932020557683,3
0.008858598810489188,0.38436763531418905,0.08181258642878264,0.13767645338642484,0.5643849705767268,0.017670663272376683,0.9788965017294691,0.1907563446603793,0.3923252588824166,0.5011859843282385,0.509094123458962,0.3391421111200969,4
0.019494232021836127,0.2864623291808484,0.1176630456503841,0.28465245114041504,0.20098821868585467,0.02471609558517411,0.9829816776863013,0.18894757271881818,0.06628581599691064,0.36759255534654617,0.569536906517641,0.4856755272279852,1
0.0681864424973452,0.09184964692098288,0.0172817598299001,0.07282373329619492,0.02638941879856477,0.05085628774267674,0.9765887174948412,0.16763684811751156,0.036272108254224965,0.4843307625630931,0.20407218613879946,0.03613954838563509,3
0.00976101041130896,0.35444251468686405,0.059708813360609625,0.63924182362909,0.2375606448735939,0.0907459834827924,0.9737466302710194,0.22745957046828777,0.034378415913049576,0.06897078798687353,0.3439447036785184,0.020869026019759523,3
0.012642349102573499,0.14586995884497092,0.03933986260489894,0.12273999735057664,0.08859952964288377,0.008852049686629714,0.9475737103429502,0.21712658791234019,0.09330825951776983,0.21856295200456813,0.3664036141843539,0.21701933660287107,3
0.009261939458683963,0.45861033050053635,0.05313221905150145,0.34879213244432594,0.32704560295932394,0.11076924852082427,0.9488584136924766,0.169259653874041,0.04737672856180015,0.25067298701899704,0.2997070165843577,0.2756871627433372,1
0.010286052009123584,0.37016003611889914,0.07527088465621184,0.28938393932851625,0.23771750733239186,0.07284257469739931,0.9607983000127894,0.15185764250566477,0.04172502499768018,0.31785637574665365,0.32546635076940916,0.170800691676669,2
0.011914976154688374,0.2806683143290986,0.13659860638470261,0.19803066222540672,0.16259494009056563,0.11306318223211756,0.9512930580322209,0.19353414648678852,0.10368150910161288,0.3026389720797033,0.298274948737841,0.2122293218818396,5
0.034421156496956117,0.2874354339047426,0.1183881111177873,0.17153687607403578,0.3011909055210524,0.10556060661374432,0.9514037317528174,0.16289811644470617,0.049654546861062646,0.2595037472797184,0.375352186633465,0.26397469891353853,5
0.036673040409150724,0.1964691568922155,0.1047116635351929,0.10071379263619279,0.2992117184142489,0.008245906458884482,0.9869719102311977,0.2076765675437301,0.09209971515630513,0.4036629504181997,0.6236901477609567,0.7058655281862084,3
0.011880274152027203,0.29418519580327257,0.08310449486920074,0.08645363780892859,0.25215374994339007,0.0997928159121281,0.9793820931314022,0.20910047469259882,0.23775717946869435,0.42508622656825895,0.6337997339951396,0.6019988984168042,4
0.006721407738895318,0.27153487654250985,0.06808468024594921,0.20355538837077128,0.26354943772019984,0.06124163609116323,0.9424756225202195,0.16789791556426667,0.01000832292384391,0.2572587378441264,0.20686322734667734,0.04154423447567827,1
0.09798554798865564,0.16394246305032648,0.016784505138235845,0.18598251903146887,0.10093545604063643,0.06817152870135189,0.9668515109096875,0.18493541122746565,0.12463052152386474,0.4629898723473338,0.24828382613863095,0.11519997777221598,3
0.009232201684054166,0.3703553648281959,0.05313221905150145,0.50638568988782,0.22887678646170143,0.1089665297640161,0.9250832419809587,0.21249176766261854,0.025804486553954255,0.24804465203130335,0.2027698471479316,0.058395234381325226,5
0.02613375140655376,0.45671756582989564,0.15431913316910012,0.16886330325813603,0.6276041993776627,0.08687980633224983,0.9702909095927786,0.18974455372690383,0.07903922095826006,0.44445413806803297,0.2746928416128295,0.1267437212018974,1
0.03358445673918632,0.09486916003763946,0.04652606701516154,0.17788275776190715,0.04306587548181745,0.01829721043133305,0.9639862869306155,0.16698391131937598,0.08900803630121447,0.4171685030238935,0.33953114274730933,0.27636590922647686,3
0.011728435314157806,0.34120509533264465,0.047092547092547066,0.23863748064679322,0.2889386500369695,0.06817820802674757,0.9794870530919619,0.19658918906650924,0.046034624418484035,0.19383371134320834,0.5163828720592052,0.41693822842624706,1
0.014292419170031143,0.34515849959231426,0.03824665924942272,0.38605345698754434,0.23850578577135423,0.11875180466457765,0.9772031086152343,0.214817779019205,0.09374173495346982,0.3296075808456348,0.5022168532781998,0.4146305936063586,2
0.0804099818928119,0.06093426764933702,0.010111667985579859,0.041468626597873884,0.050321181054384614,0.00367554941238203,0.9521891567074134,0.15409442462770948,0.18655734387258982,0.26932307421074797,0.21464043903924804,0.10393416683418433,4
0.010331916314593487,0.38863679267728074,0.059708813360609625,0.5268423091169545,0.2949105468655023,0.014059212879957534,0.8953221936388407,0.05983121439430092,0.0025875148497288216,0.08481808422807136,0.022503900965068775,0.002017675567458068,1
0.0149643778138179,0.2640972384417384,0.0674724027401421,0.2527846835644766,0.1179072646804486,0.1808931906756462,0.9799351535735972,0.175423793958523,0.3050768633884057,0.5223792441860813,0.45608191268310094,0.4987735628736677,4
0.007310479391071601,0.3140231208590858,0.10838504261797854,0.1940491003309207,0.20390492090089463,0.06626824075448691,0.9653172376842034,0.19193729872651316,0.1114744132976237,0.4484345586048907,0.2784369343638418,0.11770261030568129,2
0.02109251486216187,0.20141172688971198,0.010111667985579859,0.14432729086976703,0.13161016034798412,0.26567329865063005,0.8910052551387427,0.3021656832029496,0.013655299566467913,0.016927045723715936,0.14279133762411989,0.10310014987762466,2
0.01722105377868177,0.12007835384675619,0.06869971575853928,0.07341205651571325,0.13064256732694307,0.0068889529072862525,0.9557972352700204,0.23409930280546076,0.20485749691884642,0.30987731672746066,0.2688855942660463,0.15576437165979767,5
0.0451859693051619,0.16910948618449873,0.03376323791548705,0.08096759190551137,0.24682737609219782,0.03803229636303793,0.9545363428250171,0.17407338492177793,0.05750314359438175,0.2554711350251327,0.2965563322384044,0.3596822404149637,1
0.007702351690828353,0.35737011753593734,0.010595044963848665,0.32948524166922655,0.3027672782940233,0.0855807222687447,0.9754627270679709,0.17793193845030525,0.10510332333568483,0.5019203370219383,0.35904692169636027,0.1099258364484726,1
0.01258989427698472,0.3734070691275629,0.09097347126825278,0.8540764372976551,0.19513276663195736,0.004411822199965901,0.9629404072748332,0.20951484423835337,0.1085459200378097,0.3404409969318922,0.23672115103072927,0.07151911691558574,4
0.016612217141499876,0.26850005572238655,0.04652606701516154,0.23824663998913295,0.13772647380398723,0.04957392425222669,0.882206968072522,0.1976211664554924,0.023399987908218036,0.08225882963045321,0.17270159597827373,0.12064182385259614,5
0.004024040996836163,0.6993885870526964,0.08572354561659373,0.24851620182847392,0.295851807280505,0.9303766812017468,0.9679949376366197,0.18012855640559045,0.2726776366955443,0.40026335439970906,0.38044492248687434,0.3405646734934964,2
0.00443074555592101,0.5347966883302278,0.05255476199021397,0.5237798913053164,0.28276155940556497,0.3860219511689361,0.9762225393924931,0.20912627498951064,0.4550707899199693,0.44253687103445327,0.5828123153714944,0.3415418956074071,2
0.060675392962879375,0.035931903622744454,0.028524114790670047,0.027087297539442,0.01788094573759578,0.0008933718942142265,0.8598970775046942,0.1466044733375395,0.010028299380550961,0.047605551676917934,0.00037729316720487723,0.00041610807171170477,5
0.008425116496158416,0.4695391967290794,0.09819211903928404,0.5053697222406871,0.2399699992347507,0.21846822690364326,0.9729014082175581,0.16380153890471838,0.013441274553196145,0.43350537621103447,0.11151030392312025,0.01483572832351863,5
0.055208516773025414,0.17029490399849898,0.13352122175651582,0.08033595144259004,0.15457613720071225,0.0010992904711991057,0.9541563818917734,0.21089256970040096,0.25891311529021166,0.2791978890160058,0.3469711577158947,0.19162744211031274,5
