valorAbsMedio,valorMediaDiferenciaAbs,frecMedia,Frecuencia_en_PSDMAX,FHist3,FHist6,FHist8,Decil 1,Decil 5,AH0,AH4,AH5,AH6,Etiqueta
0.025948281572237854,0.07784322984664548,0.18190655731178434,0.3375340385095863,0.2784713711399801,0.1269584405822398,0.010696722492385864,0.9758613772898301,0.4422032767027963,0.04212356365402514,0.3938966003316144,0.09950351780175513,0.009195180918021621,5
0.02433814241887142,0.10665837490895479,0.24491215689354362,0.1452168344998296,0.2701819757804906,0.22082512221969733,0.011034804928807911,0.966077260069376,0.42745027262861096,0.06307064717925238,0.31233036844554596,0.18486711157998392,0.12336981537468808,1
0.013387283386274085,0.06059306432180604,0.3376608594053502,0.23198794343920245,0.39329458356549085,0.23330495797084905,0.05765012463496926,0.9617715577796981,0.4373360780149953,0.026413912121708967,0.3101819872571683,0.08604267997420484,0.015830031020979293,5
0.012100123817757564,0.030553641863428085,0.27980797438772603,0.10576940434890184,0.39532228879616943,0.27693940424831637,0.011002585575281765,0.9811810007079377,0.4507184143987068,0.06654894322229124,0.43303731222760744,0.38432785500478395,0.34229163348672725,2
0.08498727948909163,0.04336803728834647,0.015229191460420202,0.10506182712646364,0.01694735907492558,0.0078648288197982,0.0005573950754577486,0.9574509602342589,0.4454425556629173,0.24966383642579357,0.39045449589622855,0.31634581653259414,0.18722478555502048,1
0.02123119378610484,0.07886569366802336,0.2694264222904046,0.1782909553576653,0.3166531200190203,0.1087622489443757,0.07206202159097283,0.9489766240369258,0.4590691400507931,0.16036208927216747,0.29482021460627056,0.18305137227356733,0.1894934036743105,5
0.022806670052411222,0.08228833009294766,0.2698389057315759,0.16494054957529344,0.334743403755825,0.12640352132672164,0.09255941871114576,0.9866301601794398,0.46294605169318054,0.16673245220873292,0.37943151943679815,0.24522415020097257,0.10124086470629856,5
0.11095206682141823,0.09034919698217207,0.02113810356662271,0.10576940434890184,0.024837262353301717,0.008895508118389057,0.0036289537853070805,0.9729393781122453,0.4543745507675301,0.1481333726913237,0.3552743485851635,0.28663610893215535,0.22038525296073166,4
0.010708822179101872,0.05401867777295567,0.3887521062277689,0.17394004737317884,0.5848601464661279,0.3235735235433205,0.06076257286642714,0.9714445412130794,0.4841881398018499,0.0799863084103534,0.3531423243908477,0.29489293850578974,0.10798138146557668,4
0.020135069501866887,0.07247163094763469,0.2747181800023425,0.176538806408608,0.31315211188949343,0.08516618806662013,0.004031850979861196,0.9814639665004773,0.4516360318679858,0.008263942947073015,0.17527730742057493,0.027258724372741114,0.006513317692372881,3
0.02039261132738523,0.1125999221898339,0.29585856204198074,0.13535497696209767,0.22557132279520578,0.21225249579348185,0.04152022146428734,0.9791003472316924,0.4445940441814671,0.05479572463605269,0.49815828648952876,0.3419334601582735,0.1655357487693279,3
0.014083562037407172,0.0671738448693175,0.38820599104726833,0.08538233562740219,0.23266531387992065,0.24963865907125016,0.07764612704656658,0.9828707569519128,0.45902389434672786,0.25887780390559567,0.3399377940935335,0.5269215475550381,0.46938828567756546,5
0.009903354715695999,0.03594225955248985,0.3770751428361904,0.08341000351725122,0.3856263671772934,0.2671874711423815,0.09542119854130204,0.9830050133125962,0.45378810085488713,0.34797876425410496,0.44797220066375026,0.23319490425334452,0.17434538211393402,3
0.013882753392015168,0.07532867024885108,0.3927529293660408,0.2723375048684862,0.64429776643285,0.14361600619003198,0.1376948518357861,0.980396867613709,0.4372194162557287,0.05400485705852144,0.3101162633792874,0.42959153583469817,0.365344128312076,1
0.0328878466021775,0.17995034987817277,0.2374437414953936,0.11563126188663383,0.16401938254477422,0.18493301943256926,0.11255131378624864,0.9717253064827908,0.4347950937570422,0.49085280763332056,0.31136026888571144,0.1985829025547503,0.17729000232532074,4
0.00919457591793986,0.04514342098072084,0.42771772418284926,0.09728776163586375,0.5793930014460505,0.36400869840678945,0.18314550355657336,0.9628836386094307,0.4515044429617042,0.07003207396553639,0.1504831259877516,0.24672056860215055,0.39959243312071274,2
0.01895825871109793,0.1118524498958562,0.3530118078644861,0.13535497696209767,0.2502389421859003,0.30072330651427603,0.04999039756492177,0.9709838951117913,0.43011901755430804,0.19631762197898917,0.3909533521316647,0.32909246175558754,0.128122611305997,4
0.017209167758758817,0.06564981684342881,0.30346106665951056,0.1882422628503879,0.23993753818027092,0.1285167661176665,0.06097268612912007,0.969420566175053,0.449542096441194,0.13852744983959453,0.4054098461528163,0.3391362372036872,0.2530135660794974,5
0.01585935274180176,0.06578194272960582,0.32051219538986464,0.17566865135620455,0.36193635023103615,0.21976186184786595,0.21115532579296584,0.9503058386015638,0.4826180160132271,0.05676591227449711,0.38293426529590235,0.31136063286103444,0.22426601028558102,2
0.040174088076880304,0.16701274006885114,0.17794763680384895,0.09659609992754306,0.16338868458781206,0.1664227858454798,0.001984655978565779,0.9510523511398085,0.4625249398568499,0.03737371394156197,0.28598741768106994,0.2168685728579255,0.12588419931062553,5
0.01701017707582325,0.09941881937754556,0.3460618768553354,0.24180567633470743,0.29566925557683,0.34985117814690564,0.0766170214144895,0.9720205273745697,0.4617372197480129,0.1067835367053256,0.462961967495303,0.6712530723490938,0.5576811450649382,1
0.0038360137755423388,0.04984953758210657,0.7599321261606409,0.08406451253594718,0.7303551515980017,0.4504971803740221,0.5120829043383515,0.9930544555885036,0.4481185587923905,0.17567655664040932,0.3778071849603467,0.7989887486430765,0.6334558690209942,2
0.052147469192935815,0.12098016689757816,0.10305620187170066,0.09453968290213324,0.09973857130602178,0.05904712999421593,0.03836211611457163,0.914862102356767,0.45353971943253335,0.06345618855517662,0.23295983577918813,0.06676651936432379,0.024214344665979253,2
0.0211569901041043,0.043455916938390834,0.16287176014024027,0.26249775911895556,0.23793324598344026,0.11125069352948057,0.011629894334620769,0.9367053659986698,0.43135814852380794,0.13908026849966373,0.2230465093741964,0.21222830627275788,0.16933830942153688,5
0.02233066212941556,0.10022348731253446,0.24933131659379382,0.2123524776481925,0.19083471898739837,0.1743909964524468,0.07385401625455025,0.981630380180675,0.4654952832028135,0.02631715097541915,0.42053247186269893,0.26891178011138084,0.16170916130570057,5
0.0980331977805551,0.054982642734368495,0.012373175395580544,0.1550786920375615,0.019846180236565474,0.006318902994707793,0.0,0.8999989767404093,0.411148023509384,0.016885074441863684,0.16402393869491125,0.07971264415738671,0.01979766662840959,2
0.02344550851552502,0.09288587680229533,0.2770725843438003,0.1550786920375615,0.3469603438404139,0.11212351727305707,0.04867438776285634,0.9563722239465094,0.45136902662095907,0.03886132605715946,0.13032387213939747,0.38328303770721944,0.3464165470117726,1
0.02573352818149732,0.13155483642962318,0.28079883481872925,0.1730815460661728,0.38308302817901596,0.18261436447537413,0.06257807134890538,0.9526924897679229,0.41994782482695997,0.1504870913721875,0.29224789656746397,0.26603047257055185,0.32941858726390205,4
0.07159939407072302,0.1328896446591717,0.05980110908633224,0.19543678921336985,0.049345364337082864,0.026924056924739294,0.0025675271487936796,0.9688660246015758,0.453430661498945,0.03852591443531088,0.20482637642986737,0.059981565080687534,0.025346578688702256,1
0.02347589036889472,0.10000749011730518,0.2589462899908222,0.2161643287949799,0.2833240440635644,0.14484610248054816,0.1304626201340396,0.8934036705156034,0.44030976889374923,0.151725567198073,0.30313622629442133,0.2286502592748869,0.13127510456657313,3
0.02322034234164029,0.09248547152548155,0.22626627502974886,0.33137597936567076,0.248678094796138,0.19811830807572972,0.10280108139726198,0.9663699910220812,0.44307549071394164,0.07469078951697777,0.36292708304915827,0.19156513721125226,0.12406451999582858,1
