EEG.O1,EEG.O2
4157.436035,4153.589844
4157.94873,4150.6411130000015
4167.692383,4153.7177729999985
4170.128418,4164.487305
4175.384765999999,4172.94873
4189.3588869999985,4181.410156
4165.646235311512,4189.743652
4189.102539,4185.384765999999
4185.128418,4177.94873
4186.9228520000015,4183.974121
4190.769043,4184.102539
4183.205078,4170.0
4170.897461,4165.6411130000015
4168.205078,4167.563965
4168.333496,4160.512695
4174.615234000001,4162.179688
4165.646235311512,4179.871582
4165.646235311512,4192.05127
4165.646235311512,4188.0771479999985
4181.153809,4175.128418
4165.256348,4164.230957
4163.333496,4158.205078
4165.384765999999,4153.589844
4171.538574,4161.153809
4190.512695,4181.025879
4165.646235311512,4190.384765999999
4165.646235311512,4189.230957
4165.646235311512,4186.410156
4181.153809,4173.7177729999985
4177.05127,4167.563965
4186.2822270000015,4175.128418
4175.769043,4170.256348
4161.410156,4160.6411130000015
4167.820313,4168.846191
4173.7177729999985,4172.820313
4168.846191,4157.563965
4168.0771479999985,4152.307617
4171.538574,4166.538574
4172.307617,4170.128418
4169.871582,4158.461426
4168.7177729999985,4156.153809
4169.487305,4158.7177729999985
4170.897461,4156.025879
4175.384765999999,4157.820313
4169.615234000001,4154.615234000001
4171.153809,4149.871582
4187.820313,4158.974121
4179.615234000001,4157.94873
4158.0771479999985,4143.846191
4162.692383,4146.794922
4172.563965,4157.436035
4167.692383,4155.512695
4164.743652,4151.9228520000015
4162.179688,4154.102539
4162.05127,4154.615234000001
4164.743652,4155.384765999999
4163.205078,4156.538574
4167.05127,4155.256348
4168.974121,4152.563965
4159.3588869999985,4152.307617
4155.384765999999,4155.128418
4156.153809,4155.0
4149.615234000001,4153.333496
4150.256348,4154.3588869999985
4159.3588869999985,4156.153809
4155.769043,4154.871582
4151.794922,4154.230957
4165.256348,4156.2822270000015
4171.666504,4155.897461
4161.794922,4152.94873
4163.205078,4154.743652
4169.743652,4156.794922
4161.2822270000015,4150.384765999999
4154.487305,4147.05127
4156.025879,4150.384765999999
4160.512695,4152.436035
4166.9228520000015,4153.589844
4163.333496,4152.05127
4153.333496,4144.487305
